,Time,pp,pp_nr5,Accelerator,Brake,Steering,Speed,IN_Lat,IN_Long
1,0,0.004183605,0.00417884475623005,29.0819019306931,-1.37389607316832,13.3070058279208,6,1836.06681879208,-5781.19307370297
2,1,0.00473479785714286,0.00410848905918646,29.2263898492462,-1.00286925343216,-50.8865819979899,7.43718592964824,1836.06728843216,-5781.19212994975
3,2,0.0034925641875,0.00404226093828494,29.5223904925373,0.317724184983582,-98.9164628059702,8.48756218905473,1836.06807361194,-5781.19066283582
4,3,0.00356485464285714,0.00405936747762099,29.5734568140704,1.28168389780402,-79.3587235628141,11.4371859296482,1836.06909304523,-5781.18905671357
5,4,0.0040580510625,0.00420146963650639,29.3945651044776,-0.618539334368159,-55.1483876766169,12,1836.07035528358,-5781.18737107463
6,5,0.004807303,0.00441196974684188,26.3909062864322,2.10419399658643,-41.1371536733668,13.8492462311558,1836.07184321608,-5781.18560264322
7,6,0.005485278625,0.00456030905019334,22.4793483383085,0.170671891663184,-19.1312996238308,14,1836.07348391045,-5781.18379752239
8,7,0.00460533292857143,0.00455944393539146,20.181621,3.29649786348744,7.01848701332663,14,1836.07510151759,-5781.18209201005
9,8,0.0046648388125,0.00446652466245032,19.7204215572139,8.6676452639801,19.8153567358209,13.3980099502488,1836.0766198209,-5781.18043268657
10,9,0.00417187642857143,0.00435507471208491,19.8151584673367,31.8469622060302,38.6633349949749,13,1836.07804329648,-5781.17875980905
11,10,0.003664004625,0.00430657306788072,19.7881126616915,34.5268191542289,26.485268318408,12.8358208955224,1836.07925238806,-5781.1771500597
12,11,0.00422572042857143,0.00438172081485253,19.6107758341709,16.877416358794,35.736270321608,11.1959798994975,1836.08024505528,-5781.17570065327
13,12,0.00521560075,0.00448450702326185,19.7122703532338,34.0368878621891,94.6415083333333,10.1592039800995,1836.08115865672,-5781.17425892537
14,13,0.00515833871428571,0.00448318814821738,20.2251953165829,39.2977114221106,97.4810943567839,9.678391959799,1836.08186276382,-5781.17292048241
15,14,NA,NA,20.2292157910448,39.5572462686567,79.4155716965174,7.46766169154229,1836.08223480597,-5781.17203444776
16,15,NA,NA,20.488628281407,20.8484044993467,71.6187514924623,4.43718592964824,1836.0823798191,-5781.17168520603
17,16,NA,NA,29.5504088457711,7.77634876915423,23.385801541791,3,1836.08253298507,-5781.1714141194
18,17,NA,NA,32.334018,7.07105035829146,-22.305508510201,3.96482412060302,1836.08286292462,-5781.17074477387
19,18,NA,NA,32.3988290099502,3.58522568827363,-75.4769539253731,7.44278606965174,1836.08343068657,-5781.16949050746
20,19,NA,NA,33.5435417236181,-1.36172819658894,-131.073693648241,9.92964824120603,1836.08423801005,-5781.16782777889
21,20,NA,NA,34.9869070696517,-0.873922178442786,-164.822265671642,12,1836.08533161194,-5781.16602576119
22,21,NA,NA,34.0608286582915,2.68545829462312,-227.583831708543,13.8492462311558,1836.0868578995,-5781.16425584925
23,22,NA,NA,33.1295583631841,0.679418527169154,-253.512379054726,16.726368159204,1836.08900035821,-5781.16288125373
24,23,NA,NA,34.334794321608,0.293593771628643,-186.335275025126,18,1836.09175115578,-5781.16244068342
25,24,NA,NA,35.4335437810945,0.626689481358209,-100.317081457711,20.1791044776119,1836.09486895522,-5781.16311958209
26,25,NA,NA,37.1014451909548,-1.22063363012563,-27.1893495663317,23.2964824120603,1836.09814739698,-5781.16457553769
27,26,0.00358789785714286,0.00435180759109244,37.3751102636816,-2.92132862189055,-10.6321120029851,24.2587064676617,1836.10163892537,-5781.16637847761
28,27,0.00404135733333333,0.00435355243176503,36.6364324120603,-3.46538350175879,-11.5428697788945,26.643216080402,1836.10540203015,-5781.16838728643
29,28,NA,NA,34.4345105223881,-1.21997092423383,-8.86702483880597,29.6019900497512,1836.1094081194,-5781.1705959403
30,29,NA,NA,32.474730321608,-2.49873702949749,-12.4396130050087,30.643216080402,1836.1136081608,-5781.17296576884
31,30,NA,NA,33.6822756965174,-2.52139287433483,-22.8743196711443,31.1691542288557,1836.11791707463,-5781.17549322388
32,31,0.0049339685,0.0044207302165814,32.3509538190955,-2.6884776959799,-2.64759016427136,34.0100502512563,1836.12222777889,-5781.17831550754
33,32,0.00517567528571429,0.00448845120602823,32.1432155970149,-2.41379378495025,13.2657370116915,33.4726368159204,1836.1265561791,-5781.18120958209
34,33,0.00505533671428571,0.00447360051866846,32.0243526331658,-2.04670410149246,29.686982080402,33.8492462311558,1836.13102570854,-5781.18382646231
35,34,0.00361474114285714,0.00440822277202667,31.8774899900497,-2.71516991447761,23.4493807114428,34,1836.135784,-5781.18584946269
36,35,0.0043721655,0.00438721421367404,31.9567470050251,-2.76787357859296,29.259553281407,34,1836.14071881407,-5781.18730266332
37,36,0.0045037964,0.0043185868122984,32.1101203432836,-3.2710468699005,16.7950562233831,34,1836.14576104478,-5781.18827197015
38,37,0.00394439125,0.00427306541089903,31.9033124170854,-3.80744945477387,20.3339019246231,34,1836.15089635176,-5781.18889462312
39,38,0.00452840877777778,0.00425963406082746,31.868415800995,-3.76052811890547,21.3579514477612,34.8955223880597,1836.15611026866,-5781.18918268657
40,39,0.00404773314285714,0.00423138259085461,29.9782573366834,-3.82666842462312,14.5484467577889,35.5527638190955,1836.16137563819,-5781.1890600603
41,40,0.0040206958125,0.00424603401175991,29.2571045422886,-4.91277185522388,11.1082589164179,35,1836.16666808955,-5781.18855325373
42,41,0.004405472,0.00430466675306921,24.470041160804,-4.15388855256281,11.0603497236683,35,1836.17189996985,-5781.187704
43,42,0.004935542625,0.00431970022676243,20.1101376318408,-5.27110280497512,-12.9987696840796,34.8706467661692,1836.17703340298,-5781.18658304478
44,43,0.00399746538461539,0.00425147976412577,19.9054464924623,2.09709548086935,7.13347649306533,34,1836.18206089447,-5781.18541718593
45,44,0.00395990758333333,0.00420322742820243,19.8255161890547,22.6753308099502,26.3281095223881,33.1990049751244,1836.18689292537,-5781.18413856716
46,45,0.00409858964285714,0.00417910318513816,20.0508605427136,41.5637946180905,29.8687675879397,32.678391959799,1836.19136228141,-5781.18256534673
47,46,0.0044613505,0.00417117838131838,20.5904873233831,44.2047036567164,29.8973002885572,30.4776119402985,1836.19518364179,-5781.18068677612
48,47,0.004062548375,0.0042069356324075,20.95995959799,44.5284194723618,18.0477982800251,25.4070351758794,1836.19819851256,-5781.1787899598
49,48,0.00389049025,0.00420249501914668,21.1498489701493,7.4798636761194,-100.927588840796,20.9452736318408,1836.20065779104,-5781.17707170149
50,49,0.00404505757142857,0.00425601848125692,25.7157179748744,4.75664598899497,-265.200190753769,19.4321608040201,1836.20310777889,-5781.17577129648
51,50,0.0050194975,0.00439107754578627,28.4396874129353,4.76447336268657,-326.522006766169,18,1836.20571435821,-5781.17560235821
52,51,0.00525143014285714,0.00449363928792441,30.1215500502513,5.08880605678392,-208.856001155779,19.2010050251256,1836.20822788945,-5781.17695251256
53,52,0.004546097,0.00438603831865116,32.8733718208955,6.05976148905473,-39.703387178607,19,1836.21033352239,-5781.17936319403
54,53,0.00418197875,0.00423086184360211,35.0241000351759,8.95326022663317,2.85703701247688,19.8140703517588,1836.21229281407,-5781.18203984925
55,54,0.00411158128571429,0.00412552745983889,35.705618960199,7.45148334527363,9.08072517850746,21,1836.21444785075,-5781.18482638806
56,55,0.00385883325,0.00405100826087218,36.0931614974874,8.28530692864322,5.86098620453769,22.8592964824121,1836.21687500503,-5781.18774217085
57,56,0.0037070354375,0.00408381012485348,36.6806450547264,7.17258468308458,-1.55657614917214,24.1442786069652,1836.21957632836,-5781.1908899403
58,57,0.00369650441666667,0.00409170179655859,36.9325489899498,5.45452126482412,-4.56131281341709,27.2412060301508,1836.22252007035,-5781.1942781608
59,58,NA,NA,36.8358077910448,3.56608621263682,-4.53389878530348,29,1836.22564677612,-5781.19786689552
60,59,NA,NA,36.4046255778894,3.12553789296482,5.81321090959799,30.2964824120603,1836.22890829146,-5781.20164447236
61,60,NA,NA,36.4458455273632,2.48675649467662,14.3515409965174,31.6567164179104,1836.23233877612,-5781.20552325373
62,61,NA,NA,36.3557015577889,1.3576458511608,9.27678700035176,33,1836.23600421106,-5781.20939647236
63,62,NA,NA,35.9668784477612,-0.164974875292736,1.15886366072139,34.363184079602,1836.23988623881,-5781.21325507463
64,63,0.00639546283333333,0.00444288194149304,35.6582407688442,-1.13496980421608,-6.7074005320402,35.0552763819096,1836.2439181809,-5781.21715986935
65,64,0.00400408121428571,0.00425598948670228,35.8941262189055,-2.20816756791045,-15.0053723875622,36,1836.24801755224,-5781.22122764179
66,65,0.0040659715,0.00429235391908089,36.4150324924623,-0.609602747823116,-12.8146202557789,37.0552763819096,1836.2521200603,-5781.22561411055
67,66,0.00437293133333333,0.00441212435603411,35.7365845621891,-0.296602766238806,-7.50000239277612,38,1836.25626453731,-5781.23027814925
68,67,0.00461192438461538,0.00446756914047576,35.5775756482412,-1.0675546100402,1.3236166829598,38.4120603015075,1836.26049171859,-5781.23514603015
69,68,0.0044338392,0.00455373111672399,35.2928099104478,-0.582530001522388,-6.72534469104478,41.452736318408,1836.26483949254,-5781.24016847761
70,69,0.00512723364285714,0.0046607150376364,35.4282788241206,-1.06801517774774,0.84212986518593,42,1836.26925198995,-5781.24532655276
71,70,0.00524050064285714,0.0047945638578925,35.3109012089552,-0.746029264034826,1.16110324448756,42,1836.27369653731,-5781.25055152239
