"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"65","CSCO",35,"Cisco Systems Inc.",0.541178,3874,"CISCO SYSTEMS INC",20779,858877,"17275R102",1990
"66","CSX",106,"CSX Corporation",0.202725,5164,"CSX CORP",2574,277948,"126408103",1990
"67","CTAS",195,"Cintas Corporation",0.107858,9161,"CINTAS CORP",3062,723254,"172908105",1990
"68","CTRA",285,"Coterra Energy Inc.",0.068768,3919,"COTERRA ENERGY INC",20548,858470,"127097103",1990
"69","CVS",58,"CVS Health Corporation",0.362286,3969,"CVS HEALTH CORP",7241,64803,"126650100",1990
"70","CVX",16,"Chevron Corporation",0.906813,5043,"CHEVRON CORP",2991,93410,"166764100",1990
"71","D",111,"Dominion Energy Inc",0.192481,6527,"DOMINION ENERGY INC",4029,715957,"25746U109",1990
"72","DAL",326,"Delta Air Lines Inc.",0.05867,7667,"DELTA AIR LINES INC",3851,27904,"247361702",1990
"73","DD",241,"DuPont de Nemours Inc.",0.08733,5835,"DUPONT DE NEMOURS INC",4060,1666700,"26614N102",1990
"74","DE",78,"Deere & Company",0.270299,5212,"DEERE & CO",3835,315189,"244199105",1990
"75","DG",134,"Dollar General Corporation",0.16629,508,"DOLLAR GENERAL CORP",4016,29534,"256677105",1990
"76","DHR",37,"Danaher Corporation",0.535857,8915,"DANAHER CORP",3735,313616,"235851102",1990
"77","DIS",32,"Walt Disney Company",0.553138,8176,"DISNEY (WALT) CO",3980,1744489,"254687106",1990
"78","DOV",341,"Dover Corporation",0.054385,1462,"DOVER CORP",4058,29905,"260003108",1990
"79","DRE",293,"Duke Realty Corporation",0.067291,4412,"DUKE REALTY CORP",13510,783280,"264411505",1990
"80","DTE",275,"DTE Energy Company",0.072536,4348,"DTE ENERGY CO",3897,936340,"233331107",1990
"81","DUK",87,"Duke Energy Corporation",0.244759,9513,"DUKE ENERGY CORP",4093,1326160,"26441C204",1990
"82","DVN",194,"Devon Energy Corporation",0.107926,76,"DEVON ENERGY CORP",14934,1090012,"25179M103",1990
"83","DXC",484,"DXC Technology Co.",0.022349,9175,"DXC TECHNOLOGY CO",3336,1688568,"23355L106",1990
"84","EA",202,"Electronic Arts Inc.",0.105127,5617,"ELECTRONIC ARTS INC",16721,712515,"285512109",1990
"85","ECL",177,"Ecolab Inc.",0.118586,852,"ECOLAB INC",4213,31462,"278865100",1990
"86","ED",215,"Consolidated Edison Inc.",0.100125,5966,"CONSOLIDATED EDISON INC",3413,1047862,"209115104",1990
"87","EFX",276,"Equifax Inc.",0.072405,9012,"EQUIFAX INC",4423,33185,"294429105",1990
"88","EIX",270,"Edison International",0.075074,2494,"EDISON INTERNATIONAL",9846,827052,"281020107",1990
"89","EMR",141,"Emerson Electric Co.",0.153509,2457,"EMERSON ELECTRIC CO",4321,32604,"291011104",1990
"90","EOG",118,"EOG Resources Inc.",0.181397,9014,"EOG RESOURCES INC",16478,821189,"26875P101",1990
"91","ES",235,"Eversource Energy",0.089353,5741,"EVERSOURCE ENERGY",7970,72741,"30040W108",1990
"92","ETN",131,"Eaton Corp. Plc",0.168151,2725,"EATON CORP PLC",4199,1551182,"G29183103",1990
"93","ETR",290,"Entergy Corporation",0.067893,5243,"ENTERGY CORP",7366,65984,"29364G103",1990
"94","EVRG",380,"Evergy Inc.",0.044828,9416,"EVERGY INC",6338,1711269,"30034W106",1990
"95","EXC",164,"Exelon Corporation",0.12913,5927,"EXELON CORP",8539,1109357,"30161N101",1990
"96","EXPD",351,"Expeditors International of Washington Inc.",0.050055,4965,"EXPEDITORS INTL WASH INC",4494,746515,"302130109",1990
"97","F",126,"Ford Motor Company",0.172461,3711,"FORD MOTOR CO",4839,37996,"345370860",1990
"98","FAST",246,"Fastenal Company",0.084594,7284,"FASTENAL CO",14225,815556,"311900104",1990
"99","FCX",173,"Freeport-McMoRan Inc.",0.12414,8300,"FREEPORT-MCMORAN INC",14590,831259,"35671D857",1990
"100","FDX",138,"FedEx Corporation",0.161311,6943,"FEDEX CORP",4598,1048911,"31428X106",1990
"101","FE",298,"FirstEnergy Corp.",0.06544,3435,"FIRSTENERGY CORP",8099,1031296,"337932107",1990
"102","FISV",122,"Fiserv Inc.",0.179225,8357,"FISERV INC",12635,798354,"337738108",1990
"103","FITB",294,"Fifth Third Bancorp",0.066464,1120,"FIFTH THIRD BANCORP",4640,35527,"316773100",1990
"104","FMC",410,"FMC Corporation",0.039392,5071,"FMC CORP",4510,37785,"302491303",1990
"105","FRC",253,"First Republic Bank",0.082342,3094,"FIRST REPUBLIC BANK",14275,1132979,"33616C100",1990
"106","FRT",489,"Federal Realty Investment Trust",0.021021,6171,"FEDERAL REALTY INVESTMENT TR",4605,34903,"313745101",1990
"107","GD",143,"General Dynamics Corporation",0.151029,2568,"GENERAL DYNAMICS CORP",5046,40533,"369550108",1990
"108","GE",90,"General Electric Company",0.236434,6673,"GENERAL ELECTRIC CO",5047,40545,"369604301",1990
"109","GILD",99,"Gilead Sciences Inc.",0.216021,8452,"GILEAD SCIENCES INC",24856,882095,"375558103",1990
"110","GIS",161,"General Mills Inc.",0.132215,783,"GENERAL MILLS INC",5071,40704,"370334104",1990
"111","GL",466,"Globe Life Inc.",0.026392,3674,"GLOBE LIFE INC",10614,320335,"37959E102",1990
"112","GLW",261,"Corning Inc",0.079607,2716,"CORNING INC",3532,24741,"219350105",1990
"113","GM",142,"General Motors Company",0.152773,6152,"GENERAL MOTORS CO",5073,1467858,"37045V100",1990
"114","GPC",309,"Genuine Parts Company",0.062227,1420,"GENUINE PARTS CO",5125,40987,"372460105",1990
"115","GWW",288,"W.W. Grainger Inc.",0.068202,6103,"GRAINGER (W W) INC",5256,277135,"384802104",1990
"116","HAL",272,"Halliburton Company",0.074327,7170,"HALLIBURTON CO",5439,45012,"406216101",1990
"117","HAS",452,"Hasbro Inc.",0.029115,7719,"HASBRO INC",5518,46080,"418056107",1990
"118","HBAN",339,"Huntington Bancshares Incorporated",0.055151,8965,"HUNTINGTON BANCSHARES",5786,49196,"446150104",1990
"119","HCA",154,"HCA Healthcare Inc",0.139547,777,"HCA HEALTHCARE INC",22260,860730,"40412C101",1990
"120","HD",17,"Home Depot Inc.",0.901187,2999,"HOME DEPOT INC",5680,354950,"437076102",1990
"121","HES",239,"Hess Corporation",0.08806,8378,"HESS CORP",1380,4447,"42809H107",1990
"122","HLT",205,"Hilton Worldwide Holdings Inc",0.103346,3134,"HILTON WORLDWIDE HOLDINGS",5643,1585689,"43300A203",1990
"123","HOLX",347,"Hologic Inc.",0.052121,961,"HOLOGIC INC",20904,859737,"436440101",1990
"124","HON",55,"Honeywell International Inc.",0.373367,4193,"HONEYWELL INTERNATIONAL INC",1300,773840,"438516106",1990
"125","HPQ",216,"HP Inc.",0.100019,7218,"HP INC",5606,47217,"40434L105",1990
"126","HRL",408,"Hormel Foods Corporation",0.040271,7193,"HORMEL FOODS CORP",5709,48465,"440452100",1990
"127","HST",428,"Host Hotels & Resorts Inc.",0.035419,4665,"HOST HOTELS & RESORTS INC",7063,1070750,"44107P104",1990
"128","HSY",222,"Hershey Company",0.095997,2281,"HERSHEY CO",5597,47111,"427866108",1990
"129","IBM",64,"International Business Machines Corporation",0.343829,6451,"INTL BUSINESS MACHINES CORP",6066,51143,"459200101",1990
"130","IDXX",221,"IDEXX Laboratories Inc.",0.097813,3467,"IDEXX LABS INC",24197,874716,"45168D104",1990
"131","IEX",377,"IDEX Corporation",0.045239,5215,"IDEX CORP",15267,832101,"45167R104",1990
"132","IFF",230,"International Flavors & Fragrances Inc.",0.091285,5362,"INTL FLAVORS & FRAGRANCES",6078,51253,"459506101",1990
"133","INTC",48,"Intel Corporation",0.427029,708,"INTEL CORP",6008,50863,"458140100",1990
"134","IP",376,"International Paper Company",0.04551,9583,"INTL PAPER CO",6104,51434,"460146103",1990
"135","IPG",442,"Interpublic Group of Companies Inc.",0.033333,8644,"INTERPUBLIC GROUP OF COS",6136,51644,"460690100",1990
"136","IT",283,"Gartner Inc.",0.068864,2745,"GARTNER INC",12441,749251,"366651107",1990
"137","ITW",130,"Illinois Tool Works Inc.",0.169278,3949,"ILLINOIS TOOL WORKS",5878,49826,"452308109",1990
"138","J",362,"Jacobs Engineering Group Inc.",0.047962,4620,"JACOBS SOLUTIONS INC",6216,52988,"46982L108",1990
"139","JBHT",387,"J.B. Hunt Transport Services Inc.",0.043307,8455,"HUNT (JB) TRANSPRT SVCS INC",5783,728535,"445658107",1990
"140","JCI",193,"Johnson Controls International plc",0.109262,5400,"JOHNSON CONTROLS INTL PLC",6268,833444,"G51502105",1990
"141","JKHY",385,"Jack Henry & Associates Inc.",0.043737,9250,"HENRY (JACK) & ASSOCIATES",11811,779152,"426281101",1990
"142","JNJ",10,"Johnson & Johnson",1.319622,7,"JOHNSON & JOHNSON",6266,200406,"478160104",1990
"143","JPM",15,"JPMorgan Chase & Co.",0.957648,2625,"JPMORGAN CHASE & CO",2968,19617,"46625H100",1990
"144","K",343,"Kellogg Company",0.054068,3333,"KELLOGG CO",6375,55067,"487836108",1990
"145","KEY",361,"KeyCorp",0.048299,9227,"KEYCORP",9783,91576,"493267108",1990
"146","KHC",268,"Kraft Heinz Company",0.075809,3066,"KRAFT HEINZ CO",5568,1637459,"500754106",1990
"147","KIM",415,"Kimco Realty Corporation",0.038114,7575,"KIMCO REALTY CORP",24731,879101,"49446R109",1990
"148","KLAC",133,"KLA Corporation",0.167241,257,"KLA CORP",6304,319201,"482480100",1990
"149","KMB",165,"Kimberly-Clark Corporation",0.129068,8213,"KIMBERLY-CLARK CORP",6435,55785,"494368103",1990
"150","KMI",214,"Kinder Morgan Inc Class P",0.100143,6062,"KINDER MORGAN INC",6310,1506307,"49456B101",1990
"151","KO",21,"Coca-Cola Company",0.720086,1248,"COCA-COLA CO",3144,21344,"191216100",1990
"152","KR",237,"Kroger Co.",0.089004,7540,"KROGER CO",6502,56873,"501044101",1990
"153","L",445,"Loews Corporation",0.031381,5035,"LOEWS CORP",6781,60086,"540424108",1990
"154","LEN",312,"Lennar Corporation Class A",0.062002,1736,"LENNAR CORP",6669,920760,"526057104",1990
"155","LH",289,"Laboratory Corporation of America Holdings",0.067995,6583,"LABORATORY CP OF AMER HLDGS",14960,920148,"50540R409",1990
"156","LHX",157,"L3Harris Technologies Inc",0.136467,948,"L3HARRIS TECHNOLOGIES INC",5492,202058,"502431109",1990
"157","LLY",20,"Eli Lilly and Company",0.732339,8371,"LILLY (ELI) & CO",6730,59478,"532457108",1990
"158","LMT",70,"Lockheed Martin Corporation",0.294508,4190,"LOCKHEED MARTIN CORP",6774,936468,"539830109",1990
"159","LNC",475,"Lincoln National Corporation",0.024632,4134,"LINCOLN NATIONAL CORP",6742,59558,"534187109",1990
"160","LNT",383,"Alliant Energy Corp",0.043826,1493,"ALLIANT ENERGY CORP",11554,352541,"018802108",1990
"161","LOW",60,"Lowe's Companies Inc.",0.360358,6552,"LOWE'S COS INC",6829,60667,"548661107",1990
"162","LRCX",105,"Lam Research Corporation",0.202819,7730,"LAM RESEARCH CORP",6565,707549,"512807108",1990
"163","LUMN",457,"Lumen Technologies Inc.",0.028635,3015,"LUMEN TECHNOLOGIES INC",2884,18926,"550241103",1990
"164","LUV",301,"Southwest Airlines Co.",0.064135,6307,"SOUTHWEST AIRLINES",9882,92380,"844741108",1990
"165","MAS",421,"Masco Corporation",0.03695,7504,"MASCO CORP",7085,62996,"574599106",1990
"166","MCD",30,"McDonald's Corporation",0.559893,1863,"MCDONALD'S CORP",7154,63908,"580135101",1990
"167","MCK",153,"McKesson Corporation",0.141267,7866,"MCKESSON CORP",7171,927653,"58155Q103",1990
"168","MDT",59,"Medtronic Plc",0.362127,4907,"MEDTRONIC PLC",7228,1613103,"G5960L103",1990
"169","MGM",438,"MGM Resorts International",0.033905,6539,"MGM RESORTS INTERNATIONAL",14418,789570,"552953101",1990
"170","MKC",302,"McCormick & Company Incorporated",0.063432,4877,"MCCORMICK & CO INC",7146,63754,"579780206",1990
"171","MMC",91,"Marsh & McLennan Companies Inc.",0.236324,4878,"MARSH & MCLENNAN COS",7065,62709,"571748102",1990
"172","MMM",92,"3M Company",0.234163,8044,"3M CO",7435,66740,"88579Y101",1990
"173","MNST",201,"Monster Beverage Corporation",0.105291,7305,"MONSTER BEVERAGE CORP",24316,865752,"61174X109",1990
"174","MO",94,"Altria Group Inc",0.231131,5396,"ALTRIA GROUP INC",8543,764180,"02209S103",1990
"175","MRK",27,"Merck & Co. Inc.",0.642522,3133,"MERCK & CO",7257,310158,"58933Y105",1990
"176","MRO",357,"Marathon Oil Corporation",0.049012,1136,"MARATHON OIL CORP",7017,101778,"565849106",1990
"177","MS",65,"Morgan Stanley",0.339006,6914,"MORGAN STANLEY",12124,895421,"617446448",1990
"178","MSFT",2,"Microsoft Corporation",5.960905,2096,"MICROSOFT CORP",12141,789019,"594918104",1990
"179","MSI",184,"Motorola Solutions Inc.",0.115887,2548,"MOTOROLA SOLUTIONS INC",7585,68505,"620076307",1990
"180","MTB",234,"M&T Bank Corporation",0.089792,1610,"M & T BANK CORP",4699,36270,"55261F104",1990
"181","MU",107,"Micron Technology Inc.",0.201692,6916,"MICRON TECHNOLOGY INC",7343,723125,"595112103",1990
"182","NDSN",426,"Nordson Corporation",0.035719,4990,"NORDSON CORP",7921,72331,"655663102",1990
"183","NEE",40,"NextEra Energy Inc.",0.488086,3590,"NEXTERA ENERGY INC",4517,753308,"65339F101",1990
"184","NEM",206,"Newmont Corporation",0.103273,6581,"NEWMONT CORP",7881,1164727,"651639106",1990
"185","NI",427,"NiSource Inc",0.035423,3518,"NISOURCE INC",7974,1111711,"65473P105",1990
"186","NKE",49,"NIKE Inc. Class B",0.412639,6727,"NIKE INC  -CL B",7906,320187,"654106103",1990
"187","NLOK",399,"NortonLifeLock Inc.",0.041499,3918,"NORTONLIFELOCK INC",15855,849399,"668771108",1990
"188","NOC",103,"Northrop Grumman Corp.",0.204169,3558,"NORTHROP GRUMMAN CORP",7985,1133421,"666807102",1990
"189","NSC",127,"Norfolk Southern Corporation",0.172021,3851,"NORFOLK SOUTHERN CORP",7923,702165,"655844108",1990
"190","NTRS",324,"Northern Trust Corporation",0.059124,2128,"NORTHERN TRUST CORP",7982,73124,"665859104",1990
"191","NUE",210,"Nucor Corporation",0.101963,1902,"NUCOR CORP",8030,73309,"670346105",1990
"192","NVR",416,"NVR Inc.",0.038022,234,"NVR INC",12459,906163,"62944T105",1990
"193","NWL",485,"Newell Brands Inc",0.021733,9354,"NEWELL BRANDS INC",7875,814453,"651229106",1990
"194","ODFL",262,"Old Dominion Freight Line Inc.",0.079529,6186,"OLD DOMINION FREIGHT",24617,878927,"679580100",1990
"195","OKE",269,"ONEOK Inc.",0.075529,787,"ONEOK INC",8151,1039684,"682680103",1990
"196","OMC",396,"Omnicom Group Inc",0.041812,1842,"OMNICOM GROUP INC",4066,29989,"681919106",1990
"197","ORCL",63,"Oracle Corporation",0.347945,4951,"ORACLE CORP",12142,1341439,"68389X105",1990
"198","OXY",132,"Occidental Petroleum Corporation",0.16799,1307,"OCCIDENTAL PETROLEUM CORP",8068,797468,"674599105",1990
"199","PARA",389,"Paramount Global Class B",0.042712,3277,"PARAMOUNT GLOBAL",13714,813828,"92556H206",1990
"200","PAYX",180,"Paychex Inc.",0.116589,5667,"PAYCHEX INC",8402,723531,"704326107",1990
"201","PCAR",233,"PACCAR Inc",0.090275,2879,"PACCAR INC",8253,75362,"693718108",1990
"202","PEAK",391,"Healthpeak Properties Inc.",0.042391,1771,"HEALTHPEAK PROPERTIES INC",13125,765880,"42250P103",1990
"203","PEG",226,"Public Service Enterprise Group Inc",0.094943,5778,"PUBLIC SERVICE ENTRP GRP INC",8810,788784,"744573106",1990
"204","PEP",23,"PepsiCo Inc.",0.70371,4600,"PEPSICO INC",8479,77476,"713448108",1990
"205","PFE",19,"Pfizer Inc.",0.808569,107,"PFIZER INC",8530,78003,"717081103",1990
"206","PG",13,"Procter & Gamble Company",0.987723,1850,"PROCTER & GAMBLE CO",8762,80424,"742718109",1990
"207","PGR",112,"Progressive Corporation",0.191992,2557,"PROGRESSIVE CORP-OHIO",13341,80661,"743315103",1990
"208","PH",199,"Parker-Hannifin Corporation",0.106218,3993,"PARKER-HANNIFIN CORP",8358,76334,"701094104",1990
"209","PHM",454,"PulteGroup Inc.",0.028739,2475,"PULTEGROUP INC",8823,822416,"745867101",1990
"210","PKI",334,"PerkinElmer Inc.",0.056163,2234,"PERKINELMER INC",4145,31791,"714046109",1990
"211","PNC",109,"PNC Financial Services Group Inc.",0.195884,5801,"PNC FINANCIAL SVCS GROUP INC",8245,713676,"693475105",1990
"212","PNR",482,"Pentair plc",0.022972,2323,"PENTAIR PLC",8463,77360,"G7S00T104",1990
"213","PNW",477,"Pinnacle West Capital Corporation",0.024121,4258,"PINNACLE WEST CAPITAL CORP",1075,764622,"723484101",1990
"214","PPG",242,"PPG Industries Inc.",0.086615,90,"PPG INDUSTRIES INC",8247,79879,"693506107",1990
"215","PPL",305,"PPL Corporation",0.063159,1326,"PPL CORP",8455,922224,"69351T106",1990
"216","PSA",152,"Public Storage",0.142146,8395,"PUBLIC STORAGE",10096,1393311,"74460D109",1990
"217","PTC",422,"PTC Inc.",0.036803,6689,"PTC INC",18699,857005,"69370C100",1990
"218","PVH",501,"PVH Corp.",0.012641,6924,"PVH CORP",8551,78239,"693656100",1990
"219","PXD",146,"Pioneer Natural Resources Company",0.148998,2855,"PIONEER NATURAL RESOURCES CO",14359,1038357,"723787107",1990
"220","REGN",121,"Regeneron Pharmaceuticals Inc.",0.180124,5833,"REGENERON PHARMACEUTICALS",23812,872589,"75886F107",1990
"221","RF",331,"Regions Financial Corporation",0.057069,8376,"REGIONS FINANCIAL CORP",4674,1281761,"7591EP100",1990
"222","RHI",472,"Robert Half International Inc.",0.024996,639,"ROBERT HALF INTL INC",2312,315213,"770323103",1990
"223","RJF",338,"Raymond James Financial Inc.",0.055254,7856,"RAYMOND JAMES FINANCIAL INC",8898,720005,"754730109",1990
"224","ROK",250,"Rockwell Automation Inc.",0.082986,3270,"ROCKWELL AUTOMATION",9203,1024478,"773903109",1990
"225","ROL",474,"Rollins Inc.",0.024756,9228,"ROLLINS INC",9225,84839,"775711104",1990
"226","ROST",256,"Ross Stores Inc.",0.081948,2380,"ROSS STORES INC",9248,745732,"778296103",1990
"227","RTX",52,"Raytheon Technologies Corporation",0.404775,5051,"RAYTHEON TECHNOLOGIES CORP",10983,101829,"75513E101",1990
"228","SCHW",69,"Charles Schwab Corp",0.295455,2101,"SCHWAB (CHARLES) CORP",13988,316709,"808513105",1990
"229","SEE",476,"Sealed Air Corporation",0.024282,7762,"SEALED AIR CORP",9555,1012100,"81211K100",1990
"230","SHW",129,"Sherwin-Williams Company",0.169462,6216,"SHERWIN-WILLIAMS CO",9667,89800,"824348106",1990
"231","SIVB",292,"SVB Financial Group",0.067576,9459,"SVB FINANCIAL GROUP",17120,719739,"78486Q101",1990
"232","SJM",395,"J.M. Smucker Company",0.041827,3742,"SMUCKER (JM) CO",9777,91419,"832696405",1990
"233","SLB",144,"Schlumberger NV",0.150401,782,"SCHLUMBERGER LTD",9465,87347,"806857108",1990
"234","SNA",434,"Snap-on Incorporated",0.034453,7093,"SNAP-ON INC",9778,91440,"833034101",1990
"235","SO",93,"Southern Company",0.232741,8134,"SOUTHERN CO",9850,92122,"842587107",1990
"236","SPGI",56,"S&P Global Inc.",0.372239,7832,"S&P GLOBAL INC",7163,64040,"78409V104",1990
"237","SRE",145,"Sempra Energy",0.149212,6044,"SEMPRA ENERGY",8272,1032208,"816851109",1990
"238","STT",274,"State Street Corporation",0.072929,7939,"STATE STREET CORP",10035,93751,"857477103",1990
"239","STZ",182,"Constellation Brands Inc. Class A",0.116172,7282,"CONSTELLATION BRANDS",2710,16918,"21036P108",1990
"240","SWK",403,"Stanley Black & Decker Inc.",0.041182,1276,"STANLEY BLACK & DECKER INC",10016,93556,"854502101",1990
"241","SWKS",349,"Skyworks Solutions Inc.",0.051483,6710,"SKYWORKS SOLUTIONS INC",1327,4127,"83088M102",1990
"242","SYK",101,"Stryker Corporation",0.207077,8740,"STRYKER CORP",10115,310764,"863667101",1990
"243","SYY",169,"Sysco Corporation",0.125254,629,"SYSCO CORP",10247,96021,"871829107",1990
