"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"86","EA",202,"Electronic Arts Inc.",0.105127,9745,"ELECTRONIC ARTS INC",16721,712515,"285512109",1991
"87","ECL",177,"Ecolab Inc.",0.118586,6479,"ECOLAB INC",4213,31462,"278865100",1991
"88","ED",215,"Consolidated Edison Inc.",0.100125,3680,"CONSOLIDATED EDISON INC",3413,1047862,"209115104",1991
"89","EFX",276,"Equifax Inc.",0.072405,5348,"EQUIFAX INC",4423,33185,"294429105",1991
"90","EIX",270,"Edison International",0.075074,4459,"EDISON INTERNATIONAL",9846,827052,"281020107",1991
"91","EMR",141,"Emerson Electric Co.",0.153509,6672,"EMERSON ELECTRIC CO",4321,32604,"291011104",1991
"92","EOG",118,"EOG Resources Inc.",0.181397,9531,"EOG RESOURCES INC",16478,821189,"26875P101",1991
"93","ES",235,"Eversource Energy",0.089353,7657,"EVERSOURCE ENERGY",7970,72741,"30040W108",1991
"94","ETN",131,"Eaton Corp. Plc",0.168151,7311,"EATON CORP PLC",4199,1551182,"G29183103",1991
"95","ETR",290,"Entergy Corporation",0.067893,3009,"ENTERGY CORP",7366,65984,"29364G103",1991
"96","EVRG",380,"Evergy Inc.",0.044828,6849,"EVERGY INC",6338,1711269,"30034W106",1991
"97","EXC",164,"Exelon Corporation",0.12913,7734,"EXELON CORP",8539,1109357,"30161N101",1991
"98","EXPD",351,"Expeditors International of Washington Inc.",0.050055,5948,"EXPEDITORS INTL WASH INC",4494,746515,"302130109",1991
"99","F",126,"Ford Motor Company",0.172461,6414,"FORD MOTOR CO",4839,37996,"345370860",1991
"100","FAST",246,"Fastenal Company",0.084594,1124,"FASTENAL CO",14225,815556,"311900104",1991
"101","FCX",173,"Freeport-McMoRan Inc.",0.12414,1694,"FREEPORT-MCMORAN INC",14590,831259,"35671D857",1991
"102","FDX",138,"FedEx Corporation",0.161311,7270,"FEDEX CORP",4598,1048911,"31428X106",1991
"103","FE",298,"FirstEnergy Corp.",0.06544,2666,"FIRSTENERGY CORP",8099,1031296,"337932107",1991
"104","FISV",122,"Fiserv Inc.",0.179225,2693,"FISERV INC",12635,798354,"337738108",1991
"105","FITB",294,"Fifth Third Bancorp",0.066464,991,"FIFTH THIRD BANCORP",4640,35527,"316773100",1991
"106","FMC",410,"FMC Corporation",0.039392,2545,"FMC CORP",4510,37785,"302491303",1991
"107","FRC",253,"First Republic Bank",0.082342,8274,"FIRST REPUBLIC BANK",14275,1132979,"33616C100",1991
"108","FRT",489,"Federal Realty Investment Trust",0.021021,9392,"FEDERAL REALTY INVESTMENT TR",4605,34903,"313745101",1991
"109","GD",143,"General Dynamics Corporation",0.151029,5418,"GENERAL DYNAMICS CORP",5046,40533,"369550108",1991
"110","GE",90,"General Electric Company",0.236434,7348,"GENERAL ELECTRIC CO",5047,40545,"369604301",1991
"111","GILD",99,"Gilead Sciences Inc.",0.216021,3997,"GILEAD SCIENCES INC",24856,882095,"375558103",1991
"112","GIS",161,"General Mills Inc.",0.132215,9316,"GENERAL MILLS INC",5071,40704,"370334104",1991
"113","GL",466,"Globe Life Inc.",0.026392,6449,"GLOBE LIFE INC",10614,320335,"37959E102",1991
"114","GLW",261,"Corning Inc",0.079607,9994,"CORNING INC",3532,24741,"219350105",1991
"115","GM",142,"General Motors Company",0.152773,4473,"GENERAL MOTORS CO",5073,1467858,"37045V100",1991
"116","GPC",309,"Genuine Parts Company",0.062227,3701,"GENUINE PARTS CO",5125,40987,"372460105",1991
"117","GWW",288,"W.W. Grainger Inc.",0.068202,9748,"GRAINGER (W W) INC",5256,277135,"384802104",1991
"118","HAL",272,"Halliburton Company",0.074327,4676,"HALLIBURTON CO",5439,45012,"406216101",1991
"119","HAS",452,"Hasbro Inc.",0.029115,793,"HASBRO INC",5518,46080,"418056107",1991
"120","HBAN",339,"Huntington Bancshares Incorporated",0.055151,3332,"HUNTINGTON BANCSHARES",5786,49196,"446150104",1991
"121","HCA",154,"HCA Healthcare Inc",0.139547,6626,"HCA HEALTHCARE INC",22260,860730,"40412C101",1991
"122","HD",17,"Home Depot Inc.",0.901187,1583,"HOME DEPOT INC",5680,354950,"437076102",1991
"123","HES",239,"Hess Corporation",0.08806,192,"HESS CORP",1380,4447,"42809H107",1991
"124","HLT",205,"Hilton Worldwide Holdings Inc",0.103346,127,"HILTON WORLDWIDE HOLDINGS",5643,1585689,"43300A203",1991
"125","HOLX",347,"Hologic Inc.",0.052121,3467,"HOLOGIC INC",20904,859737,"436440101",1991
"126","HON",55,"Honeywell International Inc.",0.373367,9471,"HONEYWELL INTERNATIONAL INC",1300,773840,"438516106",1991
"127","HPQ",216,"HP Inc.",0.100019,3669,"HP INC",5606,47217,"40434L105",1991
"128","HRL",408,"Hormel Foods Corporation",0.040271,490,"HORMEL FOODS CORP",5709,48465,"440452100",1991
"129","HST",428,"Host Hotels & Resorts Inc.",0.035419,5803,"HOST HOTELS & RESORTS INC",7063,1070750,"44107P104",1991
"130","HSY",222,"Hershey Company",0.095997,4905,"HERSHEY CO",5597,47111,"427866108",1991
"131","IBM",64,"International Business Machines Corporation",0.343829,1698,"INTL BUSINESS MACHINES CORP",6066,51143,"459200101",1991
"132","IDXX",221,"IDEXX Laboratories Inc.",0.097813,4579,"IDEXX LABS INC",24197,874716,"45168D104",1991
"133","IEX",377,"IDEX Corporation",0.045239,8857,"IDEX CORP",15267,832101,"45167R104",1991
"134","IFF",230,"International Flavors & Fragrances Inc.",0.091285,5615,"INTL FLAVORS & FRAGRANCES",6078,51253,"459506101",1991
"135","INTC",48,"Intel Corporation",0.427029,9095,"INTEL CORP",6008,50863,"458140100",1991
"136","IP",376,"International Paper Company",0.04551,5455,"INTL PAPER CO",6104,51434,"460146103",1991
"137","IPG",442,"Interpublic Group of Companies Inc.",0.033333,8899,"INTERPUBLIC GROUP OF COS",6136,51644,"460690100",1991
"138","IT",283,"Gartner Inc.",0.068864,2932,"GARTNER INC",12441,749251,"366651107",1991
"139","ITW",130,"Illinois Tool Works Inc.",0.169278,7058,"ILLINOIS TOOL WORKS",5878,49826,"452308109",1991
"140","J",362,"Jacobs Engineering Group Inc.",0.047962,3266,"JACOBS SOLUTIONS INC",6216,52988,"46982L108",1991
"141","JBHT",387,"J.B. Hunt Transport Services Inc.",0.043307,1086,"HUNT (JB) TRANSPRT SVCS INC",5783,728535,"445658107",1991
"142","JCI",193,"Johnson Controls International plc",0.109262,3454,"JOHNSON CONTROLS INTL PLC",6268,833444,"G51502105",1991
"143","JKHY",385,"Jack Henry & Associates Inc.",0.043737,1812,"HENRY (JACK) & ASSOCIATES",11811,779152,"426281101",1991
"144","JNJ",10,"Johnson & Johnson",1.319622,3232,"JOHNSON & JOHNSON",6266,200406,"478160104",1991
"145","JPM",15,"JPMorgan Chase & Co.",0.957648,2855,"JPMORGAN CHASE & CO",2968,19617,"46625H100",1991
"146","K",343,"Kellogg Company",0.054068,1754,"KELLOGG CO",6375,55067,"487836108",1991
"147","KEY",361,"KeyCorp",0.048299,1288,"KEYCORP",9783,91576,"493267108",1991
"148","KHC",268,"Kraft Heinz Company",0.075809,5975,"KRAFT HEINZ CO",5568,1637459,"500754106",1991
"149","KIM",415,"Kimco Realty Corporation",0.038114,1911,"KIMCO REALTY CORP",24731,879101,"49446R109",1991
"150","KLAC",133,"KLA Corporation",0.167241,9859,"KLA CORP",6304,319201,"482480100",1991
"151","KMB",165,"Kimberly-Clark Corporation",0.129068,4279,"KIMBERLY-CLARK CORP",6435,55785,"494368103",1991
"152","KMI",214,"Kinder Morgan Inc Class P",0.100143,5346,"KINDER MORGAN INC",6310,1506307,"49456B101",1991
"153","KO",21,"Coca-Cola Company",0.720086,4401,"COCA-COLA CO",3144,21344,"191216100",1991
"154","KR",237,"Kroger Co.",0.089004,5690,"KROGER CO",6502,56873,"501044101",1991
"155","L",445,"Loews Corporation",0.031381,382,"LOEWS CORP",6781,60086,"540424108",1991
"156","LEN",312,"Lennar Corporation Class A",0.062002,4910,"LENNAR CORP",6669,920760,"526057104",1991
"157","LH",289,"Laboratory Corporation of America Holdings",0.067995,4385,"LABORATORY CP OF AMER HLDGS",14960,920148,"50540R409",1991
"158","LHX",157,"L3Harris Technologies Inc",0.136467,6520,"L3HARRIS TECHNOLOGIES INC",5492,202058,"502431109",1991
"159","LIN",47,"Linde plc",0.434437,7792,"LINDE PLC",25124,1707925,"G5494J103",1991
"160","LLY",20,"Eli Lilly and Company",0.732339,1896,"LILLY (ELI) & CO",6730,59478,"532457108",1991
"161","LMT",70,"Lockheed Martin Corporation",0.294508,2031,"LOCKHEED MARTIN CORP",6774,936468,"539830109",1991
"162","LNC",475,"Lincoln National Corporation",0.024632,3311,"LINCOLN NATIONAL CORP",6742,59558,"534187109",1991
"163","LNT",383,"Alliant Energy Corp",0.043826,7620,"ALLIANT ENERGY CORP",11554,352541,"018802108",1991
"164","LOW",60,"Lowe's Companies Inc.",0.360358,9188,"LOWE'S COS INC",6829,60667,"548661107",1991
"165","LRCX",105,"Lam Research Corporation",0.202819,9833,"LAM RESEARCH CORP",6565,707549,"512807108",1991
"166","LUMN",457,"Lumen Technologies Inc.",0.028635,5567,"LUMEN TECHNOLOGIES INC",2884,18926,"550241103",1991
"167","LUV",301,"Southwest Airlines Co.",0.064135,4839,"SOUTHWEST AIRLINES",9882,92380,"844741108",1991
"168","MAS",421,"Masco Corporation",0.03695,4436,"MASCO CORP",7085,62996,"574599106",1991
"169","MCD",30,"McDonald's Corporation",0.559893,4058,"MCDONALD'S CORP",7154,63908,"580135101",1991
"170","MCHP",189,"Microchip Technology Incorporated",0.110956,2419,"MICROCHIP TECHNOLOGY INC",27965,827054,"595017104",1991
"171","MCK",153,"McKesson Corporation",0.141267,9412,"MCKESSON CORP",7171,927653,"58155Q103",1991
"172","MDT",59,"Medtronic Plc",0.362127,1880,"MEDTRONIC PLC",7228,1613103,"G5960L103",1991
"173","MGM",438,"MGM Resorts International",0.033905,1130,"MGM RESORTS INTERNATIONAL",14418,789570,"552953101",1991
"174","MHK",492,"Mohawk Industries Inc.",0.017922,2798,"MOHAWK INDUSTRIES INC",25119,851968,"608190104",1991
"175","MKC",302,"McCormick & Company Incorporated",0.063432,5868,"MCCORMICK & CO INC",7146,63754,"579780206",1991
"176","MMC",91,"Marsh & McLennan Companies Inc.",0.236324,7879,"MARSH & MCLENNAN COS",7065,62709,"571748102",1991
"177","MMM",92,"3M Company",0.234163,387,"3M CO",7435,66740,"88579Y101",1991
"178","MNST",201,"Monster Beverage Corporation",0.105291,7623,"MONSTER BEVERAGE CORP",24316,865752,"61174X109",1991
"179","MO",94,"Altria Group Inc",0.231131,3583,"ALTRIA GROUP INC",8543,764180,"02209S103",1991
"180","MRK",27,"Merck & Co. Inc.",0.642522,3410,"MERCK & CO",7257,310158,"58933Y105",1991
"181","MRO",357,"Marathon Oil Corporation",0.049012,8236,"MARATHON OIL CORP",7017,101778,"565849106",1991
"182","MS",65,"Morgan Stanley",0.339006,9135,"MORGAN STANLEY",12124,895421,"617446448",1991
"183","MSFT",2,"Microsoft Corporation",5.960905,2085,"MICROSOFT CORP",12141,789019,"594918104",1991
"184","MSI",184,"Motorola Solutions Inc.",0.115887,1450,"MOTOROLA SOLUTIONS INC",7585,68505,"620076307",1991
"185","MTB",234,"M&T Bank Corporation",0.089792,5779,"M & T BANK CORP",4699,36270,"55261F104",1991
"186","MU",107,"Micron Technology Inc.",0.201692,8326,"MICRON TECHNOLOGY INC",7343,723125,"595112103",1991
"187","NDSN",426,"Nordson Corporation",0.035719,8502,"NORDSON CORP",7921,72331,"655663102",1991
"188","NEE",40,"NextEra Energy Inc.",0.488086,5766,"NEXTERA ENERGY INC",4517,753308,"65339F101",1991
"189","NEM",206,"Newmont Corporation",0.103273,5916,"NEWMONT CORP",7881,1164727,"651639106",1991
"190","NI",427,"NiSource Inc",0.035423,8458,"NISOURCE INC",7974,1111711,"65473P105",1991
"191","NKE",49,"NIKE Inc. Class B",0.412639,177,"NIKE INC  -CL B",7906,320187,"654106103",1991
"192","NLOK",399,"NortonLifeLock Inc.",0.041499,2591,"NORTONLIFELOCK INC",15855,849399,"668771108",1991
"193","NOC",103,"Northrop Grumman Corp.",0.204169,1614,"NORTHROP GRUMMAN CORP",7985,1133421,"666807102",1991
"194","NSC",127,"Norfolk Southern Corporation",0.172021,4528,"NORFOLK SOUTHERN CORP",7923,702165,"655844108",1991
"195","NTRS",324,"Northern Trust Corporation",0.059124,5400,"NORTHERN TRUST CORP",7982,73124,"665859104",1991
"196","NUE",210,"Nucor Corporation",0.101963,8578,"NUCOR CORP",8030,73309,"670346105",1991
"197","NVR",416,"NVR Inc.",0.038022,6832,"NVR INC",12459,906163,"62944T105",1991
"198","NWL",485,"Newell Brands Inc",0.021733,521,"NEWELL BRANDS INC",7875,814453,"651229106",1991
"199","ODFL",262,"Old Dominion Freight Line Inc.",0.079529,9583,"OLD DOMINION FREIGHT",24617,878927,"679580100",1991
"200","OKE",269,"ONEOK Inc.",0.075529,4301,"ONEOK INC",8151,1039684,"682680103",1991
"201","OMC",396,"Omnicom Group Inc",0.041812,5491,"OMNICOM GROUP INC",4066,29989,"681919106",1991
"202","ORCL",63,"Oracle Corporation",0.347945,626,"ORACLE CORP",12142,1341439,"68389X105",1991
"203","OXY",132,"Occidental Petroleum Corporation",0.16799,2166,"OCCIDENTAL PETROLEUM CORP",8068,797468,"674599105",1991
"204","PARA",389,"Paramount Global Class B",0.042712,3904,"PARAMOUNT GLOBAL",13714,813828,"92556H206",1991
"205","PAYX",180,"Paychex Inc.",0.116589,4342,"PAYCHEX INC",8402,723531,"704326107",1991
"206","PCAR",233,"PACCAR Inc",0.090275,1492,"PACCAR INC",8253,75362,"693718108",1991
"207","PEAK",391,"Healthpeak Properties Inc.",0.042391,6436,"HEALTHPEAK PROPERTIES INC",13125,765880,"42250P103",1991
"208","PEG",226,"Public Service Enterprise Group Inc",0.094943,8530,"PUBLIC SERVICE ENTRP GRP INC",8810,788784,"744573106",1991
"209","PEP",23,"PepsiCo Inc.",0.70371,8077,"PEPSICO INC",8479,77476,"713448108",1991
"210","PFE",19,"Pfizer Inc.",0.808569,9385,"PFIZER INC",8530,78003,"717081103",1991
"211","PG",13,"Procter & Gamble Company",0.987723,7567,"PROCTER & GAMBLE CO",8762,80424,"742718109",1991
"212","PGR",112,"Progressive Corporation",0.191992,2546,"PROGRESSIVE CORP-OHIO",13341,80661,"743315103",1991
"213","PH",199,"Parker-Hannifin Corporation",0.106218,8564,"PARKER-HANNIFIN CORP",8358,76334,"701094104",1991
"214","PHM",454,"PulteGroup Inc.",0.028739,3349,"PULTEGROUP INC",8823,822416,"745867101",1991
"215","PKI",334,"PerkinElmer Inc.",0.056163,5428,"PERKINELMER INC",4145,31791,"714046109",1991
"216","PNC",109,"PNC Financial Services Group Inc.",0.195884,5002,"PNC FINANCIAL SVCS GROUP INC",8245,713676,"693475105",1991
"217","PNR",482,"Pentair plc",0.022972,9693,"PENTAIR PLC",8463,77360,"G7S00T104",1991
"218","PNW",477,"Pinnacle West Capital Corporation",0.024121,6998,"PINNACLE WEST CAPITAL CORP",1075,764622,"723484101",1991
"219","PPG",242,"PPG Industries Inc.",0.086615,9169,"PPG INDUSTRIES INC",8247,79879,"693506107",1991
"220","PPL",305,"PPL Corporation",0.063159,8935,"PPL CORP",8455,922224,"69351T106",1991
"221","PSA",152,"Public Storage",0.142146,5752,"PUBLIC STORAGE",10096,1393311,"74460D109",1991
"222","PTC",422,"PTC Inc.",0.036803,4146,"PTC INC",18699,857005,"69370C100",1991
"223","PVH",501,"PVH Corp.",0.012641,8685,"PVH CORP",8551,78239,"693656100",1991
"224","PXD",146,"Pioneer Natural Resources Company",0.148998,2528,"PIONEER NATURAL RESOURCES CO",14359,1038357,"723787107",1991
"225","QCOM",41,"Qualcomm Incorporated",0.477571,4050,"QUALCOMM INC",24800,804328,"747525103",1991
"226","REGN",121,"Regeneron Pharmaceuticals Inc.",0.180124,1029,"REGENERON PHARMACEUTICALS",23812,872589,"75886F107",1991
"227","RF",331,"Regions Financial Corporation",0.057069,4106,"REGIONS FINANCIAL CORP",4674,1281761,"7591EP100",1991
"228","RHI",472,"Robert Half International Inc.",0.024996,1111,"ROBERT HALF INTL INC",2312,315213,"770323103",1991
"229","RJF",338,"Raymond James Financial Inc.",0.055254,291,"RAYMOND JAMES FINANCIAL INC",8898,720005,"754730109",1991
"230","ROK",250,"Rockwell Automation Inc.",0.082986,2286,"ROCKWELL AUTOMATION",9203,1024478,"773903109",1991
"231","ROL",474,"Rollins Inc.",0.024756,1202,"ROLLINS INC",9225,84839,"775711104",1991
"232","ROP",163,"Roper Technologies Inc.",0.130923,2204,"ROPER TECHNOLOGIES INC",24925,882835,"776696106",1991
"233","ROST",256,"Ross Stores Inc.",0.081948,8967,"ROSS STORES INC",9248,745732,"778296103",1991
"234","RTX",52,"Raytheon Technologies Corporation",0.404775,2052,"RAYTHEON TECHNOLOGIES CORP",10983,101829,"75513E101",1991
"235","SBUX",75,"Starbucks Corporation",0.27852,7742,"STARBUCKS CORP",25434,829224,"855244109",1991
"236","SCHW",69,"Charles Schwab Corp",0.295455,509,"SCHWAB (CHARLES) CORP",13988,316709,"808513105",1991
"237","SEE",476,"Sealed Air Corporation",0.024282,8582,"SEALED AIR CORP",9555,1012100,"81211K100",1991
"238","SHW",129,"Sherwin-Williams Company",0.169462,8961,"SHERWIN-WILLIAMS CO",9667,89800,"824348106",1991
"239","SIVB",292,"SVB Financial Group",0.067576,6255,"SVB FINANCIAL GROUP",17120,719739,"78486Q101",1991
"240","SJM",395,"J.M. Smucker Company",0.041827,8602,"SMUCKER (JM) CO",9777,91419,"832696405",1991
"241","SLB",144,"Schlumberger NV",0.150401,5398,"SCHLUMBERGER LTD",9465,87347,"806857108",1991
"242","SNA",434,"Snap-on Incorporated",0.034453,9942,"SNAP-ON INC",9778,91440,"833034101",1991
