"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"21","AMD",44,"Advanced Micro Devices Inc.",0.466626,995,"ADVANCED MICRO DEVICES",1161,2488,"007903107",1993
"22","AME",249,"AMETEK Inc.",0.083157,8334,"AMETEK INC",1598,1037868,"031100100",1993
"23","AMGN",54,"Amgen Inc.",0.37787,7621,"AMGEN INC",1602,318154,"031162100",1993
"24","AON",125,"Aon Plc Class A",0.172616,11337,"AON PLC",3221,315293,"G0403H108",1993
"25","AOS",481,"A. O. Smith Corporation",0.023217,2246,"SMITH (A.O.)",9771,91142,"831865209",1993
"26","APA",430,"APA Corp.",0.035244,5500,"APA CORP",1678,1841666,"03743Q108",1993
"27","APD",140,"Air Products and Chemicals Inc.",0.157014,11427,"AIR PRODUCTS & CHEMICALS INC",1209,2969,"009158106",1993
"28","APH",162,"Amphenol Corporation Class A",0.131769,1030,"AMPHENOL CORP",14282,820313,"032095101",1993
"29","ATO",359,"Atmos Energy Corporation",0.048421,6900,"ATMOS ENERGY CORP",4383,731802,"049560105",1993
"30","AVB",254,"AvalonBay Communities Inc.",0.0823,8002,"AVALONBAY COMMUNITIES INC",29875,915912,"053484101",1993
"31","AVY",375,"Avery Dennison Corporation",0.045512,5503,"AVERY DENNISON CORP",1913,8818,"053611109",1993
"32","AXP",80,"American Express Company",0.268189,10504,"AMERICAN EXPRESS CO",1447,4962,"025816109",1993
"33","AZO",174,"AutoZone Inc.",0.123963,3163,"AUTOZONE INC",23809,866787,"053332102",1993
"34","BA",82,"Boeing Company",0.263344,5985,"BOEING CO",2285,12927,"097023105",1993
"35","BAC",25,"Bank of America Corp",0.67934,3656,"BANK OF AMERICA CORP",7647,70858,"060505104",1993
"36","BALL",291,"Ball Corporation",0.067598,10146,"BALL CORP",1988,9389,"058498106",1993
"37","BAX",244,"Baxter International Inc.",0.08598,9652,"BAXTER INTERNATIONAL INC",2086,10456,"071813109",1993
"38","BBWI",469,"Bath & Body Works Inc.",0.025604,10163,"BATH & BODY WORKS INC",6733,701985,"070830104",1993
"39","BBY",384,"Best Buy Co. Inc.",0.043809,10171,"BEST BUY CO INC",2184,764478,"086516101",1993
"40","BDX",108,"Becton Dickinson and Company",0.200145,6347,"BECTON DICKINSON & CO",2111,10795,"075887109",1993
"41","BEN",486,"Franklin Resources Inc.",0.02168,8086,"FRANKLIN RESOURCES INC",4885,38777,"354613101",1993
"42","BF.B",412,"Brown-Forman Corporation Class B",0.039142,11196,"BROWN FORMAN CORP",2435,14693,"115637209",1993
"43","BIIB",238,"Biogen Inc.",0.088644,3990,"BIOGEN INC",24468,875045,"09062X103",1993
"44","BIO",437,"Bio-Rad Laboratories Inc. Class A",0.033925,8538,"BIO-RAD LABORATORIES INC",2220,12208,"090572207",1993
"45","BK",229,"Bank of New York Mellon Corp",0.091899,4203,"BANK OF NEW YORK MELLON CORP",2019,1390777,"064058100",1993
"46","BMY",45,"Bristol-Myers Squibb Company",0.452471,2876,"BRISTOL-MYERS SQUIBB CO",2403,14272,"110122108",1993
"47","BRK.B",7,"Berkshire Hathaway Inc. Class B",1.532969,906,"BERKSHIRE HATHAWAY",2176,1067983,"084670702",1993
"48","BRO",392,"Brown & Brown Inc.",0.042346,4597,"BROWN & BROWN INC",15417,79282,"115236101",1993
"49","BSX",128,"Boston Scientific Corporation",0.17189,5995,"BOSTON SCIENTIFIC CORP",25279,885725,"101137107",1993
"50","BWA",462,"BorgWarner Inc.",0.026752,7115,"BORGWARNER INC",28742,908255,"099724106",1993
"51","C",72,"Citigroup Inc.",0.285813,2719,"CITIGROUP INC",3243,831001,"172967424",1993
"52","CAG",365,"Conagra Brands Inc.",0.047221,2208,"CONAGRA BRANDS INC",3362,23217,"205887102",1993
"53","CAH",360,"Cardinal Health Inc.",0.048346,6431,"CARDINAL HEALTH INC",2751,721371,"14149Y108",1993
"54","CAT",74,"Caterpillar Inc.",0.283866,11160,"CATERPILLAR INC",2817,18230,"149123101",1993
"55","CB",96,"Chubb Limited",0.226527,2974,"CHUBB LTD",28034,896159,"H1467J104",1993
"56","CCL",465,"Carnival Corporation",0.026447,4321,"CARNIVAL CORPORATION & PLC",13498,815097,"143658300",1993
"57","CDNS",150,"Cadence Design Systems Inc.",0.14629,49,"CADENCE DESIGN SYSTEMS INC",13421,813672,"127387108",1993
"58","CDW",279,"CDW Corp.",0.070622,11458,"CDW CORP",28320,1402057,"12514G108",1993
"59","CHD",314,"Church & Dwight Co. Inc.",0.061337,4495,"CHURCH & DWIGHT INC",3026,313927,"171340102",1993
"60","CI",85,"Cigna Corporation",0.249772,6520,"CIGNA CORP",2547,1739940,"125523100",1993
"61","CINF",404,"Cincinnati Financial Corporation",0.040869,6863,"CINCINNATI FINANCIAL CORP",14824,20286,"172062101",1993
"62","CL",110,"Colgate-Palmolive Company",0.195103,7773,"COLGATE-PALMOLIVE CO",3170,21665,"194162103",1993
"63","CLX",350,"Clorox Company",0.050881,8922,"CLOROX CO/DE",3121,21076,"189054109",1993
"64","CMA",450,"Comerica Incorporated",0.029365,10874,"COMERICA INC",3231,28412,"200340107",1993
"65","CMCSA",39,"Comcast Corporation Class A",0.488528,2841,"COMCAST CORP",3226,1166691,"20030N101",1993
"66","CMI",232,"Cummins Inc.",0.090485,562,"CUMMINS INC",3650,26172,"231021106",1993
"67","CMS",328,"CMS Energy Corporation",0.057698,1170,"CMS ENERGY CORP",3439,811156,"125896100",1993
"68","CNP",330,"CenterPoint Energy Inc.",0.057561,2982,"CENTERPOINT ENERGY INC",5742,1130310,"15189T107",1993
"69","COF",176,"Capital One Financial Corp",0.121903,9589,"CAPITAL ONE FINANCIAL CORP",30990,927628,"14040H105",1993
"70","COO",372,"Cooper Companies Inc.",0.046084,9739,"COOPER COS INC (THE)",3504,711404,"216648402",1993
"71","COP",62,"ConocoPhillips",0.355275,8476,"CONOCOPHILLIPS",8549,1163165,"20825C104",1993
"72","COST",24,"Costco Wholesale Corporation",0.698561,1516,"COSTCO WHOLESALE CORP",29028,909832,"22160K105",1993
"73","CPB",453,"Campbell Soup Company",0.028985,7290,"CAMPBELL SOUP CO",2663,16732,"134429109",1993
"74","CPRT",263,"Copart Inc.",0.07889,10714,"COPART INC",29901,900075,"217204106",1993
"75","CPT",393,"Camden Property Trust",0.042344,9483,"CAMDEN PROPERTY TRUST",28629,906345,"133131102",1993
"76","CSCO",35,"Cisco Systems Inc.",0.541178,7707,"CISCO SYSTEMS INC",20779,858877,"17275R102",1993
"77","CSX",106,"CSX Corporation",0.202725,8030,"CSX CORP",2574,277948,"126408103",1993
"78","CTAS",195,"Cintas Corporation",0.107858,4561,"CINTAS CORP",3062,723254,"172908105",1993
"79","CTRA",285,"Coterra Energy Inc.",0.068768,7136,"COTERRA ENERGY INC",20548,858470,"127097103",1993
"80","CVS",58,"CVS Health Corporation",0.362286,6359,"CVS HEALTH CORP",7241,64803,"126650100",1993
"81","CVX",16,"Chevron Corporation",0.906813,976,"CHEVRON CORP",2991,93410,"166764100",1993
"82","D",111,"Dominion Energy Inc",0.192481,6457,"DOMINION ENERGY INC",4029,715957,"25746U109",1993
"83","DAL",326,"Delta Air Lines Inc.",0.05867,8659,"DELTA AIR LINES INC",3851,27904,"247361702",1993
"84","DD",241,"DuPont de Nemours Inc.",0.08733,5799,"DUPONT DE NEMOURS INC",4060,1666700,"26614N102",1993
"85","DE",78,"Deere & Company",0.270299,289,"DEERE & CO",3835,315189,"244199105",1993
"86","DG",134,"Dollar General Corporation",0.16629,3771,"DOLLAR GENERAL CORP",4016,29534,"256677105",1993
"87","DHI",280,"D.R. Horton Inc.",0.069666,7343,"D R HORTON INC",25340,882184,"23331A109",1993
"88","DHR",37,"Danaher Corporation",0.535857,3183,"DANAHER CORP",3735,313616,"235851102",1993
"89","DIS",32,"Walt Disney Company",0.553138,10868,"DISNEY (WALT) CO",3980,1744489,"254687106",1993
"90","DOV",341,"Dover Corporation",0.054385,10180,"DOVER CORP",4058,29905,"260003108",1993
"91","DRE",293,"Duke Realty Corporation",0.067291,7821,"DUKE REALTY CORP",13510,783280,"264411505",1993
"92","DRI",370,"Darden Restaurants Inc.",0.046352,2584,"DARDEN RESTAURANTS INC",31846,940944,"237194105",1993
"93","DTE",275,"DTE Energy Company",0.072536,149,"DTE ENERGY CO",3897,936340,"233331107",1993
"94","DUK",87,"Duke Energy Corporation",0.244759,4076,"DUKE ENERGY CORP",4093,1326160,"26441C204",1993
"95","DVN",194,"Devon Energy Corporation",0.107926,8814,"DEVON ENERGY CORP",14934,1090012,"25179M103",1993
"96","DXC",484,"DXC Technology Co.",0.022349,9902,"DXC TECHNOLOGY CO",3336,1688568,"23355L106",1993
"97","EA",202,"Electronic Arts Inc.",0.105127,7778,"ELECTRONIC ARTS INC",16721,712515,"285512109",1993
"98","ECL",177,"Ecolab Inc.",0.118586,10025,"ECOLAB INC",4213,31462,"278865100",1993
"99","ED",215,"Consolidated Edison Inc.",0.100125,8130,"CONSOLIDATED EDISON INC",3413,1047862,"209115104",1993
"100","EFX",276,"Equifax Inc.",0.072405,1180,"EQUIFAX INC",4423,33185,"294429105",1993
"101","EIX",270,"Edison International",0.075074,4967,"EDISON INTERNATIONAL",9846,827052,"281020107",1993
"102","EMN",433,"Eastman Chemical Company",0.034784,4362,"EASTMAN CHEMICAL CO",29392,915389,"277432100",1993
"103","EMR",141,"Emerson Electric Co.",0.153509,2206,"EMERSON ELECTRIC CO",4321,32604,"291011104",1993
"104","EOG",118,"EOG Resources Inc.",0.181397,7526,"EOG RESOURCES INC",16478,821189,"26875P101",1993
"105","EQR",273,"Equity Residential",0.074152,2806,"EQUITY RESIDENTIAL",28733,906107,"29476L107",1993
"106","ES",235,"Eversource Energy",0.089353,2014,"EVERSOURCE ENERGY",7970,72741,"30040W108",1993
"107","ESS",348,"Essex Property Trust Inc.",0.051865,10832,"ESSEX PROPERTY TRUST",30293,920522,"297178105",1993
"108","ETN",131,"Eaton Corp. Plc",0.168151,1079,"EATON CORP PLC",4199,1551182,"G29183103",1993
"109","ETR",290,"Entergy Corporation",0.067893,3688,"ENTERGY CORP",7366,65984,"29364G103",1993
"110","EVRG",380,"Evergy Inc.",0.044828,11297,"EVERGY INC",6338,1711269,"30034W106",1993
"111","EXC",164,"Exelon Corporation",0.12913,2168,"EXELON CORP",8539,1109357,"30161N101",1993
"112","EXPD",351,"Expeditors International of Washington Inc.",0.050055,6603,"EXPEDITORS INTL WASH INC",4494,746515,"302130109",1993
"113","F",126,"Ford Motor Company",0.172461,8614,"FORD MOTOR CO",4839,37996,"345370860",1993
"114","FAST",246,"Fastenal Company",0.084594,3775,"FASTENAL CO",14225,815556,"311900104",1993
"115","FCX",173,"Freeport-McMoRan Inc.",0.12414,3287,"FREEPORT-MCMORAN INC",14590,831259,"35671D857",1993
"116","FDX",138,"FedEx Corporation",0.161311,7798,"FEDEX CORP",4598,1048911,"31428X106",1993
"117","FE",298,"FirstEnergy Corp.",0.06544,7173,"FIRSTENERGY CORP",8099,1031296,"337932107",1993
"118","FISV",122,"Fiserv Inc.",0.179225,9995,"FISERV INC",12635,798354,"337738108",1993
"119","FITB",294,"Fifth Third Bancorp",0.066464,5307,"FIFTH THIRD BANCORP",4640,35527,"316773100",1993
"120","FMC",410,"FMC Corporation",0.039392,2415,"FMC CORP",4510,37785,"302491303",1993
"121","FRC",253,"First Republic Bank",0.082342,1263,"FIRST REPUBLIC BANK",14275,1132979,"33616C100",1993
"122","FRT",489,"Federal Realty Investment Trust",0.021021,2901,"FEDERAL REALTY INVESTMENT TR",4605,34903,"313745101",1993
"123","GD",143,"General Dynamics Corporation",0.151029,3905,"GENERAL DYNAMICS CORP",5046,40533,"369550108",1993
"124","GE",90,"General Electric Company",0.236434,6825,"GENERAL ELECTRIC CO",5047,40545,"369604301",1993
"125","GILD",99,"Gilead Sciences Inc.",0.216021,10724,"GILEAD SCIENCES INC",24856,882095,"375558103",1993
"126","GIS",161,"General Mills Inc.",0.132215,8595,"GENERAL MILLS INC",5071,40704,"370334104",1993
"127","GL",466,"Globe Life Inc.",0.026392,7560,"GLOBE LIFE INC",10614,320335,"37959E102",1993
"128","GLW",261,"Corning Inc",0.079607,1614,"CORNING INC",3532,24741,"219350105",1993
"129","GM",142,"General Motors Company",0.152773,3986,"GENERAL MOTORS CO",5073,1467858,"37045V100",1993
"130","GPC",309,"Genuine Parts Company",0.062227,8167,"GENUINE PARTS CO",5125,40987,"372460105",1993
"131","GWW",288,"W.W. Grainger Inc.",0.068202,5863,"GRAINGER (W W) INC",5256,277135,"384802104",1993
"132","HAL",272,"Halliburton Company",0.074327,1301,"HALLIBURTON CO",5439,45012,"406216101",1993
"133","HAS",452,"Hasbro Inc.",0.029115,635,"HASBRO INC",5518,46080,"418056107",1993
"134","HBAN",339,"Huntington Bancshares Incorporated",0.055151,1680,"HUNTINGTON BANCSHARES",5786,49196,"446150104",1993
"135","HCA",154,"HCA Healthcare Inc",0.139547,2856,"HCA HEALTHCARE INC",22260,860730,"40412C101",1993
"136","HD",17,"Home Depot Inc.",0.901187,6073,"HOME DEPOT INC",5680,354950,"437076102",1993
"137","HES",239,"Hess Corporation",0.08806,10640,"HESS CORP",1380,4447,"42809H107",1993
"138","HLT",205,"Hilton Worldwide Holdings Inc",0.103346,8598,"HILTON WORLDWIDE HOLDINGS",5643,1585689,"43300A203",1993
"139","HOLX",347,"Hologic Inc.",0.052121,5961,"HOLOGIC INC",20904,859737,"436440101",1993
"140","HON",55,"Honeywell International Inc.",0.373367,1284,"HONEYWELL INTERNATIONAL INC",1300,773840,"438516106",1993
"141","HPQ",216,"HP Inc.",0.100019,5380,"HP INC",5606,47217,"40434L105",1993
"142","HRL",408,"Hormel Foods Corporation",0.040271,2177,"HORMEL FOODS CORP",5709,48465,"440452100",1993
"143","HST",428,"Host Hotels & Resorts Inc.",0.035419,3452,"HOST HOTELS & RESORTS INC",7063,1070750,"44107P104",1993
"144","HSY",222,"Hershey Company",0.095997,9478,"HERSHEY CO",5597,47111,"427866108",1993
"145","HUM",124,"Humana Inc.",0.175478,3855,"HUMANA INC",27914,49071,"444859102",1993
"146","IBM",64,"International Business Machines Corporation",0.343829,10100,"INTL BUSINESS MACHINES CORP",6066,51143,"459200101",1993
"147","IDXX",221,"IDEXX Laboratories Inc.",0.097813,4813,"IDEXX LABS INC",24197,874716,"45168D104",1993
"148","IEX",377,"IDEX Corporation",0.045239,4073,"IDEX CORP",15267,832101,"45167R104",1993
"149","IFF",230,"International Flavors & Fragrances Inc.",0.091285,600,"INTL FLAVORS & FRAGRANCES",6078,51253,"459506101",1993
"150","INCY",411,"Incyte Corporation",0.039366,2925,"INCYTE CORP",29127,879169,"45337C102",1993
"151","INTC",48,"Intel Corporation",0.427029,10619,"INTEL CORP",6008,50863,"458140100",1993
"152","INTU",57,"Intuit Inc.",0.3661,1292,"INTUIT INC",27928,896878,"461202103",1993
"153","IP",376,"International Paper Company",0.04551,8967,"INTL PAPER CO",6104,51434,"460146103",1993
"154","IPG",442,"Interpublic Group of Companies Inc.",0.033333,9864,"INTERPUBLIC GROUP OF COS",6136,51644,"460690100",1993
"155","IT",283,"Gartner Inc.",0.068864,10206,"GARTNER INC",12441,749251,"366651107",1993
"156","ITW",130,"Illinois Tool Works Inc.",0.169278,7368,"ILLINOIS TOOL WORKS",5878,49826,"452308109",1993
"157","J",362,"Jacobs Engineering Group Inc.",0.047962,986,"JACOBS SOLUTIONS INC",6216,52988,"46982L108",1993
"158","JBHT",387,"J.B. Hunt Transport Services Inc.",0.043307,520,"HUNT (JB) TRANSPRT SVCS INC",5783,728535,"445658107",1993
"159","JCI",193,"Johnson Controls International plc",0.109262,617,"JOHNSON CONTROLS INTL PLC",6268,833444,"G51502105",1993
"160","JKHY",385,"Jack Henry & Associates Inc.",0.043737,6673,"HENRY (JACK) & ASSOCIATES",11811,779152,"426281101",1993
"161","JNJ",10,"Johnson & Johnson",1.319622,8299,"JOHNSON & JOHNSON",6266,200406,"478160104",1993
"162","JPM",15,"JPMorgan Chase & Co.",0.957648,7266,"JPMORGAN CHASE & CO",2968,19617,"46625H100",1993
"163","K",343,"Kellogg Company",0.054068,5932,"KELLOGG CO",6375,55067,"487836108",1993
"164","KDP",252,"Keurig Dr Pepper Inc.",0.08249,10313,"KEURIG DR PEPPER INC",28877,1418135,"49271V100",1993
"165","KEY",361,"KeyCorp",0.048299,8898,"KEYCORP",9783,91576,"493267108",1993
"166","KHC",268,"Kraft Heinz Company",0.075809,472,"KRAFT HEINZ CO",5568,1637459,"500754106",1993
"167","KIM",415,"Kimco Realty Corporation",0.038114,3567,"KIMCO REALTY CORP",24731,879101,"49446R109",1993
"168","KLAC",133,"KLA Corporation",0.167241,2604,"KLA CORP",6304,319201,"482480100",1993
"169","KMB",165,"Kimberly-Clark Corporation",0.129068,731,"KIMBERLY-CLARK CORP",6435,55785,"494368103",1993
"170","KMI",214,"Kinder Morgan Inc Class P",0.100143,11382,"KINDER MORGAN INC",6310,1506307,"49456B101",1993
"171","KO",21,"Coca-Cola Company",0.720086,10646,"COCA-COLA CO",3144,21344,"191216100",1993
"172","KR",237,"Kroger Co.",0.089004,9153,"KROGER CO",6502,56873,"501044101",1993
"173","L",445,"Loews Corporation",0.031381,2990,"LOEWS CORP",6781,60086,"540424108",1993
"174","LEN",312,"Lennar Corporation Class A",0.062002,10135,"LENNAR CORP",6669,920760,"526057104",1993
"175","LH",289,"Laboratory Corporation of America Holdings",0.067995,9408,"LABORATORY CP OF AMER HLDGS",14960,920148,"50540R409",1993
"176","LHX",157,"L3Harris Technologies Inc",0.136467,8459,"L3HARRIS TECHNOLOGIES INC",5492,202058,"502431109",1993
"177","LIN",47,"Linde plc",0.434437,5175,"LINDE PLC",25124,1707925,"G5494J103",1993
"178","LLY",20,"Eli Lilly and Company",0.732339,597,"LILLY (ELI) & CO",6730,59478,"532457108",1993
"179","LMT",70,"Lockheed Martin Corporation",0.294508,3083,"LOCKHEED MARTIN CORP",6774,936468,"539830109",1993
"180","LNC",475,"Lincoln National Corporation",0.024632,2408,"LINCOLN NATIONAL CORP",6742,59558,"534187109",1993
"181","LNT",383,"Alliant Energy Corp",0.043826,1291,"ALLIANT ENERGY CORP",11554,352541,"018802108",1993
"182","LOW",60,"Lowe's Companies Inc.",0.360358,6226,"LOWE'S COS INC",6829,60667,"548661107",1993
"183","LRCX",105,"Lam Research Corporation",0.202819,8606,"LAM RESEARCH CORP",6565,707549,"512807108",1993
"184","LUMN",457,"Lumen Technologies Inc.",0.028635,5127,"LUMEN TECHNOLOGIES INC",2884,18926,"550241103",1993
"185","LUV",301,"Southwest Airlines Co.",0.064135,3122,"SOUTHWEST AIRLINES",9882,92380,"844741108",1993
"186","MAA",322,"Mid-America Apartment Communities Inc.",0.059399,2015,"MID-AMERICA APT CMNTYS INC",29649,912595,"59522J103",1993
"187","MAR",168,"Marriott International Inc. Class A",0.126177,10183,"MARRIOTT INTL INC",28930,1048286,"571903202",1993
"188","MAS",421,"Masco Corporation",0.03695,3832,"MASCO CORP",7085,62996,"574599106",1993
"189","MCD",30,"McDonald's Corporation",0.559893,2017,"MCDONALD'S CORP",7154,63908,"580135101",1993
"190","MCHP",189,"Microchip Technology Incorporated",0.110956,10218,"MICROCHIP TECHNOLOGY INC",27965,827054,"595017104",1993
"191","MCK",153,"McKesson Corporation",0.141267,5284,"MCKESSON CORP",7171,927653,"58155Q103",1993
"192","MDT",59,"Medtronic Plc",0.362127,4568,"MEDTRONIC PLC",7228,1613103,"G5960L103",1993
"193","MGM",438,"MGM Resorts International",0.033905,4571,"MGM RESORTS INTERNATIONAL",14418,789570,"552953101",1993
"194","MHK",492,"Mohawk Industries Inc.",0.017922,2775,"MOHAWK INDUSTRIES INC",25119,851968,"608190104",1993
"195","MKC",302,"McCormick & Company Incorporated",0.063432,2651,"MCCORMICK & CO INC",7146,63754,"579780206",1993
"196","MLM",304,"Martin Marietta Materials Inc.",0.06336,2520,"MARTIN MARIETTA MATERIALS",29733,916076,"573284106",1993
"197","MMC",91,"Marsh & McLennan Companies Inc.",0.236324,416,"MARSH & MCLENNAN COS",7065,62709,"571748102",1993
"198","MMM",92,"3M Company",0.234163,9788,"3M CO",7435,66740,"88579Y101",1993
"199","MNST",201,"Monster Beverage Corporation",0.105291,5856,"MONSTER BEVERAGE CORP",24316,865752,"61174X109",1993
"200","MO",94,"Altria Group Inc",0.231131,9575,"ALTRIA GROUP INC",8543,764180,"02209S103",1993
"201","MRK",27,"Merck & Co. Inc.",0.642522,5654,"MERCK & CO",7257,310158,"58933Y105",1993
"202","MRO",357,"Marathon Oil Corporation",0.049012,2815,"MARATHON OIL CORP",7017,101778,"565849106",1993
"203","MS",65,"Morgan Stanley",0.339006,5203,"MORGAN STANLEY",12124,895421,"617446448",1993
"204","MSFT",2,"Microsoft Corporation",5.960905,9549,"MICROSOFT CORP",12141,789019,"594918104",1993
"205","MSI",184,"Motorola Solutions Inc.",0.115887,5238,"MOTOROLA SOLUTIONS INC",7585,68505,"620076307",1993
"206","MTB",234,"M&T Bank Corporation",0.089792,3108,"M & T BANK CORP",4699,36270,"55261F104",1993
"207","MTCH",307,"Match Group Inc.",0.062673,4229,"MATCH GROUP INC",26061,891103,"57667L107",1993
"208","MU",107,"Micron Technology Inc.",0.201692,4801,"MICRON TECHNOLOGY INC",7343,723125,"595112103",1993
"209","NDSN",426,"Nordson Corporation",0.035719,11019,"NORDSON CORP",7921,72331,"655663102",1993
"210","NEE",40,"NextEra Energy Inc.",0.488086,2237,"NEXTERA ENERGY INC",4517,753308,"65339F101",1993
"211","NEM",206,"Newmont Corporation",0.103273,9294,"NEWMONT CORP",7881,1164727,"651639106",1993
"212","NI",427,"NiSource Inc",0.035423,9804,"NISOURCE INC",7974,1111711,"65473P105",1993
"213","NKE",49,"NIKE Inc. Class B",0.412639,8997,"NIKE INC  -CL B",7906,320187,"654106103",1993
"214","NLOK",399,"NortonLifeLock Inc.",0.041499,6712,"NORTONLIFELOCK INC",15855,849399,"668771108",1993
"215","NOC",103,"Northrop Grumman Corp.",0.204169,7432,"NORTHROP GRUMMAN CORP",7985,1133421,"666807102",1993
"216","NSC",127,"Norfolk Southern Corporation",0.172021,7715,"NORFOLK SOUTHERN CORP",7923,702165,"655844108",1993
"217","NTRS",324,"Northern Trust Corporation",0.059124,5447,"NORTHERN TRUST CORP",7982,73124,"665859104",1993
"218","NUE",210,"Nucor Corporation",0.101963,10210,"NUCOR CORP",8030,73309,"670346105",1993
"219","NVR",416,"NVR Inc.",0.038022,883,"NVR INC",12459,906163,"62944T105",1993
"220","NWL",485,"Newell Brands Inc",0.021733,805,"NEWELL BRANDS INC",7875,814453,"651229106",1993
"221","ODFL",262,"Old Dominion Freight Line Inc.",0.079529,3902,"OLD DOMINION FREIGHT",24617,878927,"679580100",1993
"222","OKE",269,"ONEOK Inc.",0.075529,7164,"ONEOK INC",8151,1039684,"682680103",1993
"223","OMC",396,"Omnicom Group Inc",0.041812,10061,"OMNICOM GROUP INC",4066,29989,"681919106",1993
"224","ORCL",63,"Oracle Corporation",0.347945,1405,"ORACLE CORP",12142,1341439,"68389X105",1993
"225","ORLY",159,"O'Reilly Automotive Inc.",0.135024,10566,"O'REILLY AUTOMOTIVE INC",28180,898173,"67103H107",1993
"226","OXY",132,"Occidental Petroleum Corporation",0.16799,32,"OCCIDENTAL PETROLEUM CORP",8068,797468,"674599105",1993
"227","PARA",389,"Paramount Global Class B",0.042712,4853,"PARAMOUNT GLOBAL",13714,813828,"92556H206",1993
"228","PAYX",180,"Paychex Inc.",0.116589,6943,"PAYCHEX INC",8402,723531,"704326107",1993
"229","PCAR",233,"PACCAR Inc",0.090275,3303,"PACCAR INC",8253,75362,"693718108",1993
"230","PEAK",391,"Healthpeak Properties Inc.",0.042391,3446,"HEALTHPEAK PROPERTIES INC",13125,765880,"42250P103",1993
"231","PEG",226,"Public Service Enterprise Group Inc",0.094943,9350,"PUBLIC SERVICE ENTRP GRP INC",8810,788784,"744573106",1993
"232","PENN",494,"Penn National Gaming Inc.",0.017348,10255,"PENN ENTERTAINMENT INC",30259,921738,"707569109",1993
"233","PEP",23,"PepsiCo Inc.",0.70371,11026,"PEPSICO INC",8479,77476,"713448108",1993
"234","PFE",19,"Pfizer Inc.",0.808569,8136,"PFIZER INC",8530,78003,"717081103",1993
"235","PG",13,"Procter & Gamble Company",0.987723,11379,"PROCTER & GAMBLE CO",8762,80424,"742718109",1993
"236","PGR",112,"Progressive Corporation",0.191992,2738,"PROGRESSIVE CORP-OHIO",13341,80661,"743315103",1993
"237","PH",199,"Parker-Hannifin Corporation",0.106218,4336,"PARKER-HANNIFIN CORP",8358,76334,"701094104",1993
"238","PHM",454,"PulteGroup Inc.",0.028739,9632,"PULTEGROUP INC",8823,822416,"745867101",1993
"239","PKI",334,"PerkinElmer Inc.",0.056163,10005,"PERKINELMER INC",4145,31791,"714046109",1993
"240","PLD",76,"Prologis Inc.",0.276903,11267,"PROLOGIS INC",29984,1045609,"74340W103",1993
"241","PNC",109,"PNC Financial Services Group Inc.",0.195884,2641,"PNC FINANCIAL SVCS GROUP INC",8245,713676,"693475105",1993
"242","PNR",482,"Pentair plc",0.022972,2992,"PENTAIR PLC",8463,77360,"G7S00T104",1993
