"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","AAL",467,"American Airlines Group Inc.",0.026195,12336,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",1995
"2","AAPL",1,"Apple Inc.",7.13518,11443,"APPLE INC",1690,320193,"037833100",1995
"3","ABC",310,"AmerisourceBergen Corporation",0.0622,3312,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",1995
"4","ABMD",413,"ABIOMED Inc.",0.038389,3861,"ABIOMED INC",13619,815094,"003654100",1995
"5","ABT",34,"Abbott Laboratories",0.551666,2589,"ABBOTT LABORATORIES",1078,1800,"002824100",1995
"6","ADBE",29,"Adobe Incorporated",0.561778,9009,"ADOBE INC",12540,796343,"00724F101",1995
"7","ADI",84,"Analog Devices Inc.",0.259498,4734,"ANALOG DEVICES INC",1632,6281,"032654105",1995
"8","ADM",158,"Archer-Daniels-Midland Company",0.135102,68,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",1995
"9","ADP",71,"Automatic Data Processing Inc.",0.29231,6889,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",1995
"10","ADSK",156,"Autodesk Inc.",0.137083,11300,"AUTODESK INC",1878,769397,"052769106",1995
"11","AEE",286,"Ameren Corporation",0.068674,665,"AMEREN CORP",10860,1002910,"023608102",1995
"12","AEP",149,"American Electric Power Company Inc.",0.146644,7867,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",1995
"13","AES",390,"AES Corporation",0.042682,9942,"AES CORP (THE)",24216,874761,"00130H105",1995
"14","AFL",211,"Aflac Incorporated",0.10194,7062,"AFLAC INC",1449,4977,"001055102",1995
"15","AIG",181,"American International Group Inc.",0.116504,9487,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",1995
"16","AJG",204,"Arthur J. Gallagher & Co.",0.103896,4266,"ARTHUR J GALLAGHER & CO",4973,354190,"363576109",1995
"17","ALB",255,"Albemarle Corporation",0.082195,11889,"ALBEMARLE CORP",29751,915913,"012653101",1995
"18","ALK",495,"Alaska Air Group Inc.",0.016034,5471,"ALASKA AIR GROUP INC",1230,766421,"011659109",1995
"19","ALL",228,"Allstate Corporation",0.092275,1042,"ALLSTATE CORP",28349,899051,"020002101",1995
"20","AMAT",79,"Applied Materials Inc.",0.269679,12530,"APPLIED MATERIALS INC",1704,6951,"038222105",1995
"21","AMCR",336,"Amcor PLC",0.055787,6445,"AMCOR PLC",100243,1748790,"G0250X107",1995
"22","AMD",44,"Advanced Micro Devices Inc.",0.466626,6714,"ADVANCED MICRO DEVICES",1161,2488,"007903107",1995
"23","AME",249,"AMETEK Inc.",0.083157,7252,"AMETEK INC",1598,1037868,"031100100",1995
"24","AMGN",54,"Amgen Inc.",0.37787,8936,"AMGEN INC",1602,318154,"031162100",1995
"25","AMZN",3,"Amazon.com Inc.",3.404451,9586,"AMAZON.COM INC",64768,1018724,"023135106",1995
"26","ANSS",281,"ANSYS Inc.",0.069301,12452,"ANSYS INC",63080,1013462,"03662Q105",1995
"27","AON",125,"Aon Plc Class A",0.172616,9210,"AON PLC",3221,315293,"G0403H108",1995
"28","AOS",481,"A. O. Smith Corporation",0.023217,5682,"SMITH (A.O.)",9771,91142,"831865209",1995
"29","APA",430,"APA Corp.",0.035244,8758,"APA CORP",1678,1841666,"03743Q108",1995
"30","APD",140,"Air Products and Chemicals Inc.",0.157014,2980,"AIR PRODUCTS & CHEMICALS INC",1209,2969,"009158106",1995
"31","APH",162,"Amphenol Corporation Class A",0.131769,5367,"AMPHENOL CORP",14282,820313,"032095101",1995
"32","ARE",284,"Alexandria Real Estate Equities Inc.",0.068773,5998,"ALEXANDRIA R E EQUITIES INC",64821,1035443,"015271109",1995
"33","ATO",359,"Atmos Energy Corporation",0.048421,4195,"ATMOS ENERGY CORP",4383,731802,"049560105",1995
"34","AVB",254,"AvalonBay Communities Inc.",0.0823,2702,"AVALONBAY COMMUNITIES INC",29875,915912,"053484101",1995
"35","AVY",375,"Avery Dennison Corporation",0.045512,8032,"AVERY DENNISON CORP",1913,8818,"053611109",1995
"36","AXP",80,"American Express Company",0.268189,3653,"AMERICAN EXPRESS CO",1447,4962,"025816109",1995
"37","AZO",174,"AutoZone Inc.",0.123963,1895,"AUTOZONE INC",23809,866787,"053332102",1995
"38","BA",82,"Boeing Company",0.263344,2048,"BOEING CO",2285,12927,"097023105",1995
"39","BAC",25,"Bank of America Corp",0.67934,1969,"BANK OF AMERICA CORP",7647,70858,"060505104",1995
"40","BALL",291,"Ball Corporation",0.067598,8712,"BALL CORP",1988,9389,"058498106",1995
"41","BAX",244,"Baxter International Inc.",0.08598,7609,"BAXTER INTERNATIONAL INC",2086,10456,"071813109",1995
"42","BBWI",469,"Bath & Body Works Inc.",0.025604,5946,"BATH & BODY WORKS INC",6733,701985,"070830104",1995
"43","BBY",384,"Best Buy Co. Inc.",0.043809,5744,"BEST BUY CO INC",2184,764478,"086516101",1995
"44","BDX",108,"Becton Dickinson and Company",0.200145,2895,"BECTON DICKINSON & CO",2111,10795,"075887109",1995
"45","BEN",486,"Franklin Resources Inc.",0.02168,9114,"FRANKLIN RESOURCES INC",4885,38777,"354613101",1995
"46","BF.B",412,"Brown-Forman Corporation Class B",0.039142,588,"BROWN FORMAN CORP",2435,14693,"115637209",1995
"47","BIIB",238,"Biogen Inc.",0.088644,4170,"BIOGEN INC",24468,875045,"09062X103",1995
"48","BIO",437,"Bio-Rad Laboratories Inc. Class A",0.033925,6862,"BIO-RAD LABORATORIES INC",2220,12208,"090572207",1995
"49","BK",229,"Bank of New York Mellon Corp",0.091899,7705,"BANK OF NEW YORK MELLON CORP",2019,1390777,"064058100",1995
"50","BMY",45,"Bristol-Myers Squibb Company",0.452471,10917,"BRISTOL-MYERS SQUIBB CO",2403,14272,"110122108",1995
"51","BRK.B",7,"Berkshire Hathaway Inc. Class B",1.532969,1264,"BERKSHIRE HATHAWAY",2176,1067983,"084670702",1995
"52","BRO",392,"Brown & Brown Inc.",0.042346,2919,"BROWN & BROWN INC",15417,79282,"115236101",1995
"53","BSX",128,"Boston Scientific Corporation",0.17189,830,"BOSTON SCIENTIFIC CORP",25279,885725,"101137107",1995
"54","BWA",462,"BorgWarner Inc.",0.026752,8630,"BORGWARNER INC",28742,908255,"099724106",1995
