"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","A",186,"Agilent Technologies Inc.",0.114511,3252,"AGILENT TECHNOLOGIES INC",126554,1090872,"00846U101",1998
"2","AAL",467,"American Airlines Group Inc.",0.026195,5187,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",1998
"3","AAPL",1,"Apple Inc.",7.13518,10138,"APPLE INC",1690,320193,"037833100",1998
"4","ABC",310,"AmerisourceBergen Corporation",0.0622,11094,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",1998
"5","ABMD",413,"ABIOMED Inc.",0.038389,11245,"ABIOMED INC",13619,815094,"003654100",1998
"6","ABT",34,"Abbott Laboratories",0.551666,1394,"ABBOTT LABORATORIES",1078,1800,"002824100",1998
"7","ACN",31,"Accenture Plc Class A",0.555647,9329,"ACCENTURE PLC",143357,1467373,"G1151C101",1998
"8","ADBE",29,"Adobe Incorporated",0.561778,560,"ADOBE INC",12540,796343,"00724F101",1998
"9","ADI",84,"Analog Devices Inc.",0.259498,5029,"ANALOG DEVICES INC",1632,6281,"032654105",1998
"10","ADM",158,"Archer-Daniels-Midland Company",0.135102,4782,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",1998
"11","ADP",71,"Automatic Data Processing Inc.",0.29231,10555,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",1998
"12","ADSK",156,"Autodesk Inc.",0.137083,12783,"AUTODESK INC",1878,769397,"052769106",1998
"13","AEE",286,"Ameren Corporation",0.068674,12220,"AMEREN CORP",10860,1002910,"023608102",1998
"14","AEP",149,"American Electric Power Company Inc.",0.146644,347,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",1998
"15","AES",390,"AES Corporation",0.042682,7091,"AES CORP (THE)",24216,874761,"00130H105",1998
"16","AFL",211,"Aflac Incorporated",0.10194,9800,"AFLAC INC",1449,4977,"001055102",1998
"17","AIG",181,"American International Group Inc.",0.116504,7553,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",1998
"18","AIZ",458,"Assurant Inc.",0.028235,8922,"ASSURANT INC",157057,1267238,"04621X108",1998
"19","AJG",204,"Arthur J. Gallagher & Co.",0.103896,12483,"ARTHUR J GALLAGHER & CO",4973,354190,"363576109",1998
"20","AKAM",381,"Akamai Technologies Inc.",0.04452,11407,"AKAMAI TECHNOLOGIES INC",125595,1086222,"00971T101",1998
"21","ALB",255,"Albemarle Corporation",0.082195,1975,"ALBEMARLE CORP",29751,915913,"012653101",1998
"22","ALGN",320,"Align Technology Inc.",0.059546,9516,"ALIGN TECHNOLOGY INC",141384,1097149,"016255101",1998
"23","ALK",495,"Alaska Air Group Inc.",0.016034,9164,"ALASKA AIR GROUP INC",1230,766421,"011659109",1998
"24","ALL",228,"Allstate Corporation",0.092275,3836,"ALLSTATE CORP",28349,899051,"020002101",1998
"25","AMAT",79,"Applied Materials Inc.",0.269679,11434,"APPLIED MATERIALS INC",1704,6951,"038222105",1998
"26","AMCR",336,"Amcor PLC",0.055787,8452,"AMCOR PLC",100243,1748790,"G0250X107",1998
"27","AMD",44,"Advanced Micro Devices Inc.",0.466626,9827,"ADVANCED MICRO DEVICES",1161,2488,"007903107",1998
"28","AME",249,"AMETEK Inc.",0.083157,4614,"AMETEK INC",1598,1037868,"031100100",1998
"29","AMGN",54,"Amgen Inc.",0.37787,2089,"AMGEN INC",1602,318154,"031162100",1998
"30","AMT",61,"American Tower Corporation",0.359319,2981,"AMERICAN TOWER CORP",105365,1053507,"03027X100",1998
"31","AMZN",3,"Amazon.com Inc.",3.404451,8521,"AMAZON.COM INC",64768,1018724,"023135106",1998
"32","ANSS",281,"ANSYS Inc.",0.069301,2266,"ANSYS INC",63080,1013462,"03662Q105",1998
"33","AON",125,"Aon Plc Class A",0.172616,6094,"AON PLC",3221,315293,"G0403H108",1998
"34","AOS",481,"A. O. Smith Corporation",0.023217,10826,"SMITH (A.O.)",9771,91142,"831865209",1998
"35","APA",430,"APA Corp.",0.035244,3689,"APA CORP",1678,1841666,"03743Q108",1998
"36","APD",140,"Air Products and Chemicals Inc.",0.157014,3042,"AIR PRODUCTS & CHEMICALS INC",1209,2969,"009158106",1998
"37","APH",162,"Amphenol Corporation Class A",0.131769,3001,"AMPHENOL CORP",14282,820313,"032095101",1998
"38","APTV",247,"Aptiv PLC",0.084527,11872,"APTIV PLC",118122,1521332,"G6095L109",1998
"39","ARE",284,"Alexandria Real Estate Equities Inc.",0.068773,8984,"ALEXANDRIA R E EQUITIES INC",64821,1035443,"015271109",1998
"40","ATO",359,"Atmos Energy Corporation",0.048421,2046,"ATMOS ENERGY CORP",4383,731802,"049560105",1998
"41","AVB",254,"AvalonBay Communities Inc.",0.0823,7633,"AVALONBAY COMMUNITIES INC",29875,915912,"053484101",1998
"42","AVY",375,"Avery Dennison Corporation",0.045512,4483,"AVERY DENNISON CORP",1913,8818,"053611109",1998
"43","AXP",80,"American Express Company",0.268189,6237,"AMERICAN EXPRESS CO",1447,4962,"025816109",1998
"44","AZO",174,"AutoZone Inc.",0.123963,10765,"AUTOZONE INC",23809,866787,"053332102",1998
"45","BA",82,"Boeing Company",0.263344,3877,"BOEING CO",2285,12927,"097023105",1998
"46","BAC",25,"Bank of America Corp",0.67934,2795,"BANK OF AMERICA CORP",7647,70858,"060505104",1998
"47","BALL",291,"Ball Corporation",0.067598,8587,"BALL CORP",1988,9389,"058498106",1998
"48","BAX",244,"Baxter International Inc.",0.08598,7393,"BAXTER INTERNATIONAL INC",2086,10456,"071813109",1998
"49","BBWI",469,"Bath & Body Works Inc.",0.025604,2010,"BATH & BODY WORKS INC",6733,701985,"070830104",1998
"50","BBY",384,"Best Buy Co. Inc.",0.043809,5695,"BEST BUY CO INC",2184,764478,"086516101",1998
"51","BDX",108,"Becton Dickinson and Company",0.200145,9841,"BECTON DICKINSON & CO",2111,10795,"075887109",1998
"52","BEN",486,"Franklin Resources Inc.",0.02168,11952,"FRANKLIN RESOURCES INC",4885,38777,"354613101",1998
"53","BF.B",412,"Brown-Forman Corporation Class B",0.039142,4561,"BROWN FORMAN CORP",2435,14693,"115637209",1998
"54","BIIB",238,"Biogen Inc.",0.088644,11599,"BIOGEN INC",24468,875045,"09062X103",1998
"55","BIO",437,"Bio-Rad Laboratories Inc. Class A",0.033925,1062,"BIO-RAD LABORATORIES INC",2220,12208,"090572207",1998
"56","BK",229,"Bank of New York Mellon Corp",0.091899,821,"BANK OF NEW YORK MELLON CORP",2019,1390777,"064058100",1998
"57","BKNG",95,"Booking Holdings Inc.",0.23047,2041,"BOOKING HOLDINGS INC",119314,1075531,"09857L108",1998
"58","BLK",77,"BlackRock Inc.",0.274243,12501,"BLACKROCK INC",124434,1364742,"09247X101",1998
"59","BMY",45,"Bristol-Myers Squibb Company",0.452471,7421,"BRISTOL-MYERS SQUIBB CO",2403,14272,"110122108",1998
"60","BRK.B",7,"Berkshire Hathaway Inc. Class B",1.532969,981,"BERKSHIRE HATHAWAY",2176,1067983,"084670702",1998
"61","BRO",392,"Brown & Brown Inc.",0.042346,903,"BROWN & BROWN INC",15417,79282,"115236101",1998
"62","BSX",128,"Boston Scientific Corporation",0.17189,9500,"BOSTON SCIENTIFIC CORP",25279,885725,"101137107",1998
"63","BWA",462,"BorgWarner Inc.",0.026752,7715,"BORGWARNER INC",28742,908255,"099724106",1998
"64","BXP",425,"Boston Properties Inc.",0.036036,1678,"BOSTON PROPERTIES INC",64925,1037540,"101121101",1998
"65","C",72,"Citigroup Inc.",0.285813,1640,"CITIGROUP INC",3243,831001,"172967424",1998
"66","CAG",365,"Conagra Brands Inc.",0.047221,8317,"CONAGRA BRANDS INC",3362,23217,"205887102",1998
"67","CAH",360,"Cardinal Health Inc.",0.048346,4790,"CARDINAL HEALTH INC",2751,721371,"14149Y108",1998
"68","CAT",74,"Caterpillar Inc.",0.283866,2719,"CATERPILLAR INC",2817,18230,"149123101",1998
"69","CB",96,"Chubb Limited",0.226527,5547,"CHUBB LTD",28034,896159,"H1467J104",1998
"70","CCI",97,"Crown Castle Inc.",0.223351,6432,"CROWN CASTLE INC",113490,1051470,"22822V101",1998
"71","CCL",465,"Carnival Corporation",0.026447,9691,"CARNIVAL CORPORATION & PLC",13498,815097,"143658300",1998
"72","CDNS",150,"Cadence Design Systems Inc.",0.14629,11960,"CADENCE DESIGN SYSTEMS INC",13421,813672,"127387108",1998
"73","CDW",279,"CDW Corp.",0.070622,5474,"CDW CORP",28320,1402057,"12514G108",1998
"74","CHD",314,"Church & Dwight Co. Inc.",0.061337,286,"CHURCH & DWIGHT INC",3026,313927,"171340102",1998
"75","CHRW",400,"C.H. Robinson Worldwide Inc.",0.041424,691,"C H ROBINSON WORLDWIDE INC",65609,1043277,"12541W209",1998
"76","CHTR",147,"Charter Communications Inc. Class A",0.147027,4942,"CHARTER COMMUNICATIONS INC",126136,1091667,"16119P108",1998
"77","CI",85,"Cigna Corporation",0.249772,7505,"CIGNA CORP",2547,1739940,"125523100",1998
"78","CINF",404,"Cincinnati Financial Corporation",0.040869,3643,"CINCINNATI FINANCIAL CORP",14824,20286,"172062101",1998
"79","CL",110,"Colgate-Palmolive Company",0.195103,2563,"COLGATE-PALMOLIVE CO",3170,21665,"194162103",1998
"80","CLX",350,"Clorox Company",0.050881,2004,"CLOROX CO/DE",3121,21076,"189054109",1998
"81","CMA",450,"Comerica Incorporated",0.029365,7876,"COMERICA INC",3231,28412,"200340107",1998
"82","CMCSA",39,"Comcast Corporation Class A",0.488528,2078,"COMCAST CORP",3226,1166691,"20030N101",1998
"83","CME",102,"CME Group Inc. Class A",0.205334,10164,"CME GROUP INC",149070,1156375,"12572Q105",1998
"84","CMI",232,"Cummins Inc.",0.090485,5524,"CUMMINS INC",3650,26172,"231021106",1998
"85","CMS",328,"CMS Energy Corporation",0.057698,3720,"CMS ENERGY CORP",3439,811156,"125896100",1998
"86","CNC",139,"Centene Corporation",0.158274,4649,"CENTENE CORP",145552,1071739,"15135B101",1998
"87","CNP",330,"CenterPoint Energy Inc.",0.057561,3004,"CENTERPOINT ENERGY INC",5742,1130310,"15189T107",1998
"88","COF",176,"Capital One Financial Corp",0.121903,4171,"CAPITAL ONE FINANCIAL CORP",30990,927628,"14040H105",1998
