"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","A",186,"Agilent Technologies Inc.",0.114511,4188,"AGILENT TECHNOLOGIES INC",126554,1090872,"00846U101",1999
"2","AAL",467,"American Airlines Group Inc.",0.026195,8547,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",1999
"3","AAP",431,"Advance Auto Parts Inc.",0.03518,8695,"ADVANCE AUTO PARTS INC",145977,1158449,"00751Y106",1999
"4","AAPL",1,"Apple Inc.",7.13518,4897,"APPLE INC",1690,320193,"037833100",1999
"5","ABC",310,"AmerisourceBergen Corporation",0.0622,7067,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",1999
"6","ABMD",413,"ABIOMED Inc.",0.038389,6597,"ABIOMED INC",13619,815094,"003654100",1999
"7","ABT",34,"Abbott Laboratories",0.551666,10836,"ABBOTT LABORATORIES",1078,1800,"002824100",1999
"8","ACN",31,"Accenture Plc Class A",0.555647,2683,"ACCENTURE PLC",143357,1467373,"G1151C101",1999
"9","ADBE",29,"Adobe Incorporated",0.561778,3143,"ADOBE INC",12540,796343,"00724F101",1999
"10","ADI",84,"Analog Devices Inc.",0.259498,10517,"ANALOG DEVICES INC",1632,6281,"032654105",1999
"11","ADM",158,"Archer-Daniels-Midland Company",0.135102,2569,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",1999
"12","ADP",71,"Automatic Data Processing Inc.",0.29231,6789,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",1999
"13","ADSK",156,"Autodesk Inc.",0.137083,5993,"AUTODESK INC",1878,769397,"052769106",1999
"14","AEE",286,"Ameren Corporation",0.068674,10072,"AMEREN CORP",10860,1002910,"023608102",1999
"15","AEP",149,"American Electric Power Company Inc.",0.146644,5086,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",1999
"16","AES",390,"AES Corporation",0.042682,5474,"AES CORP (THE)",24216,874761,"00130H105",1999
"17","AFL",211,"Aflac Incorporated",0.10194,1239,"AFLAC INC",1449,4977,"001055102",1999
"18","AIG",181,"American International Group Inc.",0.116504,3592,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",1999
