"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"56","BSX",128,"Boston Scientific Corporation",0.17189,8143,"BOSTON SCIENTIFIC CORP",25279,885725,"101137107",1996
"57","BWA",462,"BorgWarner Inc.",0.026752,4751,"BORGWARNER INC",28742,908255,"099724106",1996
"58","BXP",425,"Boston Properties Inc.",0.036036,9968,"BOSTON PROPERTIES INC",64925,1037540,"101121101",1996
"59","C",72,"Citigroup Inc.",0.285813,2499,"CITIGROUP INC",3243,831001,"172967424",1996
"60","CAG",365,"Conagra Brands Inc.",0.047221,9266,"CONAGRA BRANDS INC",3362,23217,"205887102",1996
"61","CAH",360,"Cardinal Health Inc.",0.048346,6208,"CARDINAL HEALTH INC",2751,721371,"14149Y108",1996
"62","CAT",74,"Caterpillar Inc.",0.283866,12154,"CATERPILLAR INC",2817,18230,"149123101",1996
"63","CB",96,"Chubb Limited",0.226527,6859,"CHUBB LTD",28034,896159,"H1467J104",1996
"64","CCI",97,"Crown Castle Inc.",0.223351,452,"CROWN CASTLE INC",113490,1051470,"22822V101",1996
"65","CCL",465,"Carnival Corporation",0.026447,11722,"CARNIVAL CORPORATION & PLC",13498,815097,"143658300",1996
"66","CDNS",150,"Cadence Design Systems Inc.",0.14629,9106,"CADENCE DESIGN SYSTEMS INC",13421,813672,"127387108",1996
"67","CDW",279,"CDW Corp.",0.070622,3615,"CDW CORP",28320,1402057,"12514G108",1996
"68","CHD",314,"Church & Dwight Co. Inc.",0.061337,12347,"CHURCH & DWIGHT INC",3026,313927,"171340102",1996
"69","CHRW",400,"C.H. Robinson Worldwide Inc.",0.041424,12689,"C H ROBINSON WORLDWIDE INC",65609,1043277,"12541W209",1996
"70","CHTR",147,"Charter Communications Inc. Class A",0.147027,6236,"CHARTER COMMUNICATIONS INC",126136,1091667,"16119P108",1996
"71","CI",85,"Cigna Corporation",0.249772,5835,"CIGNA CORP",2547,1739940,"125523100",1996
"72","CINF",404,"Cincinnati Financial Corporation",0.040869,7129,"CINCINNATI FINANCIAL CORP",14824,20286,"172062101",1996
"73","CL",110,"Colgate-Palmolive Company",0.195103,3810,"COLGATE-PALMOLIVE CO",3170,21665,"194162103",1996
"74","CLX",350,"Clorox Company",0.050881,10193,"CLOROX CO/DE",3121,21076,"189054109",1996
"75","CMA",450,"Comerica Incorporated",0.029365,1861,"COMERICA INC",3231,28412,"200340107",1996
"76","CMCSA",39,"Comcast Corporation Class A",0.488528,397,"COMCAST CORP",3226,1166691,"20030N101",1996
"77","CMI",232,"Cummins Inc.",0.090485,6101,"CUMMINS INC",3650,26172,"231021106",1996
"78","CMS",328,"CMS Energy Corporation",0.057698,6407,"CMS ENERGY CORP",3439,811156,"125896100",1996
"79","CNP",330,"CenterPoint Energy Inc.",0.057561,10271,"CENTERPOINT ENERGY INC",5742,1130310,"15189T107",1996
"80","COF",176,"Capital One Financial Corp",0.121903,11802,"CAPITAL ONE FINANCIAL CORP",30990,927628,"14040H105",1996
"81","COO",372,"Cooper Companies Inc.",0.046084,8027,"COOPER COS INC (THE)",3504,711404,"216648402",1996
"82","COP",62,"ConocoPhillips",0.355275,11590,"CONOCOPHILLIPS",8549,1163165,"20825C104",1996
"83","COST",24,"Costco Wholesale Corporation",0.698561,1066,"COSTCO WHOLESALE CORP",29028,909832,"22160K105",1996
"84","CPB",453,"Campbell Soup Company",0.028985,4210,"CAMPBELL SOUP CO",2663,16732,"134429109",1996
"85","CPRT",263,"Copart Inc.",0.07889,11022,"COPART INC",29901,900075,"217204106",1996
"86","CPT",393,"Camden Property Trust",0.042344,2479,"CAMDEN PROPERTY TRUST",28629,906345,"133131102",1996
"87","CRL",429,"Charles River Laboratories International Inc.",0.035264,4002,"CHARLES RIVER LABS INTL INC",137131,1100682,"159864107",1996
"88","CSCO",35,"Cisco Systems Inc.",0.541178,7693,"CISCO SYSTEMS INC",20779,858877,"17275R102",1996
"89","CSX",106,"CSX Corporation",0.202725,11260,"CSX CORP",2574,277948,"126408103",1996
"90","CTAS",195,"Cintas Corporation",0.107858,5143,"CINTAS CORP",3062,723254,"172908105",1996
"91","CTRA",285,"Coterra Energy Inc.",0.068768,1125,"COTERRA ENERGY INC",20548,858470,"127097103",1996
"92","CTSH",207,"Cognizant Technology Solutions Corporation Class A",0.102351,6491,"COGNIZANT TECH SOLUTIONS",111864,1058290,"192446102",1996
"93","CTXS",423,"Citrix Systems Inc.",0.036408,6868,"CITRIX SYSTEMS INC",61676,877890,"177376100",1996
"94","CVS",58,"CVS Health Corporation",0.362286,11943,"CVS HEALTH CORP",7241,64803,"126650100",1996
"95","CVX",16,"Chevron Corporation",0.906813,4174,"CHEVRON CORP",2991,93410,"166764100",1996
"96","D",111,"Dominion Energy Inc",0.192481,5999,"DOMINION ENERGY INC",4029,715957,"25746U109",1996
"97","DAL",326,"Delta Air Lines Inc.",0.05867,5547,"DELTA AIR LINES INC",3851,27904,"247361702",1996
"98","DD",241,"DuPont de Nemours Inc.",0.08733,1459,"DUPONT DE NEMOURS INC",4060,1666700,"26614N102",1996
"99","DE",78,"Deere & Company",0.270299,8397,"DEERE & CO",3835,315189,"244199105",1996
"100","DG",134,"Dollar General Corporation",0.16629,6434,"DOLLAR GENERAL CORP",4016,29534,"256677105",1996
"101","DGX",366,"Quest Diagnostics Incorporated",0.047062,4965,"QUEST DIAGNOSTICS INC",64166,1022079,"74834L100",1996
"102","DHI",280,"D.R. Horton Inc.",0.069666,4806,"D R HORTON INC",25340,882184,"23331A109",1996
"103","DHR",37,"Danaher Corporation",0.535857,4587,"DANAHER CORP",3735,313616,"235851102",1996
"104","DIS",32,"Walt Disney Company",0.553138,7164,"DISNEY (WALT) CO",3980,1744489,"254687106",1996
"105","DISH",502,"DISH Network Corporation Class A",0.0123,11967,"DISH NETWORK CORP",60900,1001082,"25470M109",1996
"106","DLTR",196,"Dollar Tree Inc.",0.10695,2487,"DOLLAR TREE INC",31587,935703,"256746108",1996
"107","DOV",341,"Dover Corporation",0.054385,298,"DOVER CORP",4058,29905,"260003108",1996
"108","DRE",293,"Duke Realty Corporation",0.067291,2140,"DUKE REALTY CORP",13510,783280,"264411505",1996
"109","DRI",370,"Darden Restaurants Inc.",0.046352,11541,"DARDEN RESTAURANTS INC",31846,940944,"237194105",1996
"110","DTE",275,"DTE Energy Company",0.072536,2944,"DTE ENERGY CO",3897,936340,"233331107",1996
"111","DUK",87,"Duke Energy Corporation",0.244759,7990,"DUKE ENERGY CORP",4093,1326160,"26441C204",1996
"112","DVA",496,"DaVita Inc.",0.015413,6916,"DAVITA INC",61483,927066,"23918K108",1996
"113","DVN",194,"Devon Energy Corporation",0.107926,7091,"DEVON ENERGY CORP",14934,1090012,"25179M103",1996
"114","DXC",484,"DXC Technology Co.",0.022349,10204,"DXC TECHNOLOGY CO",3336,1688568,"23355L106",1996
"115","EA",202,"Electronic Arts Inc.",0.105127,2979,"ELECTRONIC ARTS INC",16721,712515,"285512109",1996
"116","EBAY",264,"eBay Inc.",0.078631,1095,"EBAY INC",114524,1065088,"278642103",1996
"117","ECL",177,"Ecolab Inc.",0.118586,11653,"ECOLAB INC",4213,31462,"278865100",1996
"118","ED",215,"Consolidated Edison Inc.",0.100125,6498,"CONSOLIDATED EDISON INC",3413,1047862,"209115104",1996
"119","EFX",276,"Equifax Inc.",0.072405,8117,"EQUIFAX INC",4423,33185,"294429105",1996
"120","EIX",270,"Edison International",0.075074,6114,"EDISON INTERNATIONAL",9846,827052,"281020107",1996
"121","EL",120,"Estee Lauder Companies Inc. Class A",0.180435,800,"ESTEE LAUDER COMPANIES INC",61567,1001250,"518439104",1996
"122","EMN",433,"Eastman Chemical Company",0.034784,1323,"EASTMAN CHEMICAL CO",29392,915389,"277432100",1996
"123","EMR",141,"Emerson Electric Co.",0.153509,6605,"EMERSON ELECTRIC CO",4321,32604,"291011104",1996
"124","EOG",118,"EOG Resources Inc.",0.181397,5271,"EOG RESOURCES INC",16478,821189,"26875P101",1996
"125","EQR",273,"Equity Residential",0.074152,3149,"EQUITY RESIDENTIAL",28733,906107,"29476L107",1996
"126","ES",235,"Eversource Energy",0.089353,6620,"EVERSOURCE ENERGY",7970,72741,"30040W108",1996
"127","ESS",348,"Essex Property Trust Inc.",0.051865,12128,"ESSEX PROPERTY TRUST",30293,920522,"297178105",1996
"128","ETN",131,"Eaton Corp. Plc",0.168151,8986,"EATON CORP PLC",4199,1551182,"G29183103",1996
"129","ETR",290,"Entergy Corporation",0.067893,7954,"ENTERGY CORP",7366,65984,"29364G103",1996
"130","EVRG",380,"Evergy Inc.",0.044828,468,"EVERGY INC",6338,1711269,"30034W106",1996
"131","EXC",164,"Exelon Corporation",0.12913,1006,"EXELON CORP",8539,1109357,"30161N101",1996
"132","EXPD",351,"Expeditors International of Washington Inc.",0.050055,5335,"EXPEDITORS INTL WASH INC",4494,746515,"302130109",1996
"133","F",126,"Ford Motor Company",0.172461,8319,"FORD MOTOR CO",4839,37996,"345370860",1996
"134","FAST",246,"Fastenal Company",0.084594,10338,"FASTENAL CO",14225,815556,"311900104",1996
"135","FCX",173,"Freeport-McMoRan Inc.",0.12414,9635,"FREEPORT-MCMORAN INC",14590,831259,"35671D857",1996
"136","FDS",373,"FactSet Research Systems Inc.",0.045962,1531,"FACTSET RESEARCH SYSTEMS INC",63172,1013237,"303075105",1996
"137","FDX",138,"FedEx Corporation",0.161311,4901,"FEDEX CORP",4598,1048911,"31428X106",1996
"138","FE",298,"FirstEnergy Corp.",0.06544,6703,"FIRSTENERGY CORP",8099,1031296,"337932107",1996
"139","FISV",122,"Fiserv Inc.",0.179225,9732,"FISERV INC",12635,798354,"337738108",1996
"140","FITB",294,"Fifth Third Bancorp",0.066464,10960,"FIFTH THIRD BANCORP",4640,35527,"316773100",1996
"141","FMC",410,"FMC Corporation",0.039392,1883,"FMC CORP",4510,37785,"302491303",1996
"142","FRC",253,"First Republic Bank",0.082342,3938,"FIRST REPUBLIC BANK",14275,1132979,"33616C100",1996
"143","FRT",489,"Federal Realty Investment Trust",0.021021,7837,"FEDERAL REALTY INVESTMENT TR",4605,34903,"313745101",1996
"144","GD",143,"General Dynamics Corporation",0.151029,5731,"GENERAL DYNAMICS CORP",5046,40533,"369550108",1996
"145","GE",90,"General Electric Company",0.236434,10229,"GENERAL ELECTRIC CO",5047,40545,"369604301",1996
"146","GILD",99,"Gilead Sciences Inc.",0.216021,12094,"GILEAD SCIENCES INC",24856,882095,"375558103",1996
"147","GIS",161,"General Mills Inc.",0.132215,12647,"GENERAL MILLS INC",5071,40704,"370334104",1996
"148","GL",466,"Globe Life Inc.",0.026392,4654,"GLOBE LIFE INC",10614,320335,"37959E102",1996
"149","GLW",261,"Corning Inc",0.079607,3803,"CORNING INC",3532,24741,"219350105",1996
"150","GM",142,"General Motors Company",0.152773,7371,"GENERAL MOTORS CO",5073,1467858,"37045V100",1996
"151","GPC",309,"Genuine Parts Company",0.062227,5830,"GENUINE PARTS CO",5125,40987,"372460105",1996
"152","GRMN",394,"Garmin Ltd.",0.041844,7204,"GARMIN LTD",141459,1121788,"H2906T109",1996
"153","GWW",288,"W.W. Grainger Inc.",0.068202,5240,"GRAINGER (W W) INC",5256,277135,"384802104",1996
"154","HAL",272,"Halliburton Company",0.074327,10993,"HALLIBURTON CO",5439,45012,"406216101",1996
"155","HAS",452,"Hasbro Inc.",0.029115,3221,"HASBRO INC",5518,46080,"418056107",1996
"156","HBAN",339,"Huntington Bancshares Incorporated",0.055151,1111,"HUNTINGTON BANCSHARES",5786,49196,"446150104",1996
"157","HCA",154,"HCA Healthcare Inc",0.139547,10646,"HCA HEALTHCARE INC",22260,860730,"40412C101",1996
"158","HD",17,"Home Depot Inc.",0.901187,9384,"HOME DEPOT INC",5680,354950,"437076102",1996
"159","HES",239,"Hess Corporation",0.08806,5353,"HESS CORP",1380,4447,"42809H107",1996
"160","HIG",315,"Hartford Financial Services Group Inc.",0.061004,9825,"HARTFORD FINANCIAL SERVICES",61739,874766,"416515104",1996
"161","HLT",205,"Hilton Worldwide Holdings Inc",0.103346,9436,"HILTON WORLDWIDE HOLDINGS",5643,1585689,"43300A203",1996
"162","HOLX",347,"Hologic Inc.",0.052121,8506,"HOLOGIC INC",20904,859737,"436440101",1996
"163","HON",55,"Honeywell International Inc.",0.373367,7002,"HONEYWELL INTERNATIONAL INC",1300,773840,"438516106",1996
"164","HPQ",216,"HP Inc.",0.100019,10502,"HP INC",5606,47217,"40434L105",1996
"165","HRL",408,"Hormel Foods Corporation",0.040271,8399,"HORMEL FOODS CORP",5709,48465,"440452100",1996
"166","HSIC",447,"Henry Schein Inc.",0.030401,5475,"HENRY SCHEIN INC",61494,1000228,"806407102",1996
"167","HST",428,"Host Hotels & Resorts Inc.",0.035419,7245,"HOST HOTELS & RESORTS INC",7063,1070750,"44107P104",1996
"168","HSY",222,"Hershey Company",0.095997,8809,"HERSHEY CO",5597,47111,"427866108",1996
"169","HUM",124,"Humana Inc.",0.175478,7257,"HUMANA INC",27914,49071,"444859102",1996
"170","IBM",64,"International Business Machines Corporation",0.343829,9120,"INTL BUSINESS MACHINES CORP",6066,51143,"459200101",1996
"171","IDXX",221,"IDEXX Laboratories Inc.",0.097813,11248,"IDEXX LABS INC",24197,874716,"45168D104",1996
"172","IEX",377,"IDEX Corporation",0.045239,9190,"IDEX CORP",15267,832101,"45167R104",1996
"173","IFF",230,"International Flavors & Fragrances Inc.",0.091285,3187,"INTL FLAVORS & FRAGRANCES",6078,51253,"459506101",1996
"174","INCY",411,"Incyte Corporation",0.039366,2997,"INCYTE CORP",29127,879169,"45337C102",1996
"175","INTC",48,"Intel Corporation",0.427029,4971,"INTEL CORP",6008,50863,"458140100",1996
"176","INTU",57,"Intuit Inc.",0.3661,10592,"INTUIT INC",27928,896878,"461202103",1996
"177","IP",376,"International Paper Company",0.04551,11855,"INTL PAPER CO",6104,51434,"460146103",1996
"178","IPG",442,"Interpublic Group of Companies Inc.",0.033333,8390,"INTERPUBLIC GROUP OF COS",6136,51644,"460690100",1996
"179","IR",333,"Ingersoll Rand Inc.",0.056848,2688,"INGERSOLL RAND INC",30098,1699150,"45687V106",1996
"180","IRM",407,"Iron Mountain Inc.",0.040494,4996,"IRON MOUNTAIN INC",62374,1020569,"46284V101",1996
"181","IT",283,"Gartner Inc.",0.068864,4675,"GARTNER INC",12441,749251,"366651107",1996
"182","ITW",130,"Illinois Tool Works Inc.",0.169278,7591,"ILLINOIS TOOL WORKS",5878,49826,"452308109",1996
"183","IVZ",493,"Invesco Ltd.",0.017378,9970,"INVESCO LTD",29804,914208,"G491BT108",1996
"184","J",362,"Jacobs Engineering Group Inc.",0.047962,7138,"JACOBS SOLUTIONS INC",6216,52988,"46982L108",1996
"185","JBHT",387,"J.B. Hunt Transport Services Inc.",0.043307,12215,"HUNT (JB) TRANSPRT SVCS INC",5783,728535,"445658107",1996
"186","JCI",193,"Johnson Controls International plc",0.109262,12545,"JOHNSON CONTROLS INTL PLC",6268,833444,"G51502105",1996
"187","JKHY",385,"Jack Henry & Associates Inc.",0.043737,270,"HENRY (JACK) & ASSOCIATES",11811,779152,"426281101",1996
"188","JNJ",10,"Johnson & Johnson",1.319622,4192,"JOHNSON & JOHNSON",6266,200406,"478160104",1996
"189","JPM",15,"JPMorgan Chase & Co.",0.957648,10090,"JPMORGAN CHASE & CO",2968,19617,"46625H100",1996
"190","K",343,"Kellogg Company",0.054068,1249,"KELLOGG CO",6375,55067,"487836108",1996
"191","KDP",252,"Keurig Dr Pepper Inc.",0.08249,7730,"KEURIG DR PEPPER INC",28877,1418135,"49271V100",1996
"192","KEY",361,"KeyCorp",0.048299,6980,"KEYCORP",9783,91576,"493267108",1996
"193","KHC",268,"Kraft Heinz Company",0.075809,2920,"KRAFT HEINZ CO",5568,1637459,"500754106",1996
"194","KIM",415,"Kimco Realty Corporation",0.038114,1820,"KIMCO REALTY CORP",24731,879101,"49446R109",1996
"195","KLAC",133,"KLA Corporation",0.167241,43,"KLA CORP",6304,319201,"482480100",1996
"196","KMB",165,"Kimberly-Clark Corporation",0.129068,6084,"KIMBERLY-CLARK CORP",6435,55785,"494368103",1996
"197","KMI",214,"Kinder Morgan Inc Class P",0.100143,3570,"KINDER MORGAN INC",6310,1506307,"49456B101",1996
"198","KMX",369,"CarMax Inc.",0.046502,1873,"CARMAX INC",64410,1170010,"143130102",1996
"199","KO",21,"Coca-Cola Company",0.720086,8276,"COCA-COLA CO",3144,21344,"191216100",1996
"200","KR",237,"Kroger Co.",0.089004,4755,"KROGER CO",6502,56873,"501044101",1996
"201","L",445,"Loews Corporation",0.031381,3975,"LOEWS CORP",6781,60086,"540424108",1996
"202","LEN",312,"Lennar Corporation Class A",0.062002,11684,"LENNAR CORP",6669,920760,"526057104",1996
"203","LH",289,"Laboratory Corporation of America Holdings",0.067995,4574,"LABORATORY CP OF AMER HLDGS",14960,920148,"50540R409",1996
"204","LHX",157,"L3Harris Technologies Inc",0.136467,11184,"L3HARRIS TECHNOLOGIES INC",5492,202058,"502431109",1996
"205","LIN",47,"Linde plc",0.434437,1590,"LINDE PLC",25124,1707925,"G5494J103",1996
"206","LLY",20,"Eli Lilly and Company",0.732339,4098,"LILLY (ELI) & CO",6730,59478,"532457108",1996
"207","LMT",70,"Lockheed Martin Corporation",0.294508,6815,"LOCKHEED MARTIN CORP",6774,936468,"539830109",1996
"208","LNC",475,"Lincoln National Corporation",0.024632,5561,"LINCOLN NATIONAL CORP",6742,59558,"534187109",1996
"209","LNT",383,"Alliant Energy Corp",0.043826,683,"ALLIANT ENERGY CORP",11554,352541,"018802108",1996
"210","LOW",60,"Lowe's Companies Inc.",0.360358,12169,"LOWE'S COS INC",6829,60667,"548661107",1996
"211","LRCX",105,"Lam Research Corporation",0.202819,7972,"LAM RESEARCH CORP",6565,707549,"512807108",1996
"212","LUMN",457,"Lumen Technologies Inc.",0.028635,2953,"LUMEN TECHNOLOGIES INC",2884,18926,"550241103",1996
"213","LUV",301,"Southwest Airlines Co.",0.064135,10087,"SOUTHWEST AIRLINES",9882,92380,"844741108",1996
"214","MAA",322,"Mid-America Apartment Communities Inc.",0.059399,2275,"MID-AMERICA APT CMNTYS INC",29649,912595,"59522J103",1996
"215","MAR",168,"Marriott International Inc. Class A",0.126177,11675,"MARRIOTT INTL INC",28930,1048286,"571903202",1996
"216","MAS",421,"Masco Corporation",0.03695,3358,"MASCO CORP",7085,62996,"574599106",1996
"217","MCD",30,"McDonald's Corporation",0.559893,4053,"MCDONALD'S CORP",7154,63908,"580135101",1996
"218","MCHP",189,"Microchip Technology Incorporated",0.110956,8180,"MICROCHIP TECHNOLOGY INC",27965,827054,"595017104",1996
"219","MCK",153,"McKesson Corporation",0.141267,8152,"MCKESSON CORP",7171,927653,"58155Q103",1996
"220","MCO",151,"Moody's Corporation",0.143519,9569,"MOODY'S CORP",139665,1059556,"615369105",1996
"221","MDT",59,"Medtronic Plc",0.362127,11186,"MEDTRONIC PLC",7228,1613103,"G5960L103",1996
"222","MGM",438,"MGM Resorts International",0.033905,10562,"MGM RESORTS INTERNATIONAL",14418,789570,"552953101",1996
"223","MHK",492,"Mohawk Industries Inc.",0.017922,12044,"MOHAWK INDUSTRIES INC",25119,851968,"608190104",1996
"224","MKC",302,"McCormick & Company Incorporated",0.063432,849,"MCCORMICK & CO INC",7146,63754,"579780206",1996
"225","MLM",304,"Martin Marietta Materials Inc.",0.06336,12780,"MARTIN MARIETTA MATERIALS",29733,916076,"573284106",1996
"226","MMC",91,"Marsh & McLennan Companies Inc.",0.236324,1581,"MARSH & MCLENNAN COS",7065,62709,"571748102",1996
"227","MMM",92,"3M Company",0.234163,9527,"3M CO",7435,66740,"88579Y101",1996
"228","MNST",201,"Monster Beverage Corporation",0.105291,6171,"MONSTER BEVERAGE CORP",24316,865752,"61174X109",1996
"229","MO",94,"Altria Group Inc",0.231131,412,"ALTRIA GROUP INC",8543,764180,"02209S103",1996
"230","MRK",27,"Merck & Co. Inc.",0.642522,7238,"MERCK & CO",7257,310158,"58933Y105",1996
"231","MRO",357,"Marathon Oil Corporation",0.049012,6953,"MARATHON OIL CORP",7017,101778,"565849106",1996
"232","MS",65,"Morgan Stanley",0.339006,7583,"MORGAN STANLEY",12124,895421,"617446448",1996
"233","MSFT",2,"Microsoft Corporation",5.960905,8252,"MICROSOFT CORP",12141,789019,"594918104",1996
"234","MSI",184,"Motorola Solutions Inc.",0.115887,3263,"MOTOROLA SOLUTIONS INC",7585,68505,"620076307",1996
"235","MTB",234,"M&T Bank Corporation",0.089792,12335,"M & T BANK CORP",4699,36270,"55261F104",1996
"236","MTCH",307,"Match Group Inc.",0.062673,5464,"MATCH GROUP INC",26061,891103,"57667L107",1996
"237","MTD",236,"Mettler-Toledo International Inc.",0.089344,6790,"METTLER-TOLEDO INTL INC",65772,1037646,"592688105",1996
"238","MU",107,"Micron Technology Inc.",0.201692,9550,"MICRON TECHNOLOGY INC",7343,723125,"595112103",1996
"239","NDSN",426,"Nordson Corporation",0.035719,5058,"NORDSON CORP",7921,72331,"655663102",1996
"240","NEE",40,"NextEra Energy Inc.",0.488086,1324,"NEXTERA ENERGY INC",4517,753308,"65339F101",1996
"241","NEM",206,"Newmont Corporation",0.103273,1649,"NEWMONT CORP",7881,1164727,"651639106",1996
