"","ticker","Rank","Company","Weight","X","conm","gvkey","cik","cusip","fyear"
"1","AAL",467,"American Airlines Group Inc.",0.026195,9483,"AMERICAN AIRLINES GROUP INC",1045,6201,"02376R102",1997
"2","AAPL",1,"Apple Inc.",7.13518,11156,"APPLE INC",1690,320193,"037833100",1997
"3","ABC",310,"AmerisourceBergen Corporation",0.0622,438,"AMERISOURCEBERGEN CORP",31673,1140859,"03073E105",1997
"4","ABMD",413,"ABIOMED Inc.",0.038389,4688,"ABIOMED INC",13619,815094,"003654100",1997
"5","ABT",34,"Abbott Laboratories",0.551666,9429,"ABBOTT LABORATORIES",1078,1800,"002824100",1997
"6","ADBE",29,"Adobe Incorporated",0.561778,10874,"ADOBE INC",12540,796343,"00724F101",1997
"7","ADI",84,"Analog Devices Inc.",0.259498,713,"ANALOG DEVICES INC",1632,6281,"032654105",1997
"8","ADM",158,"Archer-Daniels-Midland Company",0.135102,5405,"ARCHER-DANIELS-MIDLAND CO",1722,7084,"039483102",1997
"9","ADP",71,"Automatic Data Processing Inc.",0.29231,6774,"AUTOMATIC DATA PROCESSING",1891,8670,"053015103",1997
"10","ADSK",156,"Autodesk Inc.",0.137083,10716,"AUTODESK INC",1878,769397,"052769106",1997
"11","AEE",286,"Ameren Corporation",0.068674,7956,"AMEREN CORP",10860,1002910,"023608102",1997
"12","AEP",149,"American Electric Power Company Inc.",0.146644,7355,"AMERICAN ELECTRIC POWER CO",1440,4904,"025537101",1997
"13","AES",390,"AES Corporation",0.042682,1216,"AES CORP (THE)",24216,874761,"00130H105",1997
"14","AFL",211,"Aflac Incorporated",0.10194,4270,"AFLAC INC",1449,4977,"001055102",1997
"15","AIG",181,"American International Group Inc.",0.116504,2139,"AMERICAN INTERNATIONAL GROUP",1487,5272,"026874784",1997
"16","AJG",204,"Arthur J. Gallagher & Co.",0.103896,6716,"ARTHUR J GALLAGHER & CO",4973,354190,"363576109",1997
"17","ALB",255,"Albemarle Corporation",0.082195,5705,"ALBEMARLE CORP",29751,915913,"012653101",1997
"18","ALK",495,"Alaska Air Group Inc.",0.016034,3005,"ALASKA AIR GROUP INC",1230,766421,"011659109",1997
