"","ticker","tic","gvkey"
"83","MMC","MMC",7065
"84","MMM","MMM",7435
"85","SO","SO",9850
"86","MO","MO",8543
"87","BKNG","BKNG",119314
"88","CB","CB",28034
"89","CCI","CCI",113490
"90","TGT","TGT",3813
"91","GILD","GILD",24856
"92","TJX","TJX",11672
"93","SYK","SYK",10115
"94","CME","CME",149070
"95","NOC","NOC",7985
"96","VRTX","VRTX",24344
"97","LRCX","LRCX",6565
"98","CSX","CSX",2574
"99","MU","MU",7343
"100","BDX","BDX",2111
"101","PNC","PNC",8245
"102","CL","CL",3170
"103","D","D",4029
"104","PGR","PGR",13341
"105","TFC","TFC",11856
"106","EW","EW",133366
"107","USB","USB",4723
"108","EQIX","EQIX",138743
"109","WM","WM",14477
"110","EOG","EOG",16478
"111","FIS","FIS",165993
"112","EL","EL",61567
"113","REGN","REGN",23812
"114","FISV","FISV",12635
"115","ATVI","ATVI",180405
"116","HUM","HUM",27914
"117","AON","AON",3221
"118","F","F",4839
"119","NSC","NSC",7923
"120","BSX","BSX",25279
"121","SHW","SHW",9667
"122","ITW","ITW",5878
"123","ETN","ETN",4199
"124","OXY","OXY",8068
"125","KLAC","KLAC",6304
"126","DG","DG",4016
"127","SNPS","SNPS",24975
"128","ICE","ICE",163610
"129","FDX","FDX",4598
"130","CNC","CNC",145552
"131","APD","APD",1209
"132","EMR","EMR",4321
"133","GM","GM",5073
"134","GD","GD",5046
"135","SLB","SLB",9465
"136","SRE","SRE",8272
"137","PXD","PXD",14359
"138","CHTR","CHTR",126136
"139","AEP","AEP",1440
"140","CDNS","CDNS",13421
"141","MCO","MCO",139665
"142","PSA","PSA",10096
"143","MCK","MCK",7171
"144","HCA","HCA",22260
"145","ADSK","ADSK",1878
"146","LHX","LHX",5492
"147","ADM","ADM",1722
"148","ORLY","ORLY",28180
"149","VLO","VLO",15247
"150","GIS","GIS",5071
"151","APH","APH",14282
"152","ROP","ROP",24925
"153","EXC","EXC",8539
"154","KMB","KMB",6435
"155","O","O",30822
"156","MAR","MAR",28930
"157","SYY","SYY",10247
"158","CMG","CMG",165914
"159","MET","MET",133768
"160","FCX","FCX",14590
"161","AZO","AZO",23809
"162","COF","COF",30990
"163","ECL","ECL",4213
"164","FTNT","FTNT",183377
"165","PAYX","PAYX",8402
"166","AIG","AIG",1487
"167","STZ","STZ",2710
"168","XEL","XEL",7977
"169","MSI","MSI",7585
"170","WMB","WMB",11506
"171","A","A",126554
"172","MSCI","MSCI",178507
"173","MCHP","MCHP",27965
"174","WELL","WELL",5543
"175","TRV","TRV",62689
"176","JCI","JCI",6268
"177","DVN","DVN",14934
"178","CTAS","CTAS",3062
"179","DLTR","DLTR",31587
"180","PRU","PRU",143356
"181","SBAC","SBAC",121382
"182","PH","PH",8358
"183","DLR","DLR",160991
"184","MNST","MNST",24316
"185","EA","EA",16721
"186","GPN","GPN",141913
"187","AJG","AJG",4973
"188","HLT","HLT",5643
"189","NEM","NEM",7881
"190","CTSH","CTSH",111864
"191","WBD","WBD",164296
"192","YUM","YUM",65417
"193","NUE","NUE",8030
"194","AFL","AFL",1449
"195","RMD","RMD",31887
"196","DXCM","DXCM",162887
"197","KMI","KMI",6310
"198","ED","ED",3413
"199","HPQ","HPQ",5606
"200","SPG","SPG",29389
"201","ILMN","ILMN",138205
"202","TT","TT",5959
"203","IDXX","IDXX",24197
"204","HSY","HSY",5597
"205","TDG","TDG",148349
"206","PEG","PEG",8810
"207","WEC","WEC",11550
"208","ALL","ALL",28349
"209","BK","BK",2019
"210","IFF","IFF",6078
"211","CMI","CMI",3650
"212","PCAR","PCAR",8253
"213","MTB","MTB",4699
"214","ES","ES",7970
"215","MTD","MTD",65772
"216","KR","KR",6502
"217","BIIB","BIIB",24468
"218","HES","HES",1380
"219","DD","DD",4060
"220","PPG","PPG",8247
"221","BAX","BAX",2086
"222","AMP","AMP",164708
"223","FAST","FAST",14225
"224","APTV","APTV",118122
"225","RSG","RSG",112168
"226","AME","AME",1598
"227","ROK","ROK",9203
"228","ON","ON",134932
"229","KDP","KDP",28877
"230","FRC","FRC",14275
"231","AVB","AVB",29875
"232","ALB","ALB",29751
"233","ROST","ROST",9248
"234","DFS","DFS",177376
"235","TROW","TROW",12138
"236","WBA","WBA",11264
"237","GLW","GLW",3532
"238","ODFL","ODFL",24617
"239","CPRT","CPRT",29901
"240","EBAY","EBAY",114524
"241","CBRE","CBRE",260774
"242","WY","WY",11456
"243","KHC","KHC",5568
"244","OKE","OKE",8151
"245","EIX","EIX",9846
"246","TSN","TSN",10793
"247","HAL","HAL",5439
"248","EQR","EQR",28733
"249","STT","STT",10035
"250","DTE","DTE",3897
"251","EFX","EFX",4423
"252","WST","WST",11376
"253","EXR","EXR",160479
"254","CDW","CDW",28320
"255","DHI","DHI",25340
"256","ANSS","ANSS",63080
"257","IT","IT",12441
"258","ARE","ARE",64821
"259","CTRA","CTRA",20548
"260","AEE","AEE",10860
"261","ZBH","ZBH",144559
"262","GWW","GWW",5256
"263","LH","LH",14960
"264","ETR","ETR",7366
"265","BALL","BALL",1988
"266","SIVB","SIVB",17120
"267","DRE","DRE",13510
"268","FITB","FITB",4640
"269","WTW","WTW",144009
"270","URI","URI",66065
"271","FE","FE",8099
"272","STE","STE",25313
"273","LUV","LUV",9882
"274","MKC","MKC",7146
"275","MPWR","MPWR",160888
"276","MLM","MLM",29733
"277","PPL","PPL",8455
"278","VMC","VMC",11228
"279","MTCH","MTCH",26061
"280","GPC","GPC",5125
"281","ABC","ABC",31673
"282","TSCO","TSCO",29736
"283","LEN","LEN",6669
"284","CHD","CHD",3026
"285","HIG","HIG",61739
"286","WAT","WAT",61574
"287","VTR","VTR",110179
"288","NDAQ","NDAQ",149337
"289","ALGN","ALGN",141384
"290","ULTA","ULTA",178704
"291","MAA","MAA",29649
"292","CF","CF",163946
"293","NTRS","NTRS",7982
"294","DAL","DAL",3851
"295","TTWO","TTWO",64630
"296","CMS","CMS",3439
"297","CNP","CNP",5742
"298","RF","RF",4674
"299","PWR","PWR",66446
"300","IR","IR",30098
"301","PKI","PKI",4145
"302","MOS","MOS",162129
"303","AMCR","AMCR",100243
"304","MOH","MOH",152149
"305","RJF","RJF",8898
"306","HBAN","HBAN",5786
"307","BR","BR",176928
"308","DOV","DOV",4058
"309","VRSN","VRSN",66368
"310","K","K",6375
"311","TDY","TDY",126721
"312","HOLX","HOLX",20904
"313","ESS","ESS",30293
"314","SWKS","SWKS",1327
"315","CLX","CLX",3121
"316","EXPD","EXPD",4494
"317","ZBRA","ZBRA",24405
"318","WAB","WAB",60979
"319","TRMB","TRMB",22815
"320","MRO","MRO",7017
"321","GNRC","GNRC",183736
"322","ATO","ATO",4383
"323","CAH","CAH",2751
"324","KEY","KEY",9783
"325","J","J",6216
"326","TYL","TYL",10789
"327","CAG","CAG",3362
"328","DGX","DGX",64166
"329","TER","TER",10453
"330","KMX","KMX",64410
"331","DRI","DRI",31846
"332","NTAP","NTAP",61591
"333","COO","COO",3504
"334","FDS","FDS",63172
"335","STX","STX",150937
"336","AVY","AVY",1913
"337","IP","IP",6104
"338","IEX","IEX",15267
"339","EXPE","EXPE",126296
"340","PFG","PFG",145701
"341","EVRG","EVRG",6338
"342","AKAM","AKAM",125595
"343","WDC","WDC",11399
"344","LNT","LNT",11554
"345","BBY","BBY",2184
"346","JKHY","JKHY",11811
"347","TECH","TECH",15414
"348","JBHT","JBHT",5783
"349","LKQ","LKQ",155394
"350","PARA","PARA",13714
"351","AES","AES",24216
"352","PEAK","PEAK",13125
"353","BRO","BRO",15417
"354","CPT","CPT",28629
"355","GRMN","GRMN",141459
"356","SJM","SJM",9777
"357","OMC","OMC",4066
"358","DPZ","DPZ",160211
"359","POOL","POOL",61420
"360","NLOK","NLOK",15855
"361","CHRW","CHRW",65609
"362","VFC","VFC",11060
"363","TXT","TXT",10519
"364","SWK","SWK",10016
"365","CINF","CINF",14824
"366","LDOS","LDOS",165123
"367","IRM","IRM",62374
"368","HRL","HRL",5709
"369","UDR","UDR",10894
"370","FMC","FMC",4510
"371","INCY","INCY",29127
"372","BF.B","BF.B",2435
"373","ABMD","ABMD",13619
"374","KIM","KIM",24731
"375","NVR","NVR",12459
"376","LVS","LVS",161844
"377","PKG","PKG",128978
"378","LYV","LYV",165746
"379","WRB","WRB",14822
"380","MAS","MAS",7085
"381","PTC","PTC",18699
"382","CTXS","CTXS",61676
"383","BXP","BXP",64925
"384","NDSN","NDSN",7921
"385","NI","NI",7974
"386","HST","HST",7063
"387","CRL","CRL",137131
"388","APA","APA",1678
"389","AAP","AAP",145977
"390","CE","CE",162254
"391","EMN","EMN",29392
"392","SNA","SNA",9778
"393","UAL","UAL",10795
"394","BIO","BIO",2220
"395","MGM","MGM",14418
"396","VTRS","VTRS",7637
"397","TFX","TFX",10407
"398","SBNY","SBNY",160776
"399","IPG","IPG",6136
"400","QRVO","QRVO",64853
"401","WRK","WRK",29830
"402","L","L",6781
"403","HSIC","HSIC",61494
"404","MKTX","MKTX",158742
"405","CMA","CMA",3231
"406","TAP","TAP",3505
"407","HAS","HAS",5518
"408","CPB","CPB",2663
"409","PHM","PHM",8823
"410","RE","RE",61388
"411","FFIV","FFIV",121077
"412","LUMN","LUMN",2884
"413","AIZ","AIZ",157057
"414","REG","REG",29099
"415","WHR","WHR",11465
"416","BWA","BWA",28742
"417","NRG","NRG",135990
"418","CCL","CCL",13498
"419","GL","GL",10614
"420","AAL","AAL",1045
"421","JNPR","JNPR",121718
"422","BBWI","BBWI",6733
"423","TPR","TPR",140541
"424","RHI","RHI",2312
"425","NLSN","NLSN",100873
"426","ROL","ROL",9225
"427","LNC","LNC",6742
"428","SEE","SEE",9555
"429","PNW","PNW",1075
"430","RCL","RCL",28191
"431","ZION","ZION",11687
"432","AOS","AOS",9771
"433","PNR","PNR",8463
"434","XRAY","XRAY",13700
"435","DXC","DXC",3336
"436","NWL","NWL",7875
"437","BEN","BEN",4885
"438","UHS","UHS",11032
"439","FRT","FRT",4605
"440","WYNN","WYNN",149318
"441","MHK","MHK",25119
"442","IVZ","IVZ",29804
"443","PENN","PENN",30259
"444","ALK","ALK",1230
"445","DVA","DVA",61483
"446","VNO","VNO",11220
"447","RL","RL",64891
"448","PVH","PVH",8551
"449","DISH","DISH",60900
