"","ticker","tic","gvkey"
"83","PNC","PNC",8245
"84","CL","CL",3170
"85","D","D",4029
"86","PGR","PGR",13341
"87","TFC","TFC",11856
"88","USB","USB",4723
"89","WM","WM",14477
"90","EOG","EOG",16478
"91","EL","EL",61567
"92","REGN","REGN",23812
"93","FISV","FISV",12635
"94","HUM","HUM",27914
"95","AON","AON",3221
"96","F","F",4839
"97","NSC","NSC",7923
"98","BSX","BSX",25279
"99","SHW","SHW",9667
"100","ITW","ITW",5878
"101","ETN","ETN",4199
"102","OXY","OXY",8068
"103","KLAC","KLAC",6304
"104","DG","DG",4016
"105","SNPS","SNPS",24975
"106","FDX","FDX",4598
"107","APD","APD",1209
"108","EMR","EMR",4321
"109","GM","GM",5073
"110","GD","GD",5046
"111","SLB","SLB",9465
"112","SRE","SRE",8272
"113","PXD","PXD",14359
"114","AEP","AEP",1440
"115","CDNS","CDNS",13421
"116","PSA","PSA",10096
"117","MCK","MCK",7171
"118","HCA","HCA",22260
"119","ADSK","ADSK",1878
"120","LHX","LHX",5492
"121","ADM","ADM",1722
"122","ORLY","ORLY",28180
"123","VLO","VLO",15247
"124","GIS","GIS",5071
"125","APH","APH",14282
"126","ROP","ROP",24925
"127","EXC","EXC",8539
"128","KMB","KMB",6435
"129","O","O",30822
"130","MAR","MAR",28930
"131","SYY","SYY",10247
"132","FCX","FCX",14590
"133","AZO","AZO",23809
"134","COF","COF",30990
"135","ECL","ECL",4213
"136","PAYX","PAYX",8402
"137","AIG","AIG",1487
"138","STZ","STZ",2710
"139","XEL","XEL",7977
"140","MSI","MSI",7585
"141","WMB","WMB",11506
"142","MCHP","MCHP",27965
"143","WELL","WELL",5543
"144","TRV","TRV",62689
"145","JCI","JCI",6268
"146","DVN","DVN",14934
"147","CTAS","CTAS",3062
"148","DLTR","DLTR",31587
"149","PH","PH",8358
"150","MNST","MNST",24316
"151","EA","EA",16721
"152","AJG","AJG",4973
"153","HLT","HLT",5643
"154","NEM","NEM",7881
"155","YUM","YUM",65417
"156","NUE","NUE",8030
"157","AFL","AFL",1449
"158","RMD","RMD",31887
"159","KMI","KMI",6310
"160","ED","ED",3413
"161","HPQ","HPQ",5606
"162","SPG","SPG",29389
"163","TT","TT",5959
"164","IDXX","IDXX",24197
"165","HSY","HSY",5597
"166","PEG","PEG",8810
"167","WEC","WEC",11550
"168","ALL","ALL",28349
"169","BK","BK",2019
"170","IFF","IFF",6078
"171","CMI","CMI",3650
"172","PCAR","PCAR",8253
"173","MTB","MTB",4699
"174","ES","ES",7970
"175","KR","KR",6502
"176","BIIB","BIIB",24468
"177","HES","HES",1380
"178","DD","DD",4060
"179","PPG","PPG",8247
"180","BAX","BAX",2086
"181","FAST","FAST",14225
"182","AME","AME",1598
"183","ROK","ROK",9203
"184","KDP","KDP",28877
"185","FRC","FRC",14275
"186","AVB","AVB",29875
"187","ALB","ALB",29751
"188","ROST","ROST",9248
"189","TROW","TROW",12138
"190","WBA","WBA",11264
"191","GLW","GLW",3532
"192","ODFL","ODFL",24617
"193","CPRT","CPRT",29901
"194","WY","WY",11456
"195","KHC","KHC",5568
"196","OKE","OKE",8151
"197","EIX","EIX",9846
"198","TSN","TSN",10793
"199","HAL","HAL",5439
"200","EQR","EQR",28733
"201","STT","STT",10035
"202","DTE","DTE",3897
"203","EFX","EFX",4423
"204","WST","WST",11376
"205","CDW","CDW",28320
"206","DHI","DHI",25340
"207","ANSS","ANSS",63080
"208","IT","IT",12441
"209","ARE","ARE",64821
"210","CTRA","CTRA",20548
"211","AEE","AEE",10860
"212","GWW","GWW",5256
"213","LH","LH",14960
"214","ETR","ETR",7366
"215","BALL","BALL",1988
"216","SIVB","SIVB",17120
"217","DRE","DRE",13510
"218","FITB","FITB",4640
"219","FE","FE",8099
"220","STE","STE",25313
"221","LUV","LUV",9882
"222","MKC","MKC",7146
"223","MLM","MLM",29733
"224","PPL","PPL",8455
"225","VMC","VMC",11228
"226","MTCH","MTCH",26061
"227","GPC","GPC",5125
"228","ABC","ABC",31673
"229","TSCO","TSCO",29736
"230","LEN","LEN",6669
"231","CHD","CHD",3026
"232","HIG","HIG",61739
"233","WAT","WAT",61574
"234","MAA","MAA",29649
"235","NTRS","NTRS",7982
"236","DAL","DAL",3851
"237","CMS","CMS",3439
"238","CNP","CNP",5742
"239","RF","RF",4674
"240","IR","IR",30098
"241","PKI","PKI",4145
"242","AMCR","AMCR",100243
"243","RJF","RJF",8898
"244","HBAN","HBAN",5786
"245","DOV","DOV",4058
"246","VRSN","VRSN",66368
"247","K","K",6375
"248","HOLX","HOLX",20904
"249","ESS","ESS",30293
"250","SWKS","SWKS",1327
"251","CLX","CLX",3121
"252","EXPD","EXPD",4494
"253","ZBRA","ZBRA",24405
"254","WAB","WAB",60979
"255","TRMB","TRMB",22815
"256","MRO","MRO",7017
"257","ATO","ATO",4383
"258","CAH","CAH",2751
"259","KEY","KEY",9783
"260","J","J",6216
"261","TYL","TYL",10789
"262","CAG","CAG",3362
"263","DGX","DGX",64166
"264","TER","TER",10453
"265","KMX","KMX",64410
"266","DRI","DRI",31846
"267","NTAP","NTAP",61591
"268","COO","COO",3504
"269","FDS","FDS",63172
"270","AVY","AVY",1913
"271","IP","IP",6104
"272","IEX","IEX",15267
"273","EVRG","EVRG",6338
"274","WDC","WDC",11399
"275","LNT","LNT",11554
"276","BBY","BBY",2184
"277","JKHY","JKHY",11811
"278","TECH","TECH",15414
"279","JBHT","JBHT",5783
"280","PARA","PARA",13714
"281","AES","AES",24216
"282","PEAK","PEAK",13125
"283","BRO","BRO",15417
"284","CPT","CPT",28629
"285","SJM","SJM",9777
"286","OMC","OMC",4066
"287","POOL","POOL",61420
"288","NLOK","NLOK",15855
"289","CHRW","CHRW",65609
"290","VFC","VFC",11060
"291","TXT","TXT",10519
"292","SWK","SWK",10016
"293","CINF","CINF",14824
"294","IRM","IRM",62374
"295","HRL","HRL",5709
"296","UDR","UDR",10894
"297","FMC","FMC",4510
"298","INCY","INCY",29127
"299","BF.B","BF.B",2435
"300","ABMD","ABMD",13619
"301","KIM","KIM",24731
"302","NVR","NVR",12459
"303","WRB","WRB",14822
"304","MAS","MAS",7085
"305","PTC","PTC",18699
"306","CTXS","CTXS",61676
"307","BXP","BXP",64925
"308","NDSN","NDSN",7921
"309","NI","NI",7974
"310","HST","HST",7063
"311","APA","APA",1678
"312","EMN","EMN",29392
"313","SNA","SNA",9778
"314","UAL","UAL",10795
"315","BIO","BIO",2220
"316","MGM","MGM",14418
"317","VTRS","VTRS",7637
"318","TFX","TFX",10407
"319","IPG","IPG",6136
"320","QRVO","QRVO",64853
"321","WRK","WRK",29830
"322","L","L",6781
"323","HSIC","HSIC",61494
"324","CMA","CMA",3231
"325","TAP","TAP",3505
"326","HAS","HAS",5518
"327","CPB","CPB",2663
"328","PHM","PHM",8823
"329","RE","RE",61388
"330","LUMN","LUMN",2884
"331","REG","REG",29099
"332","WHR","WHR",11465
"333","BWA","BWA",28742
"334","CCL","CCL",13498
"335","GL","GL",10614
"336","AAL","AAL",1045
"337","BBWI","BBWI",6733
"338","RHI","RHI",2312
"339","ROL","ROL",9225
"340","LNC","LNC",6742
"341","SEE","SEE",9555
"342","PNW","PNW",1075
"343","RCL","RCL",28191
"344","ZION","ZION",11687
"345","AOS","AOS",9771
"346","PNR","PNR",8463
"347","XRAY","XRAY",13700
"348","DXC","DXC",3336
"349","NWL","NWL",7875
"350","BEN","BEN",4885
"351","UHS","UHS",11032
"352","FRT","FRT",4605
"353","MHK","MHK",25119
"354","IVZ","IVZ",29804
"355","PENN","PENN",30259
"356","ALK","ALK",1230
"357","DVA","DVA",61483
"358","VNO","VNO",11220
"359","RL","RL",64891
"360","PVH","PVH",8551
"361","DISH","DISH",60900
