"","ticker","tic","gvkey"
"82","SO","SO",9850
"83","MO","MO",8543
"84","BKNG","BKNG",119314
"85","CB","CB",28034
"86","CCI","CCI",113490
"87","TGT","TGT",3813
"88","GILD","GILD",24856
"89","TJX","TJX",11672
"90","SYK","SYK",10115
"91","CME","CME",149070
"92","NOC","NOC",7985
"93","VRTX","VRTX",24344
"94","LRCX","LRCX",6565
"95","CSX","CSX",2574
"96","MU","MU",7343
"97","BDX","BDX",2111
"98","PNC","PNC",8245
"99","CL","CL",3170
"100","D","D",4029
"101","PGR","PGR",13341
"102","TFC","TFC",11856
"103","EW","EW",133366
"104","USB","USB",4723
"105","EQIX","EQIX",138743
"106","WM","WM",14477
"107","EOG","EOG",16478
"108","FIS","FIS",165993
"109","EL","EL",61567
"110","REGN","REGN",23812
"111","FISV","FISV",12635
"112","HUM","HUM",27914
"113","AON","AON",3221
"114","F","F",4839
"115","NSC","NSC",7923
"116","BSX","BSX",25279
"117","SHW","SHW",9667
"118","ITW","ITW",5878
"119","ETN","ETN",4199
"120","OXY","OXY",8068
"121","KLAC","KLAC",6304
"122","DG","DG",4016
"123","SNPS","SNPS",24975
"124","ICE","ICE",163610
"125","FDX","FDX",4598
"126","CNC","CNC",145552
"127","APD","APD",1209
"128","EMR","EMR",4321
"129","GM","GM",5073
"130","GD","GD",5046
"131","SLB","SLB",9465
"132","SRE","SRE",8272
"133","PXD","PXD",14359
"134","CHTR","CHTR",126136
"135","AEP","AEP",1440
"136","CDNS","CDNS",13421
"137","MCO","MCO",139665
"138","PSA","PSA",10096
"139","MCK","MCK",7171
"140","HCA","HCA",22260
"141","ADSK","ADSK",1878
"142","LHX","LHX",5492
"143","ADM","ADM",1722
"144","ORLY","ORLY",28180
"145","VLO","VLO",15247
"146","GIS","GIS",5071
"147","APH","APH",14282
"148","ROP","ROP",24925
"149","EXC","EXC",8539
"150","KMB","KMB",6435
"151","O","O",30822
"152","MAR","MAR",28930
"153","SYY","SYY",10247
"154","CMG","CMG",165914
"155","MET","MET",133768
"156","TEL","TEL",177267
"157","FCX","FCX",14590
"158","AZO","AZO",23809
"159","COF","COF",30990
"160","ECL","ECL",4213
"161","PAYX","PAYX",8402
"162","AIG","AIG",1487
"163","STZ","STZ",2710
"164","XEL","XEL",7977
"165","MSI","MSI",7585
"166","WMB","WMB",11506
"167","A","A",126554
"168","MSCI","MSCI",178507
"169","MCHP","MCHP",27965
"170","WELL","WELL",5543
"171","TRV","TRV",62689
"172","JCI","JCI",6268
"173","DVN","DVN",14934
"174","CTAS","CTAS",3062
"175","DLTR","DLTR",31587
"176","PRU","PRU",143356
"177","SBAC","SBAC",121382
"178","PH","PH",8358
"179","DLR","DLR",160991
"180","MNST","MNST",24316
"181","EA","EA",16721
"182","GPN","GPN",141913
"183","AJG","AJG",4973
"184","HLT","HLT",5643
"185","NEM","NEM",7881
"186","CTSH","CTSH",111864
"187","WBD","WBD",164296
"188","YUM","YUM",65417
"189","NUE","NUE",8030
"190","AFL","AFL",1449
"191","RMD","RMD",31887
"192","DXCM","DXCM",162887
"193","KMI","KMI",6310
"194","ED","ED",3413
"195","HPQ","HPQ",5606
"196","SPG","SPG",29389
"197","ILMN","ILMN",138205
"198","TT","TT",5959
"199","IDXX","IDXX",24197
"200","HSY","HSY",5597
"201","TDG","TDG",148349
"202","PEG","PEG",8810
"203","WEC","WEC",11550
"204","ALL","ALL",28349
"205","BK","BK",2019
"206","IFF","IFF",6078
"207","CMI","CMI",3650
"208","PCAR","PCAR",8253
"209","MTB","MTB",4699
"210","ES","ES",7970
"211","MTD","MTD",65772
"212","KR","KR",6502
"213","BIIB","BIIB",24468
"214","HES","HES",1380
"215","DD","DD",4060
"216","PPG","PPG",8247
"217","BAX","BAX",2086
"218","AMP","AMP",164708
"219","FAST","FAST",14225
"220","APTV","APTV",118122
"221","RSG","RSG",112168
"222","AME","AME",1598
"223","ROK","ROK",9203
"224","ON","ON",134932
"225","KDP","KDP",28877
"226","FRC","FRC",14275
"227","AVB","AVB",29875
"228","ALB","ALB",29751
"229","ROST","ROST",9248
"230","DFS","DFS",177376
"231","TROW","TROW",12138
"232","WBA","WBA",11264
"233","GLW","GLW",3532
"234","ODFL","ODFL",24617
"235","CPRT","CPRT",29901
"236","EBAY","EBAY",114524
"237","CBRE","CBRE",260774
"238","WY","WY",11456
"239","KHC","KHC",5568
"240","OKE","OKE",8151
"241","EIX","EIX",9846
"242","TSN","TSN",10793
"243","HAL","HAL",5439
"244","EQR","EQR",28733
"245","STT","STT",10035
"246","DTE","DTE",3897
"247","EFX","EFX",4423
"248","WST","WST",11376
"249","EXR","EXR",160479
"250","CDW","CDW",28320
"251","DHI","DHI",25340
"252","ANSS","ANSS",63080
"253","IT","IT",12441
"254","ARE","ARE",64821
"255","CTRA","CTRA",20548
"256","AEE","AEE",10860
"257","ZBH","ZBH",144559
"258","GWW","GWW",5256
"259","LH","LH",14960
"260","ETR","ETR",7366
"261","BALL","BALL",1988
"262","SIVB","SIVB",17120
"263","DRE","DRE",13510
"264","FITB","FITB",4640
"265","WTW","WTW",144009
"266","URI","URI",66065
"267","FE","FE",8099
"268","STE","STE",25313
"269","LUV","LUV",9882
"270","MKC","MKC",7146
"271","MPWR","MPWR",160888
"272","MLM","MLM",29733
"273","PPL","PPL",8455
"274","VMC","VMC",11228
"275","MTCH","MTCH",26061
"276","GPC","GPC",5125
"277","ABC","ABC",31673
"278","TSCO","TSCO",29736
"279","LEN","LEN",6669
"280","CHD","CHD",3026
"281","HIG","HIG",61739
"282","WAT","WAT",61574
"283","VTR","VTR",110179
"284","NDAQ","NDAQ",149337
"285","ALGN","ALGN",141384
"286","ULTA","ULTA",178704
"287","MAA","MAA",29649
"288","CF","CF",163946
"289","NTRS","NTRS",7982
"290","DAL","DAL",3851
"291","TTWO","TTWO",64630
"292","CMS","CMS",3439
"293","CNP","CNP",5742
"294","RF","RF",4674
"295","PWR","PWR",66446
"296","IR","IR",30098
"297","PKI","PKI",4145
"298","MOS","MOS",162129
"299","AMCR","AMCR",100243
"300","MOH","MOH",152149
"301","RJF","RJF",8898
"302","HBAN","HBAN",5786
"303","DOV","DOV",4058
"304","VRSN","VRSN",66368
"305","K","K",6375
"306","TDY","TDY",126721
"307","HOLX","HOLX",20904
"308","ESS","ESS",30293
"309","SWKS","SWKS",1327
"310","CLX","CLX",3121
"311","EXPD","EXPD",4494
"312","ZBRA","ZBRA",24405
"313","WAB","WAB",60979
"314","TRMB","TRMB",22815
"315","MRO","MRO",7017
"316","ATO","ATO",4383
"317","CAH","CAH",2751
"318","KEY","KEY",9783
"319","J","J",6216
"320","TYL","TYL",10789
"321","CAG","CAG",3362
"322","DGX","DGX",64166
"323","TER","TER",10453
"324","KMX","KMX",64410
"325","DRI","DRI",31846
"326","NTAP","NTAP",61591
"327","COO","COO",3504
"328","FDS","FDS",63172
"329","STX","STX",150937
"330","AVY","AVY",1913
"331","IP","IP",6104
"332","IEX","IEX",15267
"333","EXPE","EXPE",126296
"334","PFG","PFG",145701
"335","EVRG","EVRG",6338
"336","AKAM","AKAM",125595
"337","WDC","WDC",11399
"338","LNT","LNT",11554
"339","BBY","BBY",2184
"340","JKHY","JKHY",11811
"341","TECH","TECH",15414
"342","JBHT","JBHT",5783
"343","LKQ","LKQ",155394
"344","PARA","PARA",13714
"345","AES","AES",24216
"346","PEAK","PEAK",13125
"347","BRO","BRO",15417
"348","CPT","CPT",28629
"349","GRMN","GRMN",141459
"350","SJM","SJM",9777
"351","OMC","OMC",4066
"352","DPZ","DPZ",160211
"353","POOL","POOL",61420
"354","NLOK","NLOK",15855
"355","CHRW","CHRW",65609
"356","VFC","VFC",11060
"357","TXT","TXT",10519
"358","SWK","SWK",10016
"359","CINF","CINF",14824
"360","IRM","IRM",62374
"361","HRL","HRL",5709
"362","UDR","UDR",10894
"363","FMC","FMC",4510
"364","INCY","INCY",29127
"365","BF.B","BF.B",2435
"366","ABMD","ABMD",13619
"367","KIM","KIM",24731
"368","NVR","NVR",12459
"369","LVS","LVS",161844
"370","PKG","PKG",128978
"371","LYV","LYV",165746
"372","WRB","WRB",14822
"373","MAS","MAS",7085
"374","PTC","PTC",18699
"375","CTXS","CTXS",61676
"376","BXP","BXP",64925
"377","NDSN","NDSN",7921
"378","NI","NI",7974
"379","HST","HST",7063
"380","CRL","CRL",137131
"381","APA","APA",1678
"382","AAP","AAP",145977
"383","CE","CE",162254
"384","EMN","EMN",29392
"385","SNA","SNA",9778
"386","UAL","UAL",10795
"387","BIO","BIO",2220
"388","MGM","MGM",14418
"389","VTRS","VTRS",7637
"390","TFX","TFX",10407
"391","IPG","IPG",6136
"392","QRVO","QRVO",64853
"393","WRK","WRK",29830
"394","L","L",6781
"395","HSIC","HSIC",61494
"396","MKTX","MKTX",158742
"397","CMA","CMA",3231
"398","TAP","TAP",3505
"399","HAS","HAS",5518
"400","CPB","CPB",2663
"401","PHM","PHM",8823
"402","RE","RE",61388
"403","FFIV","FFIV",121077
"404","LUMN","LUMN",2884
"405","AIZ","AIZ",157057
"406","REG","REG",29099
"407","WHR","WHR",11465
"408","BWA","BWA",28742
"409","NRG","NRG",135990
"410","CCL","CCL",13498
"411","GL","GL",10614
"412","AAL","AAL",1045
"413","JNPR","JNPR",121718
"414","BBWI","BBWI",6733
"415","TPR","TPR",140541
"416","RHI","RHI",2312
"417","NLSN","NLSN",100873
"418","ROL","ROL",9225
"419","LNC","LNC",6742
"420","SEE","SEE",9555
"421","PNW","PNW",1075
"422","RCL","RCL",28191
"423","ZION","ZION",11687
"424","AOS","AOS",9771
"425","PNR","PNR",8463
"426","XRAY","XRAY",13700
"427","DXC","DXC",3336
"428","NWL","NWL",7875
"429","BEN","BEN",4885
"430","UHS","UHS",11032
"431","FRT","FRT",4605
"432","WYNN","WYNN",149318
"433","MHK","MHK",25119
"434","IVZ","IVZ",29804
"435","PENN","PENN",30259
"436","ALK","ALK",1230
"437","DVA","DVA",61483
"438","VNO","VNO",11220
"439","RL","RL",64891
"440","PVH","PVH",8551
"441","DISH","DISH",60900
