"","ticker","tic","gvkey"
"82","ADI","ADI",1632
"83","CI","CI",2547
"84","ISRG","ISRG",136725
"85","DUK","DUK",4093
"86","GE","GE",5047
"87","MMC","MMC",7065
"88","MMM","MMM",7435
"89","SO","SO",9850
"90","MO","MO",8543
"91","BKNG","BKNG",119314
"92","CB","CB",28034
"93","CCI","CCI",113490
"94","TGT","TGT",3813
"95","GILD","GILD",24856
"96","TJX","TJX",11672
"97","SYK","SYK",10115
"98","CME","CME",149070
"99","NOC","NOC",7985
"100","VRTX","VRTX",24344
"101","LRCX","LRCX",6565
"102","CSX","CSX",2574
"103","MU","MU",7343
"104","BDX","BDX",2111
"105","PNC","PNC",8245
"106","CL","CL",3170
"107","D","D",4029
"108","PGR","PGR",13341
"109","TFC","TFC",11856
"110","EW","EW",133366
"111","USB","USB",4723
"112","EQIX","EQIX",138743
"113","WM","WM",14477
"114","EOG","EOG",16478
"115","FIS","FIS",165993
"116","EL","EL",61567
"117","REGN","REGN",23812
"118","FISV","FISV",12635
"119","ATVI","ATVI",180405
"120","HUM","HUM",27914
"121","AON","AON",3221
"122","F","F",4839
"123","NSC","NSC",7923
"124","BSX","BSX",25279
"125","SHW","SHW",9667
"126","ITW","ITW",5878
"127","ETN","ETN",4199
"128","OXY","OXY",8068
"129","KLAC","KLAC",6304
"130","DG","DG",4016
"131","SNPS","SNPS",24975
"132","ICE","ICE",163610
"133","FDX","FDX",4598
"134","CNC","CNC",145552
"135","APD","APD",1209
"136","EMR","EMR",4321
"137","GM","GM",5073
"138","GD","GD",5046
"139","SLB","SLB",9465
"140","SRE","SRE",8272
"141","PXD","PXD",14359
"142","CHTR","CHTR",126136
"143","MPC","MPC",186989
"144","AEP","AEP",1440
"145","CDNS","CDNS",13421
"146","MCO","MCO",139665
"147","PSA","PSA",10096
"148","MCK","MCK",7171
"149","HCA","HCA",22260
"150","NXPI","NXPI",184725
"151","ADSK","ADSK",1878
"152","LHX","LHX",5492
"153","ADM","ADM",1722
"154","ORLY","ORLY",28180
"155","VLO","VLO",15247
"156","GIS","GIS",5071
"157","APH","APH",14282
"158","ROP","ROP",24925
"159","EXC","EXC",8539
"160","KMB","KMB",6435
"161","IQV","IQV",17928
"162","O","O",30822
"163","MAR","MAR",28930
"164","SYY","SYY",10247
"165","CMG","CMG",165914
"166","MET","MET",133768
"167","TEL","TEL",177267
"168","FCX","FCX",14590
"169","AZO","AZO",23809
"170","COF","COF",30990
"171","ECL","ECL",4213
"172","FTNT","FTNT",183377
"173","PAYX","PAYX",8402
"174","AIG","AIG",1487
"175","STZ","STZ",2710
"176","XEL","XEL",7977
"177","MSI","MSI",7585
"178","WMB","WMB",11506
"179","A","A",126554
"180","ENPH","ENPH",187450
"181","MSCI","MSCI",178507
"182","MCHP","MCHP",27965
"183","WELL","WELL",5543
"184","TRV","TRV",62689
"185","JCI","JCI",6268
"186","DVN","DVN",14934
"187","CTAS","CTAS",3062
"188","DLTR","DLTR",31587
"189","PRU","PRU",143356
"190","SBAC","SBAC",121382
"191","PH","PH",8358
"192","DLR","DLR",160991
"193","MNST","MNST",24316
"194","EA","EA",16721
"195","GPN","GPN",141913
"196","AJG","AJG",4973
"197","HLT","HLT",5643
"198","NEM","NEM",7881
"199","CTSH","CTSH",111864
"200","WBD","WBD",164296
"201","YUM","YUM",65417
"202","NUE","NUE",8030
"203","AFL","AFL",1449
"204","RMD","RMD",31887
"205","DXCM","DXCM",162887
"206","KMI","KMI",6310
"207","ED","ED",3413
"208","HPQ","HPQ",5606
"209","SPG","SPG",29389
"210","ILMN","ILMN",138205
"211","TT","TT",5959
"212","IDXX","IDXX",24197
"213","HSY","HSY",5597
"214","TDG","TDG",148349
"215","PEG","PEG",8810
"216","WEC","WEC",11550
"217","ALL","ALL",28349
"218","BK","BK",2019
"219","IFF","IFF",6078
"220","CMI","CMI",3650
"221","PCAR","PCAR",8253
"222","MTB","MTB",4699
"223","ES","ES",7970
"224","MTD","MTD",65772
"225","KR","KR",6502
"226","BIIB","BIIB",24468
"227","HES","HES",1380
"228","VRSK","VRSK",180652
"229","DD","DD",4060
"230","PPG","PPG",8247
"231","BAX","BAX",2086
"232","AMP","AMP",164708
"233","FAST","FAST",14225
"234","APTV","APTV",118122
"235","RSG","RSG",112168
"236","AME","AME",1598
"237","ROK","ROK",9203
"238","ON","ON",134932
"239","KDP","KDP",28877
"240","FRC","FRC",14275
"241","AVB","AVB",29875
"242","ALB","ALB",29751
"243","ROST","ROST",9248
"244","DFS","DFS",177376
"245","AWK","AWK",179437
"246","TROW","TROW",12138
"247","WBA","WBA",11264
"248","GLW","GLW",3532
"249","ODFL","ODFL",24617
"250","CPRT","CPRT",29901
"251","EBAY","EBAY",114524
"252","CBRE","CBRE",260774
"253","WY","WY",11456
"254","KHC","KHC",5568
"255","OKE","OKE",8151
"256","EIX","EIX",9846
"257","TSN","TSN",10793
"258","HAL","HAL",5439
"259","EQR","EQR",28733
"260","STT","STT",10035
"261","DTE","DTE",3897
"262","EFX","EFX",4423
"263","WST","WST",11376
"264","EXR","EXR",160479
"265","CDW","CDW",28320
"266","DHI","DHI",25340
"267","ANSS","ANSS",63080
"268","IT","IT",12441
"269","ARE","ARE",64821
"270","CTRA","CTRA",20548
"271","AEE","AEE",10860
"272","ZBH","ZBH",144559
"273","GWW","GWW",5256
"274","LH","LH",14960
"275","ETR","ETR",7366
"276","BALL","BALL",1988
"277","SIVB","SIVB",17120
"278","DRE","DRE",13510
"279","FITB","FITB",4640
"280","WTW","WTW",144009
"281","URI","URI",66065
"282","FE","FE",8099
"283","LYB","LYB",294524
"284","STE","STE",25313
"285","LUV","LUV",9882
"286","MKC","MKC",7146
"287","MPWR","MPWR",160888
"288","MLM","MLM",29733
"289","PPL","PPL",8455
"290","VMC","VMC",11228
"291","MTCH","MTCH",26061
"292","FANG","FANG",170750
"293","GPC","GPC",5125
"294","ABC","ABC",31673
"295","TSCO","TSCO",29736
"296","LEN","LEN",6669
"297","CHD","CHD",3026
"298","HIG","HIG",61739
"299","WAT","WAT",61574
"300","VTR","VTR",110179
"301","NDAQ","NDAQ",149337
"302","EPAM","EPAM",187697
"303","ALGN","ALGN",141384
"304","ULTA","ULTA",178704
"305","MAA","MAA",29649
"306","CF","CF",163946
"307","NTRS","NTRS",7982
"308","DAL","DAL",3851
"309","TTWO","TTWO",64630
"310","CMS","CMS",3439
"311","CNP","CNP",5742
"312","RF","RF",4674
"313","PWR","PWR",66446
"314","IR","IR",30098
"315","PKI","PKI",4145
"316","MOS","MOS",162129
"317","AMCR","AMCR",100243
"318","MOH","MOH",152149
"319","RJF","RJF",8898
"320","HBAN","HBAN",5786
"321","BR","BR",176928
"322","DOV","DOV",4058
"323","VRSN","VRSN",66368
"324","K","K",6375
"325","TDY","TDY",126721
"326","HOLX","HOLX",20904
"327","ESS","ESS",30293
"328","SWKS","SWKS",1327
"329","CLX","CLX",3121
"330","EXPD","EXPD",4494
"331","FLT","FLT",184700
"332","ZBRA","ZBRA",24405
"333","WAB","WAB",60979
"334","TRMB","TRMB",22815
"335","XYL","XYL",189491
"336","MRO","MRO",7017
"337","GNRC","GNRC",183736
"338","ATO","ATO",4383
"339","CAH","CAH",2751
"340","KEY","KEY",9783
"341","J","J",6216
"342","TYL","TYL",10789
"343","CAG","CAG",3362
"344","DGX","DGX",64166
"345","TER","TER",10453
"346","KMX","KMX",64410
"347","DRI","DRI",31846
"348","NTAP","NTAP",61591
"349","COO","COO",3504
"350","FDS","FDS",63172
"351","STX","STX",150937
"352","AVY","AVY",1913
"353","IP","IP",6104
"354","IEX","IEX",15267
"355","EXPE","EXPE",126296
"356","PFG","PFG",145701
"357","EVRG","EVRG",6338
"358","AKAM","AKAM",125595
"359","WDC","WDC",11399
"360","LNT","LNT",11554
"361","BBY","BBY",2184
"362","JKHY","JKHY",11811
"363","TECH","TECH",15414
"364","JBHT","JBHT",5783
"365","LKQ","LKQ",155394
"366","PARA","PARA",13714
"367","AES","AES",24216
"368","PEAK","PEAK",13125
"369","BRO","BRO",15417
"370","CPT","CPT",28629
"371","GRMN","GRMN",141459
"372","SJM","SJM",9777
"373","OMC","OMC",4066
"374","DPZ","DPZ",160211
"375","POOL","POOL",61420
"376","NLOK","NLOK",15855
"377","CHRW","CHRW",65609
"378","VFC","VFC",11060
"379","TXT","TXT",10519
"380","SWK","SWK",10016
"381","CINF","CINF",14824
"382","LDOS","LDOS",165123
"383","IRM","IRM",62374
"384","HRL","HRL",5709
"385","UDR","UDR",10894
"386","FMC","FMC",4510
"387","INCY","INCY",29127
"388","BF.B","BF.B",2435
"389","ABMD","ABMD",13619
"390","KIM","KIM",24731
"391","NVR","NVR",12459
"392","LVS","LVS",161844
"393","PKG","PKG",128978
"394","LYV","LYV",165746
"395","WRB","WRB",14822
"396","MAS","MAS",7085
"397","PTC","PTC",18699
"398","CTXS","CTXS",61676
"399","BXP","BXP",64925
"400","NDSN","NDSN",7921
"401","NI","NI",7974
"402","HST","HST",7063
"403","CRL","CRL",137131
"404","APA","APA",1678
"405","AAP","AAP",145977
"406","CE","CE",162254
"407","EMN","EMN",29392
"408","SNA","SNA",9778
"409","UAL","UAL",10795
"410","BIO","BIO",2220
"411","MGM","MGM",14418
"412","VTRS","VTRS",7637
"413","TFX","TFX",10407
"414","SBNY","SBNY",160776
"415","IPG","IPG",6136
"416","QRVO","QRVO",64853
"417","WRK","WRK",29830
"418","L","L",6781
"419","HSIC","HSIC",61494
"420","MKTX","MKTX",158742
"421","CMA","CMA",3231
"422","TAP","TAP",3505
"423","HAS","HAS",5518
"424","CPB","CPB",2663
"425","PHM","PHM",8823
"426","RE","RE",61388
"427","FFIV","FFIV",121077
"428","LUMN","LUMN",2884
"429","AIZ","AIZ",157057
"430","REG","REG",29099
"431","WHR","WHR",11465
"432","BWA","BWA",28742
"433","NRG","NRG",135990
"434","CCL","CCL",13498
"435","GL","GL",10614
"436","AAL","AAL",1045
"437","JNPR","JNPR",121718
"438","BBWI","BBWI",6733
"439","TPR","TPR",140541
"440","HII","HII",186310
"441","RHI","RHI",2312
"442","NLSN","NLSN",100873
"443","ROL","ROL",9225
"444","LNC","LNC",6742
"445","SEE","SEE",9555
"446","PNW","PNW",1075
"447","RCL","RCL",28191
"448","ZION","ZION",11687
"449","AOS","AOS",9771
"450","PNR","PNR",8463
"451","XRAY","XRAY",13700
"452","DXC","DXC",3336
"453","NWL","NWL",7875
"454","BEN","BEN",4885
"455","UHS","UHS",11032
"456","FRT","FRT",4605
"457","WYNN","WYNN",149318
"458","MHK","MHK",25119
"459","IVZ","IVZ",29804
"460","PENN","PENN",30259
"461","ALK","ALK",1230
"462","DVA","DVA",61483
"463","NCLH","NCLH",104432
"464","VNO","VNO",11220
"465","RL","RL",64891
"466","PVH","PVH",8551
"467","DISH","DISH",60900
