"","ticker","tic","gvkey"
"1","AAPL","AAPL",1690
"2","MSFT","MSFT",12141
"3","AMZN","AMZN",64768
"4","TSLA","TSLA",184996
"5","GOOGL","GOOGL",160329
"6","BRK.B","BRK.B",2176
"7","UNH","UNH",10903
"8","NVDA","NVDA",117768
"9","JNJ","JNJ",6266
"10","XOM","XOM",4503
"11","META","META",170617
"12","PG","PG",8762
"13","V","V",179534
"14","JPM","JPM",2968
"15","CVX","CVX",2991
"16","HD","HD",5680
"17","MA","MA",160225
"18","PFE","PFE",8530
"19","LLY","LLY",6730
"20","KO","KO",3144
"21","PEP","PEP",8479
"22","COST","COST",29028
"23","BAC","BAC",7647
"24","TMO","TMO",10530
"25","MRK","MRK",7257
"26","AVGO","AVGO",180711
"27","ADBE","ADBE",12540
"28","MCD","MCD",7154
"29","ACN","ACN",143357
"30","DIS","DIS",3980
"31","VZ","VZ",2136
"32","ABT","ABT",1078
"33","CSCO","CSCO",20779
"34","WMT","WMT",11259
"35","DHR","DHR",3735
"36","CRM","CRM",157855
"37","CMCSA","CMCSA",3226
"38","NEE","NEE",4517
"39","QCOM","QCOM",24800
"40","TXN","TXN",10499
"41","WFC","WFC",8007
"42","AMD","AMD",1161
"43","BMY","BMY",2403
"44","PM","PM",179621
"45","LIN","LIN",25124
"46","INTC","INTC",6008
"47","NKE","NKE",7906
"48","UPS","UPS",10920
"49","UNP","UNP",10867
"50","RTX","RTX",10983
"51","T","T",9899
"52","AMGN","AMGN",1602
"53","HON","HON",1300
"54","SPGI","SPGI",7163
"55","INTU","INTU",27928
"56","CVS","CVS",7241
"57","MDT","MDT",7228
"58","LOW","LOW",6829
"59","AMT","AMT",105365
"60","COP","COP",8549
"61","ORCL","ORCL",12142
"62","IBM","IBM",6066
"63","MS","MS",12124
"64","ELV","ELV",145046
"65","GS","GS",114628
"66","SCHW","SCHW",13988
"67","LMT","LMT",6774
"68","ADP","ADP",1891
"69","C","C",3243
"70","NFLX","NFLX",147579
"71","CAT","CAT",2817
"72","SBUX","SBUX",25434
"73","PLD","PLD",29984
"74","BLK","BLK",124434
"75","DE","DE",3835
"76","AMAT","AMAT",1704
"77","AXP","AXP",1447
"78","NOW","NOW",171007
"79","BA","BA",2285
"80","MDLZ","MDLZ",142953
"81","ADI","ADI",1632
"82","CI","CI",2547
