"","ticker","tic","gvkey"
"84","D","D",4029
"85","PGR","PGR",13341
"86","TFC","TFC",11856
"87","USB","USB",4723
"88","WM","WM",14477
"89","EOG","EOG",16478
"90","REGN","REGN",23812
"91","FISV","FISV",12635
"92","HUM","HUM",27914
"93","AON","AON",3221
"94","F","F",4839
"95","NSC","NSC",7923
"96","BSX","BSX",25279
"97","SHW","SHW",9667
"98","ITW","ITW",5878
"99","ETN","ETN",4199
"100","OXY","OXY",8068
"101","KLAC","KLAC",6304
"102","DG","DG",4016
"103","SNPS","SNPS",24975
"104","FDX","FDX",4598
"105","APD","APD",1209
"106","EMR","EMR",4321
"107","GM","GM",5073
"108","GD","GD",5046
"109","SLB","SLB",9465
"110","SRE","SRE",8272
"111","PXD","PXD",14359
"112","AEP","AEP",1440
"113","CDNS","CDNS",13421
"114","PSA","PSA",10096
"115","MCK","MCK",7171
"116","HCA","HCA",22260
"117","ADSK","ADSK",1878
"118","LHX","LHX",5492
"119","ADM","ADM",1722
"120","ORLY","ORLY",28180
"121","VLO","VLO",15247
"122","GIS","GIS",5071
"123","APH","APH",14282
"124","ROP","ROP",24925
"125","EXC","EXC",8539
"126","KMB","KMB",6435
"127","O","O",30822
"128","MAR","MAR",28930
"129","SYY","SYY",10247
"130","FCX","FCX",14590
"131","AZO","AZO",23809
"132","COF","COF",30990
"133","ECL","ECL",4213
"134","PAYX","PAYX",8402
"135","AIG","AIG",1487
"136","STZ","STZ",2710
"137","XEL","XEL",7977
"138","MSI","MSI",7585
"139","WMB","WMB",11506
"140","MCHP","MCHP",27965
"141","WELL","WELL",5543
"142","JCI","JCI",6268
"143","DVN","DVN",14934
"144","CTAS","CTAS",3062
"145","DLTR","DLTR",31587
"146","PH","PH",8358
"147","MNST","MNST",24316
"148","EA","EA",16721
"149","AJG","AJG",4973
"150","HLT","HLT",5643
"151","NEM","NEM",7881
"152","NUE","NUE",8030
"153","AFL","AFL",1449
"154","RMD","RMD",31887
"155","KMI","KMI",6310
"156","ED","ED",3413
"157","HPQ","HPQ",5606
"158","SPG","SPG",29389
"159","TT","TT",5959
"160","IDXX","IDXX",24197
"161","HSY","HSY",5597
"162","PEG","PEG",8810
"163","WEC","WEC",11550
"164","ALL","ALL",28349
"165","BK","BK",2019
"166","IFF","IFF",6078
"167","CMI","CMI",3650
"168","PCAR","PCAR",8253
"169","MTB","MTB",4699
"170","ES","ES",7970
"171","KR","KR",6502
"172","BIIB","BIIB",24468
"173","HES","HES",1380
"174","DD","DD",4060
"175","PPG","PPG",8247
"176","BAX","BAX",2086
"177","FAST","FAST",14225
"178","AME","AME",1598
"179","ROK","ROK",9203
"180","KDP","KDP",28877
"181","FRC","FRC",14275
"182","AVB","AVB",29875
"183","ALB","ALB",29751
"184","ROST","ROST",9248
"185","TROW","TROW",12138
"186","WBA","WBA",11264
"187","GLW","GLW",3532
"188","ODFL","ODFL",24617
"189","CPRT","CPRT",29901
"190","WY","WY",11456
"191","KHC","KHC",5568
"192","OKE","OKE",8151
"193","EIX","EIX",9846
"194","TSN","TSN",10793
"195","HAL","HAL",5439
"196","EQR","EQR",28733
"197","STT","STT",10035
"198","DTE","DTE",3897
"199","EFX","EFX",4423
"200","WST","WST",11376
"201","CDW","CDW",28320
"202","DHI","DHI",25340
"203","IT","IT",12441
"204","CTRA","CTRA",20548
"205","AEE","AEE",10860
"206","GWW","GWW",5256
"207","LH","LH",14960
"208","ETR","ETR",7366
"209","BALL","BALL",1988
"210","SIVB","SIVB",17120
"211","DRE","DRE",13510
"212","FITB","FITB",4640
"213","FE","FE",8099
"214","STE","STE",25313
"215","LUV","LUV",9882
"216","MKC","MKC",7146
"217","MLM","MLM",29733
"218","PPL","PPL",8455
"219","VMC","VMC",11228
"220","MTCH","MTCH",26061
"221","GPC","GPC",5125
"222","ABC","ABC",31673
"223","TSCO","TSCO",29736
"224","LEN","LEN",6669
"225","CHD","CHD",3026
"226","HIG","HIG",61739
"227","WAT","WAT",61574
"228","MAA","MAA",29649
"229","NTRS","NTRS",7982
"230","DAL","DAL",3851
"231","CMS","CMS",3439
"232","CNP","CNP",5742
"233","RF","RF",4674
"234","IR","IR",30098
"235","PKI","PKI",4145
"236","AMCR","AMCR",100243
"237","RJF","RJF",8898
"238","HBAN","HBAN",5786
"239","DOV","DOV",4058
"240","K","K",6375
"241","HOLX","HOLX",20904
"242","ESS","ESS",30293
"243","SWKS","SWKS",1327
"244","CLX","CLX",3121
"245","EXPD","EXPD",4494
"246","ZBRA","ZBRA",24405
"247","WAB","WAB",60979
"248","TRMB","TRMB",22815
"249","MRO","MRO",7017
"250","ATO","ATO",4383
"251","CAH","CAH",2751
"252","KEY","KEY",9783
"253","J","J",6216
"254","TYL","TYL",10789
"255","CAG","CAG",3362
"256","TER","TER",10453
"257","DRI","DRI",31846
"258","NTAP","NTAP",61591
"259","COO","COO",3504
"260","AVY","AVY",1913
"261","IP","IP",6104
"262","IEX","IEX",15267
"263","EVRG","EVRG",6338
"264","WDC","WDC",11399
"265","LNT","LNT",11554
"266","BBY","BBY",2184
"267","JKHY","JKHY",11811
"268","TECH","TECH",15414
"269","JBHT","JBHT",5783
"270","PARA","PARA",13714
"271","AES","AES",24216
"272","PEAK","PEAK",13125
"273","BRO","BRO",15417
"274","CPT","CPT",28629
"275","SJM","SJM",9777
"276","OMC","OMC",4066
"277","POOL","POOL",61420
"278","NLOK","NLOK",15855
"279","VFC","VFC",11060
"280","TXT","TXT",10519
"281","SWK","SWK",10016
"282","CINF","CINF",14824
"283","IRM","IRM",62374
"284","HRL","HRL",5709
"285","UDR","UDR",10894
"286","FMC","FMC",4510
"287","INCY","INCY",29127
"288","BF.B","BF.B",2435
"289","ABMD","ABMD",13619
"290","KIM","KIM",24731
"291","NVR","NVR",12459
"292","WRB","WRB",14822
"293","MAS","MAS",7085
"294","PTC","PTC",18699
"295","CTXS","CTXS",61676
"296","NDSN","NDSN",7921
"297","NI","NI",7974
"298","HST","HST",7063
"299","APA","APA",1678
"300","EMN","EMN",29392
"301","SNA","SNA",9778
"302","UAL","UAL",10795
"303","BIO","BIO",2220
"304","MGM","MGM",14418
"305","VTRS","VTRS",7637
"306","TFX","TFX",10407
"307","IPG","IPG",6136
"308","WRK","WRK",29830
"309","L","L",6781
"310","HSIC","HSIC",61494
"311","CMA","CMA",3231
"312","TAP","TAP",3505
"313","HAS","HAS",5518
"314","CPB","CPB",2663
"315","PHM","PHM",8823
"316","RE","RE",61388
"317","LUMN","LUMN",2884
"318","REG","REG",29099
"319","WHR","WHR",11465
"320","BWA","BWA",28742
"321","CCL","CCL",13498
"322","GL","GL",10614
"323","AAL","AAL",1045
"324","BBWI","BBWI",6733
"325","RHI","RHI",2312
"326","ROL","ROL",9225
"327","LNC","LNC",6742
"328","SEE","SEE",9555
"329","PNW","PNW",1075
"330","RCL","RCL",28191
"331","ZION","ZION",11687
"332","AOS","AOS",9771
"333","PNR","PNR",8463
"334","XRAY","XRAY",13700
"335","DXC","DXC",3336
"336","NWL","NWL",7875
"337","BEN","BEN",4885
"338","UHS","UHS",11032
"339","FRT","FRT",4605
"340","MHK","MHK",25119
"341","IVZ","IVZ",29804
"342","PENN","PENN",30259
"343","ALK","ALK",1230
"344","DVA","DVA",61483
"345","VNO","VNO",11220
"346","PVH","PVH",8551
"347","DISH","DISH",60900
