"","ticker","tic","gvkey"
"83","MMM","MMM",7435
"84","SO","SO",9850
"85","MO","MO",8543
"86","BKNG","BKNG",119314
"87","CB","CB",28034
"88","CCI","CCI",113490
"89","TGT","TGT",3813
"90","GILD","GILD",24856
"91","TJX","TJX",11672
"92","SYK","SYK",10115
"93","CME","CME",149070
"94","NOC","NOC",7985
"95","VRTX","VRTX",24344
"96","LRCX","LRCX",6565
"97","CSX","CSX",2574
"98","MU","MU",7343
"99","BDX","BDX",2111
"100","PNC","PNC",8245
"101","CL","CL",3170
"102","D","D",4029
"103","PGR","PGR",13341
"104","TFC","TFC",11856
"105","EW","EW",133366
"106","USB","USB",4723
"107","EQIX","EQIX",138743
"108","WM","WM",14477
"109","EOG","EOG",16478
"110","FIS","FIS",165993
"111","EL","EL",61567
"112","REGN","REGN",23812
"113","FISV","FISV",12635
"114","ATVI","ATVI",180405
"115","HUM","HUM",27914
"116","AON","AON",3221
"117","F","F",4839
"118","NSC","NSC",7923
"119","BSX","BSX",25279
"120","SHW","SHW",9667
"121","ITW","ITW",5878
"122","ETN","ETN",4199
"123","OXY","OXY",8068
"124","KLAC","KLAC",6304
"125","DG","DG",4016
"126","SNPS","SNPS",24975
"127","ICE","ICE",163610
"128","FDX","FDX",4598
"129","CNC","CNC",145552
"130","APD","APD",1209
"131","EMR","EMR",4321
"132","GM","GM",5073
"133","GD","GD",5046
"134","SLB","SLB",9465
"135","SRE","SRE",8272
"136","PXD","PXD",14359
"137","CHTR","CHTR",126136
"138","AEP","AEP",1440
"139","CDNS","CDNS",13421
"140","MCO","MCO",139665
"141","PSA","PSA",10096
"142","MCK","MCK",7171
"143","HCA","HCA",22260
"144","ADSK","ADSK",1878
"145","LHX","LHX",5492
"146","ADM","ADM",1722
"147","ORLY","ORLY",28180
"148","VLO","VLO",15247
"149","GIS","GIS",5071
"150","APH","APH",14282
"151","ROP","ROP",24925
"152","EXC","EXC",8539
"153","KMB","KMB",6435
"154","O","O",30822
"155","MAR","MAR",28930
"156","SYY","SYY",10247
"157","CMG","CMG",165914
"158","MET","MET",133768
"159","TEL","TEL",177267
"160","FCX","FCX",14590
"161","AZO","AZO",23809
"162","COF","COF",30990
"163","ECL","ECL",4213
"164","PAYX","PAYX",8402
"165","AIG","AIG",1487
"166","STZ","STZ",2710
"167","XEL","XEL",7977
"168","MSI","MSI",7585
"169","WMB","WMB",11506
"170","A","A",126554
"171","MSCI","MSCI",178507
"172","MCHP","MCHP",27965
"173","WELL","WELL",5543
"174","TRV","TRV",62689
"175","JCI","JCI",6268
"176","DVN","DVN",14934
"177","CTAS","CTAS",3062
"178","DLTR","DLTR",31587
"179","PRU","PRU",143356
"180","SBAC","SBAC",121382
"181","PH","PH",8358
"182","DLR","DLR",160991
"183","MNST","MNST",24316
"184","EA","EA",16721
"185","GPN","GPN",141913
"186","AJG","AJG",4973
"187","HLT","HLT",5643
"188","NEM","NEM",7881
"189","CTSH","CTSH",111864
"190","WBD","WBD",164296
"191","YUM","YUM",65417
"192","NUE","NUE",8030
"193","AFL","AFL",1449
"194","RMD","RMD",31887
"195","DXCM","DXCM",162887
"196","KMI","KMI",6310
"197","ED","ED",3413
"198","HPQ","HPQ",5606
"199","SPG","SPG",29389
"200","ILMN","ILMN",138205
"201","TT","TT",5959
"202","IDXX","IDXX",24197
"203","HSY","HSY",5597
"204","TDG","TDG",148349
"205","PEG","PEG",8810
"206","WEC","WEC",11550
"207","ALL","ALL",28349
"208","BK","BK",2019
"209","IFF","IFF",6078
"210","CMI","CMI",3650
"211","PCAR","PCAR",8253
"212","MTB","MTB",4699
"213","ES","ES",7970
"214","MTD","MTD",65772
"215","KR","KR",6502
"216","BIIB","BIIB",24468
"217","HES","HES",1380
"218","DD","DD",4060
"219","PPG","PPG",8247
"220","BAX","BAX",2086
"221","AMP","AMP",164708
"222","FAST","FAST",14225
"223","APTV","APTV",118122
"224","RSG","RSG",112168
"225","AME","AME",1598
"226","ROK","ROK",9203
"227","ON","ON",134932
"228","KDP","KDP",28877
"229","FRC","FRC",14275
"230","AVB","AVB",29875
"231","ALB","ALB",29751
"232","ROST","ROST",9248
"233","DFS","DFS",177376
"234","TROW","TROW",12138
"235","WBA","WBA",11264
"236","GLW","GLW",3532
"237","ODFL","ODFL",24617
"238","CPRT","CPRT",29901
"239","EBAY","EBAY",114524
"240","CBRE","CBRE",260774
"241","WY","WY",11456
"242","KHC","KHC",5568
"243","OKE","OKE",8151
"244","EIX","EIX",9846
"245","TSN","TSN",10793
"246","HAL","HAL",5439
"247","EQR","EQR",28733
"248","STT","STT",10035
"249","DTE","DTE",3897
"250","EFX","EFX",4423
"251","WST","WST",11376
"252","EXR","EXR",160479
"253","CDW","CDW",28320
"254","DHI","DHI",25340
"255","ANSS","ANSS",63080
"256","IT","IT",12441
"257","ARE","ARE",64821
"258","CTRA","CTRA",20548
"259","AEE","AEE",10860
"260","ZBH","ZBH",144559
"261","GWW","GWW",5256
"262","LH","LH",14960
"263","ETR","ETR",7366
"264","BALL","BALL",1988
"265","SIVB","SIVB",17120
"266","DRE","DRE",13510
"267","FITB","FITB",4640
"268","WTW","WTW",144009
"269","URI","URI",66065
"270","FE","FE",8099
"271","STE","STE",25313
"272","LUV","LUV",9882
"273","MKC","MKC",7146
"274","MPWR","MPWR",160888
"275","MLM","MLM",29733
"276","PPL","PPL",8455
"277","VMC","VMC",11228
"278","MTCH","MTCH",26061
"279","GPC","GPC",5125
"280","ABC","ABC",31673
"281","TSCO","TSCO",29736
"282","LEN","LEN",6669
"283","CHD","CHD",3026
"284","HIG","HIG",61739
"285","WAT","WAT",61574
"286","VTR","VTR",110179
"287","NDAQ","NDAQ",149337
"288","ALGN","ALGN",141384
"289","ULTA","ULTA",178704
"290","MAA","MAA",29649
"291","CF","CF",163946
"292","NTRS","NTRS",7982
"293","DAL","DAL",3851
"294","TTWO","TTWO",64630
"295","CMS","CMS",3439
"296","CNP","CNP",5742
"297","RF","RF",4674
"298","PWR","PWR",66446
"299","IR","IR",30098
"300","PKI","PKI",4145
"301","MOS","MOS",162129
"302","AMCR","AMCR",100243
"303","MOH","MOH",152149
"304","RJF","RJF",8898
"305","HBAN","HBAN",5786
"306","DOV","DOV",4058
"307","VRSN","VRSN",66368
"308","K","K",6375
"309","TDY","TDY",126721
"310","HOLX","HOLX",20904
"311","ESS","ESS",30293
"312","SWKS","SWKS",1327
"313","CLX","CLX",3121
"314","EXPD","EXPD",4494
"315","ZBRA","ZBRA",24405
"316","WAB","WAB",60979
"317","TRMB","TRMB",22815
"318","MRO","MRO",7017
"319","ATO","ATO",4383
"320","CAH","CAH",2751
"321","KEY","KEY",9783
"322","J","J",6216
"323","TYL","TYL",10789
"324","CAG","CAG",3362
"325","DGX","DGX",64166
"326","TER","TER",10453
"327","KMX","KMX",64410
"328","DRI","DRI",31846
"329","NTAP","NTAP",61591
"330","COO","COO",3504
"331","FDS","FDS",63172
"332","STX","STX",150937
"333","AVY","AVY",1913
"334","IP","IP",6104
"335","IEX","IEX",15267
"336","EXPE","EXPE",126296
"337","PFG","PFG",145701
"338","EVRG","EVRG",6338
"339","AKAM","AKAM",125595
"340","WDC","WDC",11399
"341","LNT","LNT",11554
"342","BBY","BBY",2184
"343","JKHY","JKHY",11811
"344","TECH","TECH",15414
"345","JBHT","JBHT",5783
"346","LKQ","LKQ",155394
"347","PARA","PARA",13714
"348","AES","AES",24216
"349","PEAK","PEAK",13125
"350","BRO","BRO",15417
"351","CPT","CPT",28629
"352","GRMN","GRMN",141459
"353","SJM","SJM",9777
"354","OMC","OMC",4066
"355","DPZ","DPZ",160211
"356","POOL","POOL",61420
"357","NLOK","NLOK",15855
"358","CHRW","CHRW",65609
"359","VFC","VFC",11060
"360","TXT","TXT",10519
"361","SWK","SWK",10016
"362","CINF","CINF",14824
"363","LDOS","LDOS",165123
"364","IRM","IRM",62374
"365","HRL","HRL",5709
"366","UDR","UDR",10894
"367","FMC","FMC",4510
"368","INCY","INCY",29127
"369","BF.B","BF.B",2435
"370","ABMD","ABMD",13619
"371","KIM","KIM",24731
"372","NVR","NVR",12459
"373","LVS","LVS",161844
"374","PKG","PKG",128978
"375","LYV","LYV",165746
"376","WRB","WRB",14822
"377","MAS","MAS",7085
"378","PTC","PTC",18699
"379","CTXS","CTXS",61676
"380","BXP","BXP",64925
"381","NDSN","NDSN",7921
"382","NI","NI",7974
"383","HST","HST",7063
"384","CRL","CRL",137131
"385","APA","APA",1678
"386","AAP","AAP",145977
"387","CE","CE",162254
"388","EMN","EMN",29392
"389","SNA","SNA",9778
"390","UAL","UAL",10795
"391","BIO","BIO",2220
"392","MGM","MGM",14418
"393","VTRS","VTRS",7637
"394","TFX","TFX",10407
"395","IPG","IPG",6136
"396","QRVO","QRVO",64853
"397","WRK","WRK",29830
"398","L","L",6781
"399","HSIC","HSIC",61494
"400","MKTX","MKTX",158742
"401","CMA","CMA",3231
"402","TAP","TAP",3505
"403","HAS","HAS",5518
"404","CPB","CPB",2663
"405","PHM","PHM",8823
"406","RE","RE",61388
"407","FFIV","FFIV",121077
"408","LUMN","LUMN",2884
"409","AIZ","AIZ",157057
"410","REG","REG",29099
"411","WHR","WHR",11465
"412","BWA","BWA",28742
"413","NRG","NRG",135990
"414","CCL","CCL",13498
"415","GL","GL",10614
"416","AAL","AAL",1045
"417","JNPR","JNPR",121718
"418","BBWI","BBWI",6733
"419","TPR","TPR",140541
"420","RHI","RHI",2312
"421","NLSN","NLSN",100873
"422","ROL","ROL",9225
"423","LNC","LNC",6742
"424","SEE","SEE",9555
"425","PNW","PNW",1075
"426","RCL","RCL",28191
"427","ZION","ZION",11687
"428","AOS","AOS",9771
"429","PNR","PNR",8463
"430","XRAY","XRAY",13700
"431","DXC","DXC",3336
"432","NWL","NWL",7875
"433","BEN","BEN",4885
"434","UHS","UHS",11032
"435","FRT","FRT",4605
"436","WYNN","WYNN",149318
"437","MHK","MHK",25119
"438","IVZ","IVZ",29804
"439","PENN","PENN",30259
"440","ALK","ALK",1230
"441","DVA","DVA",61483
"442","VNO","VNO",11220
"443","RL","RL",64891
"444","PVH","PVH",8551
"445","DISH","DISH",60900
