"","ticker","tic","gvkey"
"82","ADI","ADI",1632
"83","CI","CI",2547
"84","ISRG","ISRG",136725
"85","DUK","DUK",4093
"86","ZTS","ZTS",13721
"87","GE","GE",5047
"88","MMC","MMC",7065
"89","MMM","MMM",7435
"90","SO","SO",9850
"91","MO","MO",8543
"92","BKNG","BKNG",119314
"93","CB","CB",28034
"94","CCI","CCI",113490
"95","TGT","TGT",3813
"96","GILD","GILD",24856
"97","TJX","TJX",11672
"98","SYK","SYK",10115
"99","CME","CME",149070
"100","NOC","NOC",7985
"101","VRTX","VRTX",24344
"102","LRCX","LRCX",6565
"103","CSX","CSX",2574
"104","MU","MU",7343
"105","BDX","BDX",2111
"106","PNC","PNC",8245
"107","CL","CL",3170
"108","D","D",4029
"109","PGR","PGR",13341
"110","TFC","TFC",11856
"111","EW","EW",133366
"112","USB","USB",4723
"113","EQIX","EQIX",138743
"114","WM","WM",14477
"115","EOG","EOG",16478
"116","FIS","FIS",165993
"117","EL","EL",61567
"118","REGN","REGN",23812
"119","FISV","FISV",12635
"120","ATVI","ATVI",180405
"121","HUM","HUM",27914
"122","AON","AON",3221
"123","F","F",4839
"124","NSC","NSC",7923
"125","BSX","BSX",25279
"126","SHW","SHW",9667
"127","ITW","ITW",5878
"128","ETN","ETN",4199
"129","OXY","OXY",8068
"130","KLAC","KLAC",6304
"131","DG","DG",4016
"132","SNPS","SNPS",24975
"133","ICE","ICE",163610
"134","FDX","FDX",4598
"135","CNC","CNC",145552
"136","APD","APD",1209
"137","EMR","EMR",4321
"138","GM","GM",5073
"139","GD","GD",5046
"140","SLB","SLB",9465
"141","SRE","SRE",8272
"142","PXD","PXD",14359
"143","CHTR","CHTR",126136
"144","MPC","MPC",186989
"145","AEP","AEP",1440
"146","CDNS","CDNS",13421
"147","MCO","MCO",139665
"148","PSA","PSA",10096
"149","MCK","MCK",7171
"150","HCA","HCA",22260
"151","NXPI","NXPI",184725
"152","ADSK","ADSK",1878
"153","LHX","LHX",5492
"154","ADM","ADM",1722
"155","ORLY","ORLY",28180
"156","VLO","VLO",15247
"157","GIS","GIS",5071
"158","APH","APH",14282
"159","ROP","ROP",24925
"160","EXC","EXC",8539
"161","KMB","KMB",6435
"162","IQV","IQV",17928
"163","O","O",30822
"164","MAR","MAR",28930
"165","SYY","SYY",10247
"166","CMG","CMG",165914
"167","MET","MET",133768
"168","TEL","TEL",177267
"169","FCX","FCX",14590
"170","AZO","AZO",23809
"171","COF","COF",30990
"172","ECL","ECL",4213
"173","FTNT","FTNT",183377
"174","PAYX","PAYX",8402
"175","AIG","AIG",1487
"176","STZ","STZ",2710
"177","XEL","XEL",7977
"178","MSI","MSI",7585
"179","WMB","WMB",11506
"180","A","A",126554
"181","ENPH","ENPH",187450
"182","MSCI","MSCI",178507
"183","MCHP","MCHP",27965
"184","WELL","WELL",5543
"185","TRV","TRV",62689
"186","JCI","JCI",6268
"187","DVN","DVN",14934
"188","CTAS","CTAS",3062
"189","DLTR","DLTR",31587
"190","PRU","PRU",143356
"191","SBAC","SBAC",121382
"192","PH","PH",8358
"193","DLR","DLR",160991
"194","MNST","MNST",24316
"195","EA","EA",16721
"196","GPN","GPN",141913
"197","AJG","AJG",4973
"198","HLT","HLT",5643
"199","NEM","NEM",7881
"200","CTSH","CTSH",111864
"201","WBD","WBD",164296
"202","YUM","YUM",65417
"203","NUE","NUE",8030
"204","AFL","AFL",1449
"205","RMD","RMD",31887
"206","DXCM","DXCM",162887
"207","KMI","KMI",6310
"208","ED","ED",3413
"209","HPQ","HPQ",5606
"210","SPG","SPG",29389
"211","ILMN","ILMN",138205
"212","TT","TT",5959
"213","IDXX","IDXX",24197
"214","HSY","HSY",5597
"215","TDG","TDG",148349
"216","PEG","PEG",8810
"217","WEC","WEC",11550
"218","ALL","ALL",28349
"219","BK","BK",2019
"220","IFF","IFF",6078
"221","CMI","CMI",3650
"222","PCAR","PCAR",8253
"223","MTB","MTB",4699
"224","ES","ES",7970
"225","MTD","MTD",65772
"226","KR","KR",6502
"227","BIIB","BIIB",24468
"228","HES","HES",1380
"229","VRSK","VRSK",180652
"230","DD","DD",4060
"231","PPG","PPG",8247
"232","KEYS","KEYS",20232
"233","BAX","BAX",2086
"234","AMP","AMP",164708
"235","FAST","FAST",14225
"236","APTV","APTV",118122
"237","RSG","RSG",112168
"238","AME","AME",1598
"239","ROK","ROK",9203
"240","ON","ON",134932
"241","KDP","KDP",28877
"242","FRC","FRC",14275
"243","AVB","AVB",29875
"244","ALB","ALB",29751
"245","ROST","ROST",9248
"246","DFS","DFS",177376
"247","AWK","AWK",179437
"248","TROW","TROW",12138
"249","WBA","WBA",11264
"250","GLW","GLW",3532
"251","ODFL","ODFL",24617
"252","CPRT","CPRT",29901
"253","EBAY","EBAY",114524
"254","CBRE","CBRE",260774
"255","WY","WY",11456
"256","KHC","KHC",5568
"257","OKE","OKE",8151
"258","EIX","EIX",9846
"259","TSN","TSN",10793
"260","HAL","HAL",5439
"261","EQR","EQR",28733
"262","STT","STT",10035
"263","DTE","DTE",3897
"264","EFX","EFX",4423
"265","WST","WST",11376
"266","EXR","EXR",160479
"267","CDW","CDW",28320
"268","DHI","DHI",25340
"269","ANSS","ANSS",63080
"270","IT","IT",12441
"271","ARE","ARE",64821
"272","CTRA","CTRA",20548
"273","AEE","AEE",10860
"274","ZBH","ZBH",144559
"275","GWW","GWW",5256
"276","LH","LH",14960
"277","ETR","ETR",7366
"278","BALL","BALL",1988
"279","SIVB","SIVB",17120
"280","DRE","DRE",13510
"281","FITB","FITB",4640
"282","WTW","WTW",144009
"283","URI","URI",66065
"284","FE","FE",8099
"285","LYB","LYB",294524
"286","STE","STE",25313
"287","LUV","LUV",9882
"288","MKC","MKC",7146
"289","MPWR","MPWR",160888
"290","MLM","MLM",29733
"291","PPL","PPL",8455
"292","VMC","VMC",11228
"293","MTCH","MTCH",26061
"294","FANG","FANG",170750
"295","GPC","GPC",5125
"296","ABC","ABC",31673
"297","TSCO","TSCO",29736
"298","LEN","LEN",6669
"299","CHD","CHD",3026
"300","HIG","HIG",61739
"301","WAT","WAT",61574
"302","VTR","VTR",110179
"303","NDAQ","NDAQ",149337
"304","EPAM","EPAM",187697
"305","ALGN","ALGN",141384
"306","ULTA","ULTA",178704
"307","MAA","MAA",29649
"308","CF","CF",163946
"309","NTRS","NTRS",7982
"310","DAL","DAL",3851
"311","TTWO","TTWO",64630
"312","CMS","CMS",3439
"313","CNP","CNP",5742
"314","RF","RF",4674
"315","PWR","PWR",66446
"316","IR","IR",30098
"317","PKI","PKI",4145
"318","MOS","MOS",162129
"319","AMCR","AMCR",100243
"320","MOH","MOH",152149
"321","RJF","RJF",8898
"322","HBAN","HBAN",5786
"323","BR","BR",176928
"324","DOV","DOV",4058
"325","VRSN","VRSN",66368
"326","K","K",6375
"327","TDY","TDY",126721
"328","HOLX","HOLX",20904
"329","ESS","ESS",30293
"330","SWKS","SWKS",1327
"331","CLX","CLX",3121
"332","EXPD","EXPD",4494
"333","FLT","FLT",184700
"334","ZBRA","ZBRA",24405
"335","WAB","WAB",60979
"336","TRMB","TRMB",22815
"337","XYL","XYL",189491
"338","MRO","MRO",7017
"339","GNRC","GNRC",183736
"340","ATO","ATO",4383
"341","CAH","CAH",2751
"342","KEY","KEY",9783
"343","J","J",6216
"344","SYF","SYF",20686
"345","TYL","TYL",10789
"346","CAG","CAG",3362
"347","DGX","DGX",64166
"348","TER","TER",10453
"349","KMX","KMX",64410
"350","DRI","DRI",31846
"351","NTAP","NTAP",61591
"352","COO","COO",3504
"353","FDS","FDS",63172
"354","STX","STX",150937
"355","AVY","AVY",1913
"356","IP","IP",6104
"357","IEX","IEX",15267
"358","EXPE","EXPE",126296
"359","PFG","PFG",145701
"360","EVRG","EVRG",6338
"361","AKAM","AKAM",125595
"362","WDC","WDC",11399
"363","LNT","LNT",11554
"364","BBY","BBY",2184
"365","JKHY","JKHY",11811
"366","TECH","TECH",15414
"367","JBHT","JBHT",5783
"368","LKQ","LKQ",155394
"369","PARA","PARA",13714
"370","AES","AES",24216
"371","PEAK","PEAK",13125
"372","BRO","BRO",15417
"373","CPT","CPT",28629
"374","GRMN","GRMN",141459
"375","SJM","SJM",9777
"376","OMC","OMC",4066
"377","DPZ","DPZ",160211
"378","POOL","POOL",61420
"379","NLOK","NLOK",15855
"380","CHRW","CHRW",65609
"381","VFC","VFC",11060
"382","TXT","TXT",10519
"383","SWK","SWK",10016
"384","CINF","CINF",14824
"385","LDOS","LDOS",165123
"386","IRM","IRM",62374
"387","HRL","HRL",5709
"388","UDR","UDR",10894
"389","FMC","FMC",4510
"390","INCY","INCY",29127
"391","BF.B","BF.B",2435
"392","ABMD","ABMD",13619
"393","KIM","KIM",24731
"394","NVR","NVR",12459
"395","LVS","LVS",161844
"396","PKG","PKG",128978
"397","LYV","LYV",165746
"398","WRB","WRB",14822
"399","MAS","MAS",7085
"400","PTC","PTC",18699
"401","CTXS","CTXS",61676
"402","CBOE","CBOE",184500
"403","BXP","BXP",64925
"404","NDSN","NDSN",7921
"405","NI","NI",7974
"406","HST","HST",7063
"407","CRL","CRL",137131
"408","APA","APA",1678
"409","AAP","AAP",145977
"410","CE","CE",162254
"411","EMN","EMN",29392
"412","SNA","SNA",9778
"413","UAL","UAL",10795
"414","BIO","BIO",2220
"415","MGM","MGM",14418
"416","VTRS","VTRS",7637
"417","TFX","TFX",10407
"418","SBNY","SBNY",160776
"419","IPG","IPG",6136
"420","QRVO","QRVO",64853
"421","WRK","WRK",29830
"422","L","L",6781
"423","HSIC","HSIC",61494
"424","MKTX","MKTX",158742
"425","CMA","CMA",3231
"426","TAP","TAP",3505
"427","HAS","HAS",5518
"428","CPB","CPB",2663
"429","PHM","PHM",8823
"430","RE","RE",61388
"431","FFIV","FFIV",121077
"432","LUMN","LUMN",2884
"433","AIZ","AIZ",157057
"434","REG","REG",29099
"435","WHR","WHR",11465
"436","FBHS","FBHS",188255
"437","BWA","BWA",28742
"438","NRG","NRG",135990
"439","CCL","CCL",13498
"440","GL","GL",10614
"441","AAL","AAL",1045
"442","JNPR","JNPR",121718
"443","BBWI","BBWI",6733
"444","TPR","TPR",140541
"445","HII","HII",186310
"446","RHI","RHI",2312
"447","NLSN","NLSN",100873
"448","ROL","ROL",9225
"449","LNC","LNC",6742
"450","SEE","SEE",9555
"451","PNW","PNW",1075
"452","RCL","RCL",28191
"453","ZION","ZION",11687
"454","AOS","AOS",9771
"455","PNR","PNR",8463
"456","XRAY","XRAY",13700
"457","DXC","DXC",3336
"458","NWL","NWL",7875
"459","BEN","BEN",4885
"460","UHS","UHS",11032
"461","FRT","FRT",4605
"462","WYNN","WYNN",149318
"463","MHK","MHK",25119
"464","IVZ","IVZ",29804
"465","PENN","PENN",30259
"466","ALK","ALK",1230
"467","DVA","DVA",61483
"468","NCLH","NCLH",104432
"469","VNO","VNO",11220
"470","RL","RL",64891
"471","PVH","PVH",8551
"472","DISH","DISH",60900
