"","ticker","tic","gvkey"
"1","AAPL","AAPL",1690
"2","MSFT","MSFT",12141
"3","BRK.B","BRK.B",2176
"4","UNH","UNH",10903
"5","JNJ","JNJ",6266
"6","XOM","XOM",4503
"7","PG","PG",8762
"8","JPM","JPM",2968
"9","CVX","CVX",2991
"10","HD","HD",5680
"11","PFE","PFE",8530
"12","LLY","LLY",6730
"13","KO","KO",3144
"14","PEP","PEP",8479
"15","BAC","BAC",7647
"16","TMO","TMO",10530
"17","MRK","MRK",7257
"18","ADBE","ADBE",12540
"19","MCD","MCD",7154
"20","DIS","DIS",3980
"21","VZ","VZ",2136
"22","ABT","ABT",1078
"23","CSCO","CSCO",20779
"24","WMT","WMT",11259
"25","DHR","DHR",3735
"26","CMCSA","CMCSA",3226
"27","NEE","NEE",4517
"28","QCOM","QCOM",24800
"29","TXN","TXN",10499
"30","WFC","WFC",8007
"31","AMD","AMD",1161
"32","BMY","BMY",2403
"33","LIN","LIN",25124
"34","INTC","INTC",6008
"35","NKE","NKE",7906
"36","UPS","UPS",10920
"37","UNP","UNP",10867
"38","RTX","RTX",10983
"39","T","T",9899
"40","AMGN","AMGN",1602
"41","HON","HON",1300
"42","SPGI","SPGI",7163
"43","CVS","CVS",7241
"44","MDT","MDT",7228
"45","LOW","LOW",6829
"46","COP","COP",8549
"47","ORCL","ORCL",12142
"48","IBM","IBM",6066
"49","MS","MS",12124
"50","SCHW","SCHW",13988
"51","LMT","LMT",6774
"52","ADP","ADP",1891
"53","C","C",3243
"54","CAT","CAT",2817
"55","SBUX","SBUX",25434
"56","DE","DE",3835
"57","AMAT","AMAT",1704
"58","AXP","AXP",1447
"59","BA","BA",2285
"60","ADI","ADI",1632
"61","CI","CI",2547
"62","DUK","DUK",4093
"63","GE","GE",5047
"64","MMC","MMC",7065
"65","MMM","MMM",7435
"66","SO","SO",9850
"67","MO","MO",8543
"68","TGT","TGT",3813
"69","GILD","GILD",24856
"70","TJX","TJX",11672
"71","SYK","SYK",10115
"72","NOC","NOC",7985
"73","VRTX","VRTX",24344
"74","LRCX","LRCX",6565
"75","CSX","CSX",2574
"76","MU","MU",7343
"77","BDX","BDX",2111
"78","PNC","PNC",8245
"79","CL","CL",3170
"80","D","D",4029
"81","PGR","PGR",13341
"82","TFC","TFC",11856
"83","USB","USB",4723
