,Time,pp,pp_nr5,Accelerator,Brake,Steering,Speed,IN_Lat,IN_Long
1,0,0.0031750150975,0.00427190484253189,29.8207008712871,-8.98165877326733,-36.5322042178218,10,1836.06355182178,-5781.19538750495
2,1,NA,NA,27.4722425226131,-8.49225253567839,-7.99842350233166,10.8241206030151,1836.06418980905,-5781.19398955779
3,2,NA,NA,25.9029207263682,-9.34728433482587,-46.5000369368159,12.1890547263682,1836.06508328358,-5781.19207579104
4,3,NA,NA,26.7616688844221,-9.58342296733668,-97.7603910150754,13.3869346733668,1836.06614716583,-5781.19007963819
5,4,0.004678254,0.00434129642199552,27.2629474228856,-9.18975188855721,-103.046976626866,14.2238805970149,1836.06750934328,-5781.18804937313
6,5,NA,NA,27.2666638190955,-9.26496059798995,-58.7018686281407,15.2713567839196,1836.06916582915,-5781.18610471357
7,6,NA,NA,27.191051278607,-9.48242388308458,-19.3361917039801,16.3432835820896,1836.07105552239,-5781.18422641791
8,7,NA,NA,27.3092781658291,-9.73954785577889,-12.643707649598,17.6381909547739,1836.07307161809,-5781.18234153769
9,8,NA,NA,25.6024913432836,-9.16841269004975,7.55085666878607,18,1836.07512214925,-5781.18044820896
10,9,NA,NA,23.6267745376884,4.72612753889447,32.5615149296482,17.5075376884422,1836.07716961809,-5781.17850660302
11,10,NA,NA,23.0504495721393,31.110353641791,59.4086247462687,17,1836.07907340299,-5781.1764901194
12,11,NA,NA,23.6805043718593,34.56554359799,68.1016248592965,16.4472361809045,1836.08058865327,-5781.17454171859
13,12,NA,NA,24.4777654527363,35.2268723233831,62.159361318408,13.4029850746269,1836.08166158209,-5781.17279567164
14,13,NA,NA,25.0078093517588,38.1550297688442,29.1426715477387,10.8693467336683,1836.08232633166,-5781.17148238191
15,14,NA,NA,26.3614515671642,41.7201071890547,9.12905477452736,7.08955223880597,1836.08267558209,-5781.17076844776
16,15,NA,NA,26.8570735427136,38.217422959799,6.02544949698492,4.01005025125628,1836.0827579397,-5781.1706058995
17,16,NA,NA,26.4787367661692,39.9883834776119,5.6995854318408,3,1836.082758,-5781.17060647761
18,17,NA,NA,26.318676040201,33.5026536532663,5.02761084221106,3,1836.08275809045,-5781.17060390955
19,18,NA,NA,26.2221330547264,22.892543079602,4.52167246766169,0.208955223880597,1836.08277373134,-5781.17057519403
20,19,NA,NA,26.1983901356784,30.2602025829146,0.901761816240704,0,1836.0828460402,-5781.17042870352
21,20,NA,NA,26.0810649054726,35.1569284029851,-1.20635973646766,0,1836.08294522388,-5781.17023343284
22,21,NA,NA,26.0112057788945,32.3054501708543,-1.56945464371859,0,1836.08296875377,-5781.17018954774
23,22,NA,NA,25.6706644079602,10.8723690618458,-1.59683321144279,0,1836.08298731343,-5781.17015516418
24,23,NA,NA,25.4683787236181,-5.29499403517588,12.4037727886432,0,1836.08309167839,-5781.16994345729
25,24,NA,NA,30.6060497164179,-6.49953511144279,18.2784358258706,0,1836.08332907463,-5781.16945773134
26,25,NA,NA,36.2484705376884,-5.87099343718593,-10.3612604855779,3.93969849246231,1836.08375231156,-5781.16857838191
27,26,NA,NA,37.7514240199005,-6.25668503333333,-49.272599920398,8.7363184079602,1836.08446128358,-5781.16712402985
28,27,NA,NA,38.4407264321608,-5.18120057487437,-165.78188160804,12.0301507537688,1836.08550120603,-5781.16520424121
29,28,NA,NA,39.3142259950249,-6.0903200681592,-258.609489751244,15.0746268656716,1836.08706835821,-5781.16324985075
30,29,NA,NA,36.7232749396985,-6.66777149949749,-303.10632678392,17.8291457286432,1836.08948960804,-5781.16185467337
31,30,NA,NA,36.4560775323383,-7.1781027681592,-170.799911378109,20,1836.09260077612,-5781.1619721194
32,31,NA,NA,40.5339639798995,-7.34065547085427,-46.653709019598,21.9095477386935,1836.09588048241,-5781.16355119598
33,32,0.004253487125,0.00439696215521877,41.827500039801,-8.40100047761194,0.091645663120398,25.0547263681592,1836.09925707463,-5781.16572113433
34,33,NA,NA,42.2679435226131,-9.15436607738694,5.09880313897487,26.251256281407,1836.10291962814,-5781.16805137688
35,34,NA,NA,41.6846648756219,-8.28343492238806,3.65080623666667,29.8706467661692,1836.10695465672,-5781.17046752239
36,35,NA,NA,26.0392817738693,-7.81547655879397,3.54069723749246,32.070351758794,1836.11134887437,-5781.17301515578
37,36,0.0053013396,0.00445722632074427,23.4239245422886,-5.59167488711443,5.9263902781592,33.8606965174129,1836.11589077612,-5781.17556841791
38,37,0.00496328571428571,0.00449758693225426,23.0232390854271,33.2555082663317,10.4807926356784,33,1836.12036506533,-5781.17796940704
39,38,0.00461636275,0.00454825712677314,23.8458068208955,29.7702674676617,6.74063203069154,32.1044776119403,1836.12448752239,-5781.17998197015
40,39,0.005229539,0.00460854502492076,23.4355585929648,2.30694325562814,11.9089671271357,28.0653266331658,1836.12826561809,-5781.18169513568
41,40,NA,NA,30.9270105074627,-8.44721972437811,18.3477155422886,27,1836.13196743284,-5781.18327623881
42,41,NA,NA,37.1002331557789,-7.6627314718593,12.547923758794,27,1836.13573796985,-5781.18466634171
43,42,NA,NA,37.9541400646766,-7.25563148656716,19.0046355621891,27.0398009950249,1836.13972931343,-5781.18591626866
44,43,NA,NA,39.4448534321608,-7.24066122462312,19.9718591758794,29,1836.14398824121,-5781.18697245226
45,44,NA,NA,39.5483122537313,-7.19632151840796,19.4287604029851,29.0398009950249,1836.14852041791,-5781.18774486567
46,45,NA,NA,33.8311975527638,-6.72227735226131,23.2274361105528,32.0753768844221,1836.15333817085,-5781.18817546734
47,46,NA,NA,30.1175493880597,-8.72822177711443,19.2369894129353,33,1836.1583601194,-5781.18822958209
48,47,0.0043432995,0.00463473639960136,26.0060629748744,-8.18344210150754,17.5100570753769,34.2663316582915,1836.16346234171,-5781.18789994975
49,48,0.005170101875,0.00463960503765379,22.3246120447761,-8.73838365721393,17.9321176069652,34,1836.16858629851,-5781.18720420896
50,49,0.005399069,0.00460789020570532,23.0817332613065,4.31878995577889,7.09090335696985,34,1836.17359896482,-5781.18622112563
51,50,0.004921689125,0.00453128472871558,22.5400751343284,25.2486982189055,7.13026756671642,33.0646766169154,1836.17848725373,-5781.18517683582
52,51,0.00454431657142857,0.00440616581303265,21.9824194020101,12.6010889115578,20.7933428291457,32.9045226130653,1836.18318310553,-5781.18415299498
53,52,0.00481234675,0.00425426940429511,21.9276704129353,17.3525039850746,26.3178108059702,31.9004975124378,1836.18773226866,-5781.18293083582
54,53,0.00408571757142857,0.00412357393307815,22.5172142261307,36.1587071105528,27.9989041557789,30.3819095477387,1836.19202972864,-5781.1813338995
55,54,0.00465718525,0.00397694046920371,25.524528,39.4437216766169,25.012382920398,29.0945273631841,1836.19568722388,-5781.17948164179
56,55,NA,NA,28.1539869899498,43.0325343718593,29.1265695175879,24.1206030150754,1836.19846350754,-5781.17779347739
57,56,NA,NA,27.7111913084577,44.4291563233831,17.4441584922637,17.5223880597015,1836.20030122388,-5781.17654820895
58,57,NA,NA,26.2338141708543,41.7328831356784,-12.0366974096482,11.5326633165829,1836.20121075377,-5781.17590513568
